Longitude;Latitude;DEPART;Predicted Geothermal Gradient (C/Km)
-75.12790539;9.434701939;SUCRE;29.974955
-74.97270513;3.800764651;TOLIMA;35.671862
-75.54829697;1.574467669;CAQUETA;29.087023
-76.48530131;5.518141832;CHOCO;25.313608
-78.12994246;1.432426801;NARINIO;37.405882
-74.98778549;5.259176893;TOLIMA;32.915583
-75.98065917;6.697679186;ANTIOQUIA;38.986673
-77.30827594;4.901486511;CHOCO;25.861233
-70.21242608;-3.436300132;AMAZONAS;39.452072
-74.63314801;10.01453921;MAGDALENA;32.037954
-73.44874855;10.09764637;CESAR;33.892797
-71.45293305;6.494205592;ARAUCA;29.064146
-74.95169277;6.424452025;ANTIOQUIA;36.02022
-74.61625057;7.740313893;ANTIOQUIA;33.673418
-73.41238074;10.14997319;CESAR;33.242895
-73.10468938;7.412230141;SANTANDER;37.06835
-72.77752088;8.23801603;NORTE DE SANTANDER;35.969553
-73.56060164;5.039668192;CUNDINAMARCA;37.068617
-74.90155843;5.945500645;ANTIOQUIA;41.690956
-67.93397705;3.940913538;GUAINIA;37.819212
-74.77527038;8.610432585;SUCRE;30.742521
-73.32634623;11.15395505;LA GUAJIRA;31.278837
-76.36434483;8.332296379;ANTIOQUIA;30.85765
-72.70562993;10.97790703;LA GUAJIRA;34.115343
-72.70505212;10.88629213;LA GUAJIRA;30.679903
-73.67918396;9.123979971;CESAR;31.065939
-74.55416028;8.608572576;BOLIVAR;30.116888
-76.48783996;2.369789896;CAUCA;31.14142
-78.42065642;1.780970637;NARINIO;28.59039
-73.53249015;10.06210834;CESAR;34.932764
-75.99021281;9.285344607;CORDOBA;26.750553
-75.43177379;5.714897111;ANTIOQUIA;41.03656
-74.6579031;10.38545015;MAGDALENA;29.834105
-75.3408477;7.085620125;ANTIOQUIA;26.98646
-72.02400244;5.286425864;CASANARE;25.766094
-75.90311757;4.559701116;VALLE DEL CAUCA;27.763693
-73.79112063;8.46945376;CESAR;24.55179
-75.1292124;7.949027728;ANTIOQUIA;31.940176
-74.85673065;4.04027379;TOLIMA;30.506887
-75.47794823;9.276094843;CORDOBA;31.018213
-75.90258901;2.649036932;CAUCA;33.552473
-73.80266053;11.03812855;MAGDALENA;24.842913
-74.26561876;9.2591915;MAGDALENA;32.363157
-72.87957347;6.996397695;SANTANDER;34.541971
-73.23180199;9.857019715;CESAR;40.641169
-74.17137316;7.917358283;BOLIVAR;30.750769
-75.36059949;10.43426555;BOLIVAR;30.323427
-73.41648031;6.808170318;SANTANDER;31.479086
-76.76784794;4.79647281;CHOCO;30.531923
-76.05255133;4.396350057;VALLE DEL CAUCA;35.055086
-74.73483326;6.125818666;ANTIOQUIA;34.987741
-73.93856514;7.333707919;BOLIVAR;29.465143
-76.03401602;9.054818796;CORDOBA;39.76023
-73.88062165;9.818787296;CESAR;36.639498
-72.87999844;8.113344084;NORTE DE SANTANDER;38.095984
-75.45392638;6.173504478;ANTIOQUIA;39.835266
-78.15107282;1.68047545;NARINIO;36.926489
-76.36172026;0.436493674;PUTUMAYO;36.07702
-74.1873216;5.86337057;BOYACA;25.272005
-74.44115421;8.430153704;BOLIVAR;36.855337
-76.33614883;1.038087539;CAUCA;29.429693
-73.08155904;7.080873451;SANTANDER;30.155882
-73.36906069;5.478355126;BOYACA;38.187769
-72.80162199;5.848770818;BOYACA;40.90442
-69.70193715;-2.065369328;AMAZONAS;42.947754
-72.75796497;4.638372712;CASANARE;34.991934
-74.94651462;8.982509318;SUCRE;31.771315
-76.67580583;5.18734978;CHOCO;31.781233
-73.9278367;7.955016605;BOLIVAR;33.058546
-76.8977379;1.258614035;PUTUMAYO;36.277586
-72.82190917;7.656379018;NORTE DE SANTANDER;29.102865
-78.83535205;1.630449199;NARINIO;28.249575
-75.02838218;2.978635124;HUILA;33.468874
-75.82989946;6.657078434;ANTIOQUIA;31.362131
-77.21142336;1.36884136;NARINIO;46.083893
-76.8791769;6.847472168;ANTIOQUIA;31.409922
-74.33665242;5.351330215;CUNDINAMARCA;31.07509
-75.809876;7.785457718;CORDOBA;26.21765
-76.92749405;1.986319812;CAUCA;29.574732
-72.7011382;11.2910713;LA GUAJIRA;25.060896
-76.0240521;8.568727953;CORDOBA;24.972418
-73.44414281;9.956425991;CESAR;31.630339
-76.90877927;3.760167066;VALLE DEL CAUCA;30.313875
-75.52614352;7.223754269;ANTIOQUIA;38.656092
-75.47517521;9.308395156;SUCRE;27.99568
-73.61640728;6.573751371;SANTANDER;37.064512
-77.03021226;1.928201804;CAUCA;32.935743
-76.53419559;8.752020066;ANTIOQUIA;25.661736
-76.67573676;3.653998046;VALLE DEL CAUCA;33.035955
-72.93339646;5.95753165;BOYACA;36.505362
-76.07074839;8.292749207;CORDOBA;25.786158
-78.69413248;1.593391404;NARINIO;30.000193
-73.63927154;3.230007652;META;31.489641
-75.40382085;9.770843027;SUCRE;34.047258
-74.324438;9.54246666;MAGDALENA;25.950773
-72.3341175;6.195876668;CASANARE;39.370348
-76.16127254;8.383724705;CORDOBA;29.082598
-74.61751895;8.261524098;BOLIVAR;27.151396
-73.54283599;10.48014058;CESAR;36.465292
-73.94180125;10.95832767;CESAR;29.019918
-73.3050824;3.016363733;META;31.598711
-76.06728879;9.325285724;CORDOBA;24.642723
-73.55801726;10.07144407;CESAR;36.410673
-73.67800775;10.7931597;CESAR;30.083494
-74.15853965;4.854300837;CUNDINAMARCA;38.524366
-72.14348648;4.684384638;CASANARE;29.596155
-74.43174676;5.015622421;CUNDINAMARCA;34.362982
-76.23929084;6.855958752;ANTIOQUIA;39.46604
-72.76957111;2.10898594;GUAVIARE;33.610544
-71.05619779;4.836618221;VICHADA;34.79531
-75.78452761;8.870730105;CORDOBA;29.311653
-74.10304351;4.227006779;BOGOTA D. C.;39.302887
-73.67107148;5.650463024;BOYACA;36.261408
-69.75322343;-2.793489486;AMAZONAS;41.089325
-73.34683878;10.10727873;CESAR;33.18279
-75.59500535;6.426500133;ANTIOQUIA;32.626787
-74.70562315;9.570122062;MAGDALENA;25.052588
-73.96601018;9.974749514;MAGDALENA;29.24425
-72.89128391;11.36482798;LA GUAJIRA;22.238625
-71.9261967;4.558552474;CASANARE;30.157553
-73.38523046;5.586986385;BOYACA;39.729273
-75.44163639;8.759787384;CORDOBA;31.612234
-76.71989632;7.842907298;ANTIOQUIA;29.671738
-73.71858515;8.334205113;BOLIVAR;28.168478
-75.07028684;5.001664015;TOLIMA;38.728045
-73.88009769;6.764316533;SANTANDER;30.829908
-74.3651161;10.15139122;MAGDALENA;36.103594
-73.99554915;9.109486142;MAGDALENA;30.197886
-75.68757047;4.477492608;QUINDIO;36.982561
-69.77706786;4.435673665;VICHADA;40.973791
-72.73565737;7.816074062;NORTE DE SANTANDER;34.835535
-75.21671418;9.59838547;SUCRE;37.003729
-73.25009446;9.833615564;CESAR;37.072662
-76.80947725;2.628351179;CAUCA;34.248476
-73.43956478;7.43577643;SANTANDER;29.6582
-74.49425682;4.500779174;CUNDINAMARCA;37.21325
-73.8879982;3.478508569;META;33.659883
-71.66920397;4.6983523;META;28.520567
-67.67888891;5.684141735;VICHADA;29.163725
-75.70966567;6.158897948;ANTIOQUIA;39.546186
-76.7487505;4.924600858;CHOCO;25.183197
-75.45527506;6.652399089;ANTIOQUIA;33.229147
-70.34582574;-3.382356634;AMAZONAS;41.867447
-73.97301118;8.802975381;BOLIVAR;28.335081
-75.42013002;4.195091312;TOLIMA;30.779703
-74.7388557;6.556742495;ANTIOQUIA;29.832254
-73.53659636;2.389336655;META;29.709085
-72.3258434;5.69111946;BOYACA;33.846865
-73.62749045;10.98924351;CESAR;34.553057
-74.6212975;8.043422521;BOLIVAR;27.802053
-73.60636247;6.70384843;SANTANDER;30.110746
-77.37792763;1.3656444;NARINIO;33.513617
-75.00290908;8.812792366;SUCRE;26.711817
-73.31879867;5.016913512;BOYACA;36.963614
-76.09931959;4.076188035;VALLE DEL CAUCA;31.501642
-77.19888368;3.257577182;VALLE DEL CAUCA;25.21674
-73.13001235;6.108237964;SANTANDER;38.18273
-74.9319307;3.820717071;TOLIMA;32.765337
-76.09990957;6.685990118;ANTIOQUIA;38.55754
-77.14372882;2.865872202;CAUCA;28.000288
-71.53544038;6.766706084;ARAUCA;29.758818
-73.03253692;10.33365268;CESAR;36.577736
-75.53163136;6.169618204;ANTIOQUIA;37.244364
-75.2787905;10.11058298;ATLANTICO;29.144096
-70.25651318;-3.503311642;AMAZONAS;40.34394
-75.51432214;2.330989183;HUILA;36.804007
-73.13210293;10.90087507;CESAR;30.124155
-76.10977293;4.781927093;VALLE DEL CAUCA;37.128054
-69.79090314;-2.35982036;AMAZONAS;36.961502
-78.47914775;1.745278915;NARINIO;28.619741
-75.09736256;10.22292435;ATLANTICO;29.674778
-73.7891955;8.740915514;BOLIVAR;32.013655
-76.85586302;5.61517362;CHOCO;29.941969
-75.84018281;5.568646493;ANTIOQUIA;33.800547
-75.61048446;4.405967603;QUINDIO;26.71507
-75.72999912;2.148971533;HUILA;34.20442
-75.708645;8.468421351;CORDOBA;28.603277
-72.43692028;6.494915773;BOYACA;30.204317
-73.7847622;5.823265496;SANTANDER;32.900656
-70.51289428;3.87984669;VICHADA;40.050917
-73.37796165;5.359768273;BOYACA;39.118826
-77.18879613;1.555276682;NARINIO;35.69697
-73.68734432;3.742124707;META;25.1164
-74.48443758;10.53689625;MAGDALENA;24.834774
-77.22125548;1.526664287;NARINIO;29.391428
-75.40430609;6.078361851;ANTIOQUIA;38.361345
-73.20359745;4.605548817;CUNDINAMARCA;28.207067
-69.54282029;-1.709961978;AMAZONAS;37.823067
-73.86275162;8.283636036;BOLIVAR;29.31529
-73.82219539;10.61758413;CESAR;32.303194
-75.12609603;8.957371348;SUCRE;26.027628
-72.39297284;11.24325705;LA GUAJIRA;26.874191
-75.93900368;4.027334952;VALLE DEL CAUCA;35.63083
-75.24676111;7.87973691;ANTIOQUIA;28.34818
-76.51363242;1.02232954;PUTUMAYO;25.629221
-76.45593555;8.536433402;ANTIOQUIA;30.291567
-75.51284899;7.29956292;ANTIOQUIA;34.014753
-75.69426521;8.802172822;CORDOBA;24.8061
-74.34708066;8.74589667;BOLIVAR;28.844606
-74.00839532;3.53839458;META;35.32303
-74.73309575;10.71116096;ATLANTICO;24.539875
-76.73754268;2.246837926;CAUCA;29.056234
-74.03388668;9.455517176;CESAR;32.594828
-76.12546762;7.045461012;ANTIOQUIA;42.915184
-73.48172918;6.131484605;SANTANDER;31.428007
-75.82581085;6.984665438;ANTIOQUIA;33.776892
-75.45103737;5.429338524;CALDAS;34.609827
-75.09824653;3.636934183;TOLIMA;31.75427
-74.56920133;4.652219782;CUNDINAMARCA;27.032946
-74.60830072;6.075753764;ANTIOQUIA;36.016928
-77.37243844;1.981639867;NARINIO;29.806494
-73.29379302;10.31061467;CESAR;32.206568
-73.50506304;7.984672926;CESAR;31.633345
-75.08245014;5.596081946;CALDAS;29.791582
-74.30486962;4.371813599;CUNDINAMARCA;24.129316
-75.16540041;10.2013405;ATLANTICO;28.658224
-75.27868725;3.784260535;TOLIMA;27.090899
-70.92985821;-0.397628956;AMAZONAS;35.1146
-72.59383155;11.43356807;LA GUAJIRA;24.281351
-75.21673469;8.024147922;CORDOBA;31.805845
-74.08738584;6.61436845;SANTANDER;32.171816
-73.91898853;10.23454534;CESAR;34.70014
-75.37735795;2.518863722;HUILA;37.677958
-75.22564078;3.942108728;TOLIMA;26.197287
-73.56628838;8.148389487;CESAR;25.612448
-76.66718185;2.202469543;CAUCA;36.923101
-72.90306559;5.624631223;BOYACA;35.753305
-74.85490446;8.067024169;ANTIOQUIA;31.585283
-73.82812403;7.972744464;BOLIVAR;33.720213
-75.44110917;9.839432853;SUCRE;34.632494
-75.51723355;2.752872826;HUILA;38.419931
-75.63921525;2.692377813;HUILA;35.644163
-75.65710565;9.090607106;CORDOBA;28.463472
-74.83033516;10.96477427;ATLANTICO;29.076067
-74.06257946;11.13684248;MAGDALENA;34.733473
-74.32394002;3.898320258;BOGOTA D. C.;35.410257
-71.89784785;3.321744373;META;31.532495
-73.89888326;11.23199573;MAGDALENA;35.099745
-75.62843505;8.624676711;CORDOBA;32.131018
-74.29785408;2.176207803;META;33.245901
-72.00161792;5.971797432;CASANARE;34.368029
-73.55858804;7.969088758;CESAR;28.728205
-76.04284684;8.610122519;CORDOBA;35.024675
-73.40859249;5.659112826;BOYACA;40.930296
-76.78781698;2.425516437;CAUCA;32.623419
-76.29659237;8.565787007;ANTIOQUIA;33.252207
-73.75054214;8.45589177;CESAR;31.484545
-73.1913327;7.443018381;SANTANDER;36.27217
-74.398039;3.805268171;BOGOTA D. C.;32.914942
-76.8978828;7.592037818;CHOCO;32.712774
-73.30752194;10.6961189;CESAR;38.398636
-73.58266943;8.684341155;CESAR;35.122477
-74.63132308;9.205413547;BOLIVAR;31.889706
-72.35998354;5.234970127;CASANARE;26.20403
-73.67078519;10.05075191;CESAR;37.664984
-75.64115955;6.961313667;ANTIOQUIA;28.455313
-72.79361802;11.64290852;LA GUAJIRA;23.645252
-73.22624519;6.719615852;SANTANDER;28.663542
-74.66914844;10.82494111;MAGDALENA;31.979002
-75.07381263;4.888118711;TOLIMA;34.153063
-70.99907248;-0.053532714;AMAZONAS;37.67447
-72.43064951;7.379885964;NORTE DE SANTANDER;28.169657
-76.458333;2.338673656;CAUCA;33.609629
-73.85036456;8.236158297;BOLIVAR;31.267637
-74.01799177;10.55213368;MAGDALENA;35.558302
-74.37881854;10.49856294;MAGDALENA;26.50178
-72.91860302;2.3781611;GUAVIARE;31.630713
-74.99524478;1.659101715;CAQUETA;32.234552
-71.85975357;5.994765902;CASANARE;29.488104
-74.22779912;6.833169173;ANTIOQUIA;31.395609
-72.58917925;8.185996574;NORTE DE SANTANDER;31.123213
-74.98362769;8.637586904;SUCRE;25.291674
-72.6637283;7.312724518;NORTE DE SANTANDER;33.465384
-72.03706805;1.542181646;GUAVIARE;36.011574
-76.42105051;3.380894101;VALLE DEL CAUCA;37.311598
-72.8438815;8.96842938;NORTE DE SANTANDER;36.15024
-75.48201327;8.762149351;CORDOBA;27.60187
-74.00304606;8.999775982;BOLIVAR;30.09873
-73.91951575;8.582425637;BOLIVAR;33.924452
-73.07981037;4.718225254;BOYACA;32.762377
-76.21352283;3.197733813;CAUCA;38.633047
-70.31446239;-3.810064432;AMAZONAS;38.27682
-77.31439414;4.350083243;CHOCO;28.359896
-76.41528226;2.273692233;CAUCA;42.309563
-74.23497474;9.379847602;MAGDALENA;31.187052
-76.33392814;8.682664498;ANTIOQUIA;29.873983
-75.74568911;4.816205991;RISARALDA;29.080862
-76.036392;4.359438959;VALLE DEL CAUCA;29.694445
-74.09114171;6.293235433;SANTANDER;31.480234
-75.51800756;2.159193845;HUILA;39.386955
-74.81350934;5.883085339;ANTIOQUIA;33.813684
-74.84589427;4.557980909;TOLIMA;26.97132
-78.14944105;2.6607776;NARINIO;26.612673
-76.64266842;0.931980944;PUTUMAYO;29.91582
-74.48134352;3.979048864;CUNDINAMARCA;40.448128
-77.32618746;5.181789662;CHOCO;25.93228
-74.79068632;9.950947077;BOLIVAR;26.656782
-73.85287674;6.291113296;SANTANDER;29.86468
-75.9743129;5.018802891;RISARALDA;32.691122
-70.2789271;6.367793157;ARAUCA;31.613657
-76.71389762;2.679529072;CAUCA;37.804403
-75.83636031;9.331693091;CORDOBA;33.150415
-75.5487267;8.604689214;CORDOBA;27.85156
-74.80080077;5.984995539;ANTIOQUIA;40.618238
-75.08723846;10.25171212;ATLANTICO;29.80918
-76.70706652;6.355110106;CHOCO;30.278412
-76.98203006;2.344247496;CAUCA;36.523077
-75.78887462;5.266252514;CALDAS;37.131319
-73.29209602;10.95029323;CESAR;23.02327
-73.45481662;3.263182128;META;33.724844
-76.13308858;8.02351699;CORDOBA;28.693972
-73.92285701;5.059733165;CUNDINAMARCA;35.67202
-71.42658512;4.99333632;CASANARE;30.049826
-75.06742218;4.486458425;TOLIMA;36.613855
-74.16149678;10.60137605;MAGDALENA;28.984331
-74.40645438;6.463302144;ANTIOQUIA;36.403849
-73.85141648;5.946168074;SANTANDER;36.950365
-74.85032573;5.029103305;TOLIMA;33.7592
-72.60651021;8.060288258;NORTE DE SANTANDER;29.478868
-73.4479769;5.690540671;BOYACA;33.081732
-73.1487586;5.200645052;BOYACA;39.79699
-75.48523478;5.700707555;ANTIOQUIA;33.11529
-74.07002589;9.096101784;BOLIVAR;29.077246
-76.89326773;5.837219566;CHOCO;33.02059
-75.19523867;5.017870178;TOLIMA;34.482748
-76.5943975;5.403661887;CHOCO;34.651701
-72.9905816;6.536166539;SANTANDER;27.262732
-72.76616546;-1.909660345;AMAZONAS;42.21064
-75.00876876;0.968491186;CAQUETA;32.861208
-73.07099914;11.04193473;LA GUAJIRA;30.9386
-74.7356037;8.126711531;ANTIOQUIA;27.99145
-75.9124797;2.058154472;HUILA;29.148031
-77.41906933;1.606430344;NARINIO;32.109911
-75.41990462;8.368201314;CORDOBA;26.008753
-74.05143075;4.789549601;BOGOTA D. C.;36.134026
-73.4465021;10.21229058;CESAR;33.648916
-73.23655243;10.27049298;CESAR;31.206453
-76.03006459;2.179649867;HUILA;35.369314
-73.39352411;4.955431329;BOYACA;33.471437
-76.176599;6.901142869;ANTIOQUIA;33.233057
-77.23871221;2.399080746;CAUCA;30.560408
-78.75564305;1.62463734;NARINIO;29.677732
-72.85875127;6.351829232;SANTANDER;33.34223
-75.91218227;7.019807449;ANTIOQUIA;34.418932
-75.1092977;9.963249695;BOLIVAR;27.48133
-75.56332071;1.710485223;CAQUETA;32.942041
-77.34152933;3.11687891;VALLE DEL CAUCA;22.764881
-72.79845228;11.36359039;LA GUAJIRA;25.649963
-72.99163283;11.44854962;LA GUAJIRA;24.527962
-74.69818819;4.051814389;TOLIMA;37.09469
-74.84858971;2.681222561;CAQUETA;35.326096
-75.14309754;1.725037795;CAQUETA;35.241987
-73.96176815;6.41579361;SANTANDER;31.0977
-72.96841627;10.97409186;LA GUAJIRA;33.400808
-75.91909173;5.648971182;ANTIOQUIA;38.360563
-73.11892952;7.062334755;SANTANDER;36.015974
-72.71342856;6.187077077;BOYACA;35.070673
-77.37136126;2.774572444;CAUCA;34.370947
-75.29096921;6.559676107;ANTIOQUIA;33.743242
-74.49714401;4.221204391;CUNDINAMARCA;42.746727
-76.54073492;0.303269584;PUTUMAYO;32.186735
-75.4876324;5.728119883;ANTIOQUIA;38.526613
-73.49838707;7.125627678;SANTANDER;35.007326
-73.71189704;10.58257956;CESAR;33.572802
-75.04230467;10.37875408;ATLANTICO;31.493235
-76.93354391;1.160856533;PUTUMAYO;45.80021
-76.57735857;3.019474411;CAUCA;34.781023
-73.4526684;11.09838426;LA GUAJIRA;31.745478
-73.38958507;10.79540988;CESAR;36.53343
-74.56811295;10.66910137;MAGDALENA;30.705755
-74.74766009;9.680136149;MAGDALENA;28.016428
-70.32894264;-3.345697604;AMAZONAS;42.02375
-70.90468281;-0.331943163;AMAZONAS;36.738197
-73.98788477;8.41711423;BOLIVAR;30.558287
-75.97357005;4.248924681;VALLE DEL CAUCA;31.283625
-73.30600904;8.594178978;NORTE DE SANTANDER;39.492287
-76.32052471;1.877429555;HUILA;38.735
-73.8166598;7.736656992;BOLIVAR;24.076591
-72.72761102;7.291578122;NORTE DE SANTANDER;30.428946
-73.67979797;3.788468856;META;33.422022
-72.7410058;6.572494355;BOYACA;32.224615
-69.56130067;-1.445534966;AMAZONAS;41.47603
-75.21377974;7.939258742;ANTIOQUIA;30.000795
-74.10760637;4.63122904;BOGOTA D. C.;44.588463
-76.4131081;4.925587874;CHOCO;37.604986
-77.40595802;1.638418808;NARINIO;40.884356
-77.42330352;1.178498884;NARINIO;36.64454
-73.24935539;7.491818895;SANTANDER;28.611094
-74.55712947;0.668995649;CAQUETA;32.979185
-74.04197201;11.01526196;MAGDALENA;36.92032
-73.38488284;7.625762444;NORTE DE SANTANDER;25.428595
-73.3569395;11.03487264;LA GUAJIRA;31.252455
-74.46106654;4.313608637;CUNDINAMARCA;34.793814
-74.37082804;4.458089486;CUNDINAMARCA;35.51077
-73.30592931;4.843449922;BOYACA;28.472803
-75.65248066;5.531577614;ANTIOQUIA;33.194197
-73.02856833;5.886953316;BOYACA;36.999422
-73.63468909;2.949174433;META;34.844336
-74.78776804;8.856949402;SUCRE;31.359877
-74.3689221;3.839488439;BOGOTA D. C.;32.098215
-72.21404621;5.506813567;CASANARE;29.813875
-73.15759486;7.393507467;SANTANDER;37.46729
-77.65169541;1.372644222;NARINIO;40.528936
-73.78575422;10.25267297;CESAR;33.382505
-72.42535732;4.832202558;CASANARE;29.283339
-76.11487498;6.876221788;ANTIOQUIA;37.479994
-74.02098811;2.192105806;META;35.12596
-74.82022764;9.086117221;SUCRE;29.879274
-75.75268835;1.008137073;CAQUETA;35.027193
-71.94976778;5.763367854;CASANARE;27.540457
-75.47662452;3.923726514;TOLIMA;33.17095
-75.42885385;9.37114638;SUCRE;29.105947
-74.11352811;10.11723393;MAGDALENA;35.175825
-73.84844024;10.95124033;CESAR;37.513727
-75.2403981;5.225053654;CALDAS;34.26906
-74.62298248;3.832995903;TOLIMA;36.163185
-75.66150996;0.938282679;CAQUETA;26.875072
-75.36632935;7.328534484;ANTIOQUIA;32.67671
-77.84557766;2.68855586;CAUCA;24.921057
-73.25936439;10.03826512;CESAR;31.346922
-75.4784672;1.858501246;CAQUETA;33.6993
-76.63854943;0.572708216;PUTUMAYO;30.470499
-74.70647192;1.760747435;CAQUETA;32.09017
-72.29809309;11.34957409;LA GUAJIRA;23.924438
-77.11920544;4.165614592;CHOCO;30.449205
-76.19417371;4.397331175;VALLE DEL CAUCA;31.552347
-70.32956454;-3.622786548;AMAZONAS;37.867447
-71.54168805;6.72008423;ARAUCA;35.130655
-74.7891916;2.563330505;CAQUETA;36.442366
-77.44902626;3.219520069;CAUCA;23.52567
-73.97665245;7.744709232;BOLIVAR;29.161726
-75.59514225;7.603461197;ANTIOQUIA;33.444231
-72.91457347;10.74147209;LA GUAJIRA;30.743292
-76.82141887;2.047668151;CAUCA;36.232157
-77.29567371;2.454703377;CAUCA;35.286345
-74.18923665;10.42295712;MAGDALENA;31.562956
-75.80152975;1.940890631;HUILA;32.386534
-74.60196741;4.297374621;CUNDINAMARCA;30.986216
-76.05793846;2.121078579;HUILA;37.905634
-74.42501767;10.18347792;MAGDALENA;34.281652
-73.92714338;7.470096595;BOLIVAR;30.548891
-77.4237025;1.102382739;NARINIO;33.520262
-72.16079145;11.74007729;LA GUAJIRA;26.252039
-71.44675546;4.929101249;CASANARE;31.376081
-75.55523542;5.201650086;CALDAS;28.275337
-77.10874961;1.414961348;NARINIO;36.76629
-73.59121635;4.660262918;CUNDINAMARCA;34.214735
-71.82772809;4.556928501;META;33.477304
-74.71028281;8.499105154;SUCRE;33.1295
-75.04686162;0.440875548;CAQUETA;32.42716
-76.23347443;3.817302514;VALLE DEL CAUCA;31.795324
-77.51679723;1.275402728;NARINIO;33.432673
-73.88641192;5.047338289;CUNDINAMARCA;36.818176
-73.24206757;6.216900294;SANTANDER;39.502615
-76.73730193;1.888618052;CAUCA;39.843683
-74.77885435;2.137178481;CAQUETA;30.390318
-72.35986457;-0.471353363;CAQUETA;35.989798
-75.48765563;3.212350578;HUILA;29.207644
-75.37726411;2.452852149;HUILA;34.19443
-74.00647549;9.524936781;CESAR;29.062807
-72.78659909;-1.757975565;AMAZONAS;40.97841
-71.81210093;1.250052266;GUAVIARE;40.877296
-73.33203859;5.881269973;SANTANDER;36.290062
-75.08090235;9.763447242;BOLIVAR;32.959242
-76.00082064;4.649878901;VALLE DEL CAUCA;29.85103
-78.22493938;2.609129814;NARINIO;30.636057
-71.9294257;1.397958848;GUAVIARE;37.181572
-75.62945559;8.341586278;CORDOBA;34.691805
-75.42954012;9.021807845;CORDOBA;23.115814
-75.31267123;2.975936192;HUILA;31.580198
-76.78639914;0.631735407;PUTUMAYO;28.25984
-73.87308039;5.270005609;CUNDINAMARCA;34.342443
-73.63387201;6.125580387;SANTANDER;28.815413
-78.68110027;1.702110449;NARINIO;27.297644
-73.28022484;8.412628726;NORTE DE SANTANDER;32.149626
-76.91873309;3.885473925;VALLE DEL CAUCA;33.618593
-74.93565656;4.666972498;TOLIMA;27.595482
-75.73713369;8.611246999;CORDOBA;25.571688
-72.51525836;6.567429172;BOYACA;27.861994
-67.83584945;4.97299178;VICHADA;32.31304
-73.97562666;8.41026028;BOLIVAR;32.676718
-77.13963269;7.774544446;CHOCO;23.208504
-72.58101037;7.735940174;NORTE DE SANTANDER;26.349428
-74.60066744;10.27690716;MAGDALENA;28.106794
-77.7469924;0.96793756;NARINIO;40.243828
-76.17606146;0.96838366;PUTUMAYO;30.408396
-76.92073246;6.639173324;CHOCO;21.354908
-74.67065449;8.474852487;SUCRE;27.017618
-69.6900602;-0.614394951;VAUPES;35.394888
-76.86173977;4.9372048;CHOCO;25.262188
-76.91452598;0.267505658;PUTUMAYO;35.050272
-76.79252195;1.965603018;CAUCA;33.008856
-74.60293637;5.81756103;ANTIOQUIA;31.821608
-76.42859474;0.516721985;PUTUMAYO;36.662851
-73.27419064;3.914200457;META;33.82894
-76.08685782;4.058763118;VALLE DEL CAUCA;36.124392
-73.25453544;-1.153372296;AMAZONAS;38.628845
-73.9451989;3.234958781;META;29.50918
-69.67810328;-0.875863268;VAUPES;35.79252
-73.62813913;10.33917045;CESAR;35.719164
-75.32146416;5.870118566;ANTIOQUIA;36.761759
-70.37490052;-3.688968899;AMAZONAS;34.823755
-75.25972998;8.688212739;SUCRE;28.589155
-76.45790631;0.577736319;PUTUMAYO;32.20054
-73.54607613;7.119692783;SANTANDER;28.911077
-73.70317394;6.47744726;SANTANDER;32.774092
-75.21065165;4.422613653;TOLIMA;35.712584
-72.22175044;11.26025769;LA GUAJIRA;21.78015
-73.29200586;-1.662609396;AMAZONAS;39.97335
-73.78251569;5.152487129;CUNDINAMARCA;31.724287
-76.96134125;6.802476338;ANTIOQUIA;27.510021
-72.65344365;5.05646337;CASANARE;32.048044
-74.21368293;10.30557579;MAGDALENA;30.304682
-76.93490519;8.17706563;CHOCO;24.276894
-72.44833253;5.77830003;BOYACA;31.945852
-75.66812148;1.026958833;CAQUETA;35.158686
-74.39220533;5.915964331;BOYACA;31.30316
-75.03535365;1.127602552;CAQUETA;32.91081
-73.97462281;7.815607028;BOLIVAR;29.74277
-72.73621707;-1.394099092;AMAZONAS;39.306725
-74.80731424;10.78789569;ATLANTICO;29.539568
-74.25373677;4.429801181;CUNDINAMARCA;32.173876
-75.6795668;8.383298728;CORDOBA;27.824903
-73.23980286;-1.345374392;AMAZONAS;37.460022
-72.97888333;4.063915415;META;32.75937
-73.38877804;5.064571854;BOYACA;39.14586
-69.95969951;5.768154528;VICHADA;37.0706
-74.28782508;10.9189603;MAGDALENA;29.448278
-69.58809753;-1.515598687;AMAZONAS;43.363075
-74.20290308;10.01550933;MAGDALENA;26.371347
-73.77321342;9.587046368;CESAR;33.389997
-74.56749843;4.161285644;TOLIMA;35.52878
-76.27225231;4.921092949;CHOCO;32.1286
-75.33999426;2.406919635;HUILA;33.231783
-69.80308343;4.394655064;VICHADA;34.449263
-76.60049026;3.304789083;VALLE DEL CAUCA;36.73242
-77.30662448;3.294176031;VALLE DEL CAUCA;24.08404
-73.22108499;10.25938983;CESAR;33.707808
-71.93445423;1.315553628;GUAVIARE;43.17537
-74.35833375;2.001072334;META;30.504126
-72.49841221;6.43902783;BOYACA;35.767496
-73.72210577;11.08533621;MAGDALENA;30.596087
-73.35557167;5.221883274;BOYACA;33.119871
-72.11541148;12.05645107;LA GUAJIRA;27.727673
-76.06263576;8.874976825;CORDOBA;28.846544
-74.8501538;4.488642225;CUNDINAMARCA;28.406395
