Longitude;Latitude;DEPART;Predicted Geothermal Gradient (C/Km)
-74.79771002;9.100049183;BOLIVAR;28.750734
-73.74207639;10.74901287;CESAR;32.153627
-73.15412064;6.629711415;SANTANDER;24.616404
-74.7375053;9.639046428;MAGDALENA;25.990309
-71.41608262;6.895197241;ARAUCA;32.701696
-73.61248246;8.442045733;CESAR;31.89483
-72.84950288;5.251344282;CASANARE;34.993685
-75.41110161;10.34769926;BOLIVAR;31.389685
-72.6382543;7.476231141;NORTE DE SANTANDER;33.022894
-72.33969368;11.30362091;LA GUAJIRA;21.547293
-72.7013805;-1.867392791;AMAZONAS;39.99517
-73.09766881;7.009615995;SANTANDER;40.12628
-74.15906624;10.57913169;MAGDALENA;31.534233
-75.23151226;8.822717882;SUCRE;27.588926
-70.6104716;-3.675246068;AMAZONAS;34.103905
-74.26192236;9.012605689;BOLIVAR;29.505468
-76.96919269;6.476468341;CHOCO;30.805574
-75.85199242;2.510497545;HUILA;39.09066
-76.24769208;3.491556289;VALLE DEL CAUCA;32.293192
-76.05269771;5.094365723;RISARALDA;30.120043
-77.90992244;1.138085559;NARINIO;40.753807
-77.83725092;2.679431601;CAUCA;25.691347
-75.44765709;9.325287393;SUCRE;30.889524
-75.0806576;3.958020853;TOLIMA;29.346296
-73.70187205;5.401050287;CUNDINAMARCA;38.309748
-73.40748387;6.873013764;SANTANDER;26.726336
-72.65850326;1.954713255;GUAVIARE;31.76512
-73.80646839;6.239877079;SANTANDER;29.344187
-73.93668581;7.847650586;BOLIVAR;33.315283
-75.12725654;6.183046365;ANTIOQUIA;41.17633
-75.63469231;5.888964495;ANTIOQUIA;35.651995
-71.78281354;6.187208775;CASANARE;30.417955
-74.79660227;3.520575355;HUILA;28.00678
-72.83135035;7.911871758;NORTE DE SANTANDER;35.885588
-75.27649879;8.438700472;CORDOBA;28.47798
-74.60727639;2.365361428;META;35.73868
-74.48551284;9.883025782;MAGDALENA;28.533255
-73.05600625;6.385588456;SANTANDER;32.179605
-75.84330722;5.775656415;ANTIOQUIA;33.496119
-73.36097126;3.836444767;META;30.116152
-75.8272575;6.950517581;ANTIOQUIA;30.756304
-74.10596486;11.15701049;MAGDALENA;36.395523
-74.07789066;10.1786417;MAGDALENA;37.719095
-75.12354455;4.440429441;TOLIMA;31.70962
-75.3401497;1.374346761;CAQUETA;37.8921
-73.21342524;-1.06848608;AMAZONAS;35.377754
-76.60021319;3.550897157;VALLE DEL CAUCA;36.024567
-75.95732562;6.114790073;ANTIOQUIA;35.740746
-72.75203896;10.7478103;LA GUAJIRA;36.81162
-73.80016654;5.659554537;BOYACA;42.492775
-75.43072677;9.840502154;SUCRE;36.907053
-76.91280097;3.624188394;VALLE DEL CAUCA;30.104181
-73.87496077;10.47414096;CESAR;43.10836
-74.77306174;8.537149484;SUCRE;29.081167
-74.18772876;4.571694863;BOGOTA D. C.;39.30542
-78.55780376;1.581646232;NARINIO;23.251856
-72.62496947;11.67763421;LA GUAJIRA;23.33784
-77.32115213;3.146541607;VALLE DEL CAUCA;23.49196
-75.15043669;9.255420305;SUCRE;34.917158
-73.24367434;-1.011745396;AMAZONAS;33.762377
-75.48487777;6.804955753;ANTIOQUIA;34.50551
-75.17119333;2.837821145;HUILA;27.421019
-73.1993284;3.885599043;META;30.62673
-76.91776958;6.930306225;CHOCO;26.724297
-73.79764015;6.997761107;SANTANDER;27.256586
-74.89463278;10.60961943;ATLANTICO;25.854548
-73.05896512;10.72827879;CESAR;31.920736
-74.24047363;8.806263505;BOLIVAR;23.642056
-73.95709301;5.536189152;BOYACA;38.138681
-74.87709902;2.680093618;CAQUETA;35.351763
-76.2582424;6.454402544;ANTIOQUIA;39.03195
-73.14976371;10.41187036;CESAR;34.583158
-73.28612639;9.882216541;CESAR;34.329023
-74.50840697;8.675995842;BOLIVAR;29.325129
-76.24036346;3.355485377;VALLE DEL CAUCA;33.866568
-73.29248359;9.687855734;CESAR;39.288603
-75.71130229;1.404237515;CAQUETA;30.486963
-75.83564999;1.916943807;HUILA;31.539816
-75.09000241;4.416287906;TOLIMA;34.358984
-73.64414528;8.204595345;CESAR;28.921194
-72.70468017;2.652029544;META;36.93149
-73.95871253;5.06152204;CUNDINAMARCA;44.4692
-73.26339412;-1.371404166;AMAZONAS;42.458603
-74.65840328;3.946441532;TOLIMA;25.422888
-76.27141899;3.440342854;VALLE DEL CAUCA;28.722116
-73.28523233;-1.453281348;AMAZONAS;38.186974
-77.57746789;3.038106992;CAUCA;21.957432
-74.48792997;9.518138319;MAGDALENA;26.70892
-76.03125409;1.05662787;CAQUETA;30.853022
-75.22745753;10.26147102;ATLANTICO;29.072058
-74.32040231;5.861749717;BOYACA;29.878057
-74.43350852;5.17436307;CUNDINAMARCA;34.23411
-77.28213375;3.481508996;VALLE DEL CAUCA;26.211678
-74.74258843;1.797625272;CAQUETA;33.907663
-76.14151075;3.266336531;VALLE DEL CAUCA;36.873787
-74.63966731;9.379817593;BOLIVAR;26.741896
-73.51735978;10.58917159;CESAR;44.753433
-75.61808529;4.715082683;RISARALDA;38.521852
-75.01272097;4.63284084;TOLIMA;32.346891
-73.49331738;4.79624572;CUNDINAMARCA;39.825922
-74.44634665;4.09287675;CUNDINAMARCA;41.171234
-75.8910117;8.696277706;CORDOBA;30.770414
-76.93295656;7.106200391;CHOCO;26.059805
-73.99305317;6.170443004;SANTANDER;34.135977
-72.61093362;5.202888485;CASANARE;30.57047
-72.86903365;5.262870231;CASANARE;33.815905
-73.8102059;4.204825464;CUNDINAMARCA;33.557074
-74.0811298;10.39456426;MAGDALENA;29.106401
-77.10463262;1.369618322;NARINIO;40.95936
-72.91367005;5.676339082;BOYACA;36.070341
-72.73879762;11.29914281;LA GUAJIRA;27.772785
-77.16880367;1.540712488;NARINIO;37.30152
-73.24054805;10.50879506;CESAR;40.173834
-71.70072141;11.92358883;LA GUAJIRA;34.073668
-76.12778144;1.771151639;HUILA;34.306425
-71.48159481;5.607628538;CASANARE;33.91368
-72.47105466;7.992706514;NORTE DE SANTANDER;29.037603
-74.83023947;3.994448784;TOLIMA;28.282282
-77.29103356;1.429149039;NARINIO;35.96261
-72.98651844;5.779011886;BOYACA;35.724764
-73.78538821;10.18189428;CESAR;39.540247
-76.09334072;4.59633417;VALLE DEL CAUCA;30.310877
-73.62271163;4.495482376;META;30.304049
-78.48201119;2.284559872;NARINIO;31.55095
-74.80441066;5.06624816;TOLIMA;33.496859
-72.57256893;11.05352638;LA GUAJIRA;24.02275
-72.88795336;2.520987794;GUAVIARE;33.327291
-72.89398795;7.17300436;SANTANDER;32.205214
-74.11535607;9.230082676;MAGDALENA;28.65172
-75.36496752;3.980813135;TOLIMA;35.92182
-73.23271356;-1.473278406;AMAZONAS;40.941343
-76.50751407;2.994840927;CAUCA;29.846243
-72.79013411;6.531836625;BOYACA;32.888391
-76.57072913;3.14270979;VALLE DEL CAUCA;30.480341
-75.08646417;3.82447652;TOLIMA;31.489584
-73.56440827;4.06609252;META;33.59329
-73.7217921;8.939032398;CESAR;28.50149
-74.66064529;1.912759611;CAQUETA;28.27217
-73.63129937;3.39230466;META;31.847113
-76.25364373;4.144558848;VALLE DEL CAUCA;29.588717
-73.57426416;7.702455223;CESAR;25.897856
-72.88259979;6.093685146;BOYACA;30.622946
-74.48700321;6.536986164;SANTANDER;34.55853
-72.95401107;5.377796665;BOYACA;29.15518
-75.50850929;8.657555828;CORDOBA;26.797243
-76.39736081;4.484829883;VALLE DEL CAUCA;29.714655
-74.13573659;5.177578543;CUNDINAMARCA;30.923506
-76.9035804;2.187364725;CAUCA;24.520124
-72.13246127;5.870464477;CASANARE;27.382914
-76.30352226;0.928095055;PUTUMAYO;32.486979
-75.34398645;7.591164178;ANTIOQUIA;32.271944
-72.96768374;2.333671119;GUAVIARE;32.710806
-74.75517967;10.36037126;ATLANTICO;33.350527
-73.54704529;5.877993353;BOYACA;31.022436
-75.01230834;9.235540205;SUCRE;30.205488
-75.07099921;8.446080232;CORDOBA;31.40173
-73.88302195;7.149292448;SANTANDER;26.490015
-75.91940151;5.073574849;RISARALDA;33.56032
-74.98218583;8.529568709;SUCRE;32.19332
-77.09603037;1.53822553;NARINIO;37.934334
-73.83816132;7.572173713;BOLIVAR;32.640314
-74.08959929;7.478471875;BOLIVAR;38.027906
-76.70603434;5.855153538;CHOCO;31.840475
-76.83581263;6.947297106;ANTIOQUIA;28.124529
-76.54713222;4.998706174;CHOCO;30.028833
-77.11116573;2.196604547;CAUCA;33.126707
-73.23222315;6.221494893;SANTANDER;34.50714
-76.83411518;5.521505011;CHOCO;27.775293
-76.29793387;1.954870652;HUILA;25.835749
-73.59586356;5.219216819;CUNDINAMARCA;40.302553
-76.89245898;1.874009153;CAUCA;38.537527
-73.53716641;4.000956686;META;34.799341
-73.15915121;10.34835582;CESAR;30.026674
-74.66063816;10.1667434;MAGDALENA;30.49566
-74.72711056;8.991515711;SUCRE;34.470232
-75.7915179;7.882060024;CORDOBA;32.930285
-77.35223077;1.304877508;NARINIO;39.036415
-73.93356872;4.892363612;CUNDINAMARCA;38.600685
-74.55321483;10.80949078;MAGDALENA;30.064205
-76.72737221;6.976390345;CHOCO;31.26615
-72.85624031;3.173961588;META;35.641512
-74.86753944;10.78944269;ATLANTICO;27.683252
-75.39783352;6.001769667;ANTIOQUIA;42.534615
-74.12216983;8.020901353;BOLIVAR;36.21528
-72.74482034;7.847553814;NORTE DE SANTANDER;36.298033
-72.79896992;11.40950444;LA GUAJIRA;26.956942
-75.95217661;4.554165388;VALLE DEL CAUCA;31.962427
-73.14826483;6.311407186;SANTANDER;38.350893
-70.63713333;-3.82219563;AMAZONAS;41.508614
-77.37101644;3.227723891;VALLE DEL CAUCA;24.714006
-74.90413169;9.489179427;BOLIVAR;36.174208
-73.52301275;6.14112871;SANTANDER;34.13983
-76.26876839;4.975098454;CHOCO;34.318933
-73.75271052;8.072915731;CESAR;26.81134
-73.25101798;7.168280792;SANTANDER;31.506159
-76.37213525;3.887332587;VALLE DEL CAUCA;35.74212
-72.97013751;10.67264105;LA GUAJIRA;31.901041
-75.93933972;8.493221311;CORDOBA;27.185083
-74.02047195;8.604678041;BOLIVAR;29.428083
-74.20480887;2.351736948;META;31.344542
-75.68114958;9.165689472;CORDOBA;27.990168
-73.8084512;3.722597867;META;36.128595
-76.07310887;9.116042844;CORDOBA;30.761488
-74.78266372;7.627007396;ANTIOQUIA;33.152903
-70.19616705;-3.460801761;AMAZONAS;40.34394
-76.7371418;7.918437864;ANTIOQUIA;31.56569
-78.06213027;1.99625434;NARINIO;31.43149
-75.8918569;4.782501577;RISARALDA;27.022512
-73.10695101;10.26601572;CESAR;31.219553
-75.42910368;8.24371402;CORDOBA;31.885015
-76.84042892;0.432137721;PUTUMAYO;30.455462
-76.71708092;5.441533147;CHOCO;30.76512
-75.6253799;2.684738928;HUILA;28.237108
-75.52802033;7.852038338;CORDOBA;30.715593
-73.7943698;8.099059635;CESAR;32.007093
-76.49148406;3.64967518;VALLE DEL CAUCA;34.203527
-74.90891488;9.053962306;SUCRE;26.62875
-73.17877713;7.545655759;SANTANDER;37.88608
-75.0960863;10.09396537;ATLANTICO;27.369574
-75.44766508;9.387538065;SUCRE;36.463743
-69.93449963;5.719442521;VICHADA;34.515074
-77.22463593;1.622221115;NARINIO;42.40899
-77.56559221;3.024994155;CAUCA;28.599533
-74.57365226;8.03328595;BOLIVAR;34.779905
-70.46988409;-3.492923917;AMAZONAS;36.056595
-76.78512899;5.699651426;CHOCO;28.499407
-72.99889959;11.09487364;LA GUAJIRA;28.005491
-78.82020827;1.625304269;NARINIO;28.962124
-71.98685677;12.22760852;LA GUAJIRA;26.88046
-74.63910629;1.960422148;CAQUETA;32.827501
-75.58993389;1.166469499;CAQUETA;38.036474
-76.1634517;1.931959885;HUILA;26.990149
-73.31708089;11.18798351;LA GUAJIRA;27.640055
-74.07038715;11.00844067;MAGDALENA;34.566084
-76.94098241;0.329031087;PUTUMAYO;28.58402
-77.68975031;2.469359193;CAUCA;23.283342
-76.52048766;2.551823404;CAUCA;32.342001
-75.83682682;2.080200003;HUILA;33.31835
-72.57762704;8.130419927;NORTE DE SANTANDER;23.367144
-73.22936522;7.302119338;SANTANDER;39.180906
-74.61476514;9.353296294;BOLIVAR;23.594639
-73.66111779;5.087000163;CUNDINAMARCA;33.71972
-74.23796238;10.28351332;MAGDALENA;33.158075
-77.08879427;0.473320684;PUTUMAYO;29.764872
-75.21116492;4.047038522;TOLIMA;33.481768
-75.57641;5.050121864;CALDAS;28.691216
-77.08352736;7.81789479;CHOCO;28.504704
-77.19987078;1.555030053;NARINIO;31.222433
-75.65455706;1.756774142;CAQUETA;30.107653
-74.73188908;5.300939327;CALDAS;34.161879
-75.20578309;0.98911544;CAQUETA;36.701685
-73.03720301;7.379924615;SANTANDER;33.39839
-73.80861329;5.098204544;CUNDINAMARCA;32.936697
-76.85879132;1.14543736;PUTUMAYO;32.727774
-76.02600154;5.244477619;RISARALDA;36.287666
-76.8365831;0.391577331;PUTUMAYO;31.101736
-76.04824519;5.713405908;ANTIOQUIA;32.05258
-77.97638994;1.188659555;NARINIO;35.869932
-74.33874459;5.717778637;CUNDINAMARCA;31.679026
-73.86474778;7.334769892;SANTANDER;30.181726
-73.62751748;8.296515035;CESAR;33.53245
-72.70427478;-1.047907096;AMAZONAS;37.826714
-75.71903764;2.431512615;HUILA;30.753736
-69.22293335;0.666139774;VAUPES;39.16221
-75.6242403;6.38581318;ANTIOQUIA;37.45791
-75.95656204;4.644161785;VALLE DEL CAUCA;33.41334
-74.07723159;8.561631025;BOLIVAR;29.543016
-75.35405316;10.1002157;BOLIVAR;34.28827
-75.5110765;1.111915175;CAQUETA;33.56304
-76.66954297;2.675155756;CAUCA;34.854418
-75.60875962;8.524769407;CORDOBA;33.45822
-75.59623035;8.371336481;CORDOBA;31.671034
-76.89215297;2.192849614;CAUCA;24.149984
-75.90615114;5.605352671;ANTIOQUIA;38.017204
-75.95907162;4.585202712;VALLE DEL CAUCA;28.885431
-75.35093423;5.392204473;CALDAS;37.387003
-73.67121455;5.959805736;SANTANDER;34.43772
-70.20050748;-3.634577282;AMAZONAS;40.7846
-75.68667548;0.903472299;CAQUETA;31.458769
-74.73833688;4.168875141;TOLIMA;38.354895
-75.08848033;4.544134363;TOLIMA;28.158842
-74.54777212;9.242847461;BOLIVAR;33.03618
-75.94562559;2.234136791;HUILA;27.663908
-75.02054831;9.411026305;SUCRE;32.41015
-74.77821652;1.065694624;CAQUETA;29.79112
-71.89289337;6.803649716;ARAUCA;30.416569
-75.09552807;4.509347576;TOLIMA;35.74499
-72.65621408;7.475012891;NORTE DE SANTANDER;29.14377
-75.41411876;9.61105792;SUCRE;35.136427
-75.67687747;3.364273617;TOLIMA;27.19517
-72.88282286;8.139462996;NORTE DE SANTANDER;35.127014
-75.65680851;3.584680594;TOLIMA;30.670649
-72.81496816;6.457784806;SANTANDER;41.660385
-76.9977594;0.429361562;PUTUMAYO;28.433485
-74.79523364;1.047321275;CAQUETA;34.372839
-74.64859358;5.820337031;ANTIOQUIA;30.514885
-73.77966379;2.895897364;META;36.012018
-73.82262511;11.05440411;MAGDALENA;28.181437
-77.0051655;2.28126153;CAUCA;31.446756
-72.90166303;2.339480956;GUAVIARE;38.284727
-74.17546865;5.47946029;BOYACA;29.091013
-75.26064596;7.617036303;ANTIOQUIA;24.96953
-73.2351201;5.575364224;BOYACA;39.17672
-73.6012203;6.608614078;SANTANDER;28.556711
-74.87816622;7.569968539;ANTIOQUIA;23.892126
-72.30378508;5.48379031;CASANARE;28.556929
-73.39150786;10.93502618;CESAR;32.476053
-78.04901931;2.617013661;NARINIO;22.251478
-75.2416925;10.16758012;ATLANTICO;26.700098
-77.11078665;3.611868321;VALLE DEL CAUCA;31.34279
-71.24617754;6.643448297;ARAUCA;29.241495
-72.87270032;6.923829078;SANTANDER;35.435091
-75.8081044;1.118134082;CAQUETA;35.057402
-76.63060225;3.133779052;CAUCA;34.99457
-75.71571454;4.5991443;QUINDIO;32.71676
-76.45341616;0.565202588;PUTUMAYO;30.593103
-74.34179759;8.733306668;BOLIVAR;26.430197
-72.95770526;10.70039502;LA GUAJIRA;25.990252
-74.38427462;4.597164682;CUNDINAMARCA;34.633795
-75.27979466;4.442833063;TOLIMA;37.009827
-76.01465755;1.893682102;HUILA;28.263327
-73.97601831;11.1588415;MAGDALENA;33.686533
-77.21579654;1.051755014;NARINIO;40.505165
-74.04973625;7.921690273;BOLIVAR;32.209642
-72.10564845;2.865412647;META;31.619623
-77.14870433;4.216162382;CHOCO;24.275982
-73.92388789;4.237962343;CUNDINAMARCA;30.34971
-73.73923636;9.391831263;CESAR;27.947523
-75.62339137;1.094725341;CAQUETA;31.550436
-75.49490723;6.058086915;ANTIOQUIA;36.6421
-73.49180904;10.05727263;CESAR;34.907946
-75.47957787;9.478609338;SUCRE;31.733694
-74.49005359;5.827066093;BOYACA;27.275053
-76.96144742;0.681631886;PUTUMAYO;29.744484
-74.51509571;3.86001286;TOLIMA;39.89753
-75.19114991;4.148408593;TOLIMA;31.769526
-74.75632653;9.24978374;BOLIVAR;24.501345
-70.50170301;-3.542417163;AMAZONAS;37.390457
-76.67334595;2.310349359;CAUCA;30.235949
-75.58993213;8.907358038;CORDOBA;27.58523
-73.81081392;5.171269357;CUNDINAMARCA;34.047346
-73.3544481;4.882018584;BOYACA;38.726217
-75.74050301;9.342163771;CORDOBA;33.692984
-75.55261731;7.287221774;ANTIOQUIA;28.10153
-72.52384644;11.56420234;LA GUAJIRA;25.75
-74.87201324;4.440217275;CUNDINAMARCA;31.35392
-73.16119309;7.220755029;SANTANDER;30.021334
-77.58681857;1.006785177;NARINIO;41.46009
-74.88521587;10.18684689;ATLANTICO;24.229939
-73.44082966;4.340092848;CUNDINAMARCA;31.499006
-74.91458339;6.465448125;ANTIOQUIA;28.8816
-75.31835416;1.062603815;CAQUETA;30.14467
-76.87809722;2.480495687;CAUCA;38.490417
-75.3330676;6.578046334;ANTIOQUIA;37.533075
-75.42380806;3.180703445;HUILA;33.043325
-76.36106855;0.451266409;PUTUMAYO;31.338945
-78.1194088;2.477746144;NARINIO;23.871315
-74.29736362;4.514525281;CUNDINAMARCA;36.721529
-74.37877458;4.318727851;CUNDINAMARCA;30.39987
-75.58565577;8.526502592;CORDOBA;28.8511
-76.79695322;2.600656423;CAUCA;36.432886
-73.79066013;6.532479599;SANTANDER;33.121641
-74.57652875;4.592020234;CUNDINAMARCA;29.747053
-73.25910273;9.943822332;CESAR;36.764189
-72.59051244;8.164073842;NORTE DE SANTANDER;27.390654
-73.25054135;9.972999604;CESAR;33.655996
-76.15877552;2.087018552;HUILA;30.977365
-74.98200983;9.808260847;BOLIVAR;34.529902
-73.73596387;5.766019629;BOYACA;42.111282
-72.44962034;7.837661058;NORTE DE SANTANDER;33.163023
-73.9142929;10.34946523;CESAR;29.354567
-75.13971524;1.028286667;CAQUETA;32.929674
-73.72631039;8.247262047;BOLIVAR;31.759596
-76.64813392;6.119490552;CHOCO;29.206919
-75.90056837;5.033426249;RISARALDA;29.486868
-70.10848105;-3.951600216;AMAZONAS;42.576035
-76.47758913;8.655156917;ANTIOQUIA;24.693846
-72.16179219;11.86380612;LA GUAJIRA;32.836592
-76.64711868;7.661416957;ANTIOQUIA;28.871483
-75.00915822;10.65945342;ATLANTICO;29.671337
-71.70807329;6.11740476;CASANARE;27.833876
-73.18738527;6.906667017;SANTANDER;28.254774
-74.96488347;9.488130545;BOLIVAR;25.390137
-73.73107153;7.373660945;SANTANDER;29.475863
-74.99891394;9.982545911;BOLIVAR;30.139933
-73.11533046;10.23793356;CESAR;35.224974
-75.84793086;4.100653328;VALLE DEL CAUCA;38.82242
-75.59877824;6.135767663;ANTIOQUIA;38.569176
-75.06128909;10.74751537;ATLANTICO;30.079302
-77.04226401;8.142422324;CHOCO;26.77907
-75.73994454;5.748817762;ANTIOQUIA;37.858046
-72.63979607;5.31892319;BOYACA;28.691778
-74.91761931;4.418911239;TOLIMA;33.591429
-74.57912483;9.297551916;BOLIVAR;28.477932
-73.91687911;8.911078778;BOLIVAR;29.292593
-77.69976015;1.510971303;NARINIO;39.360016
-72.98107058;4.897045077;CASANARE;26.156298
-73.90981832;9.976112125;MAGDALENA;33.751383
-75.10584223;8.669418275;SUCRE;36.13426
-70.4959527;5.508383316;CASANARE;28.22547
-76.06810292;8.413795002;CORDOBA;30.06497
-70.90499686;5.195023856;CASANARE;32.059366
-76.65940816;2.537351111;CAUCA;34.361906
-75.59514498;2.475893022;HUILA;31.212873
-77.0443853;7.259232749;CHOCO;35.994947
-74.40436423;8.357367053;BOLIVAR;34.237589
-72.9274682;10.61213439;LA GUAJIRA;31.231474
-75.59489246;1.004762108;CAQUETA;37.817163
-74.19636822;5.656283584;BOYACA;35.501066
-74.77194819;9.613047563;MAGDALENA;32.288343
-74.55721157;5.766984082;CUNDINAMARCA;29.028227
-74.7453168;9.925677076;BOLIVAR;25.476198
-76.30423638;8.414416281;ANTIOQUIA;32.514463
-77.58351916;1.050978057;NARINIO;39.187256
-74.15377528;7.671012423;BOLIVAR;27.82266
-73.35871263;8.494994045;CESAR;35.144796
-73.70807385;3.629584302;META;32.82934
-76.5298502;7.279382892;ANTIOQUIA;24.877157
-73.65550443;10.8289024;CESAR;29.065832
-72.86301461;6.034040395;BOYACA;29.816317
-73.11209105;7.582887231;SANTANDER;33.827337
-75.41366225;8.867743145;CORDOBA;29.068842
-75.43222979;3.946740886;TOLIMA;35.863398
-73.26383861;4.377465824;CUNDINAMARCA;31.673391
-75.98239327;4.371588103;VALLE DEL CAUCA;27.958872
-74.34392287;4.964019741;CUNDINAMARCA;33.992247
-74.3342471;4.615607123;CUNDINAMARCA;29.170362
-74.41537072;4.471092001;CUNDINAMARCA;29.518053
-76.16454026;3.313516957;VALLE DEL CAUCA;40.539564
-78.12964961;1.690352298;NARINIO;33.993528
-77.38678319;8.625271035;CHOCO;24.449656
-75.0360789;1.548573976;CAQUETA;31.22973
-73.03762071;10.58948093;CESAR;35.689192
-72.44104803;5.718937168;BOYACA;26.796038
-71.73497013;6.848442885;ARAUCA;27.414553
-74.67670648;0.876631365;CAQUETA;35.035429
-73.09669051;5.235849372;BOYACA;32.336164
-71.21583946;6.2127824;ARAUCA;29.509592
-72.55018832;7.634289684;NORTE DE SANTANDER;27.631664
-74.96450612;4.049326364;TOLIMA;28.989794
-73.8891231;4.43669939;CUNDINAMARCA;38.40103
-75.81842274;5.983733686;ANTIOQUIA;38.197123
-75.22319747;8.413336031;CORDOBA;29.685644
-74.44059476;5.071498031;CUNDINAMARCA;29.28102
-73.19041983;8.207663808;NORTE DE SANTANDER;32.104296
-75.80071834;9.0893195;CORDOBA;24.400843
-75.57999912;1.565213903;CAQUETA;28.807215
-77.31182157;1.359272956;NARINIO;39.13968
-73.03895888;4.93545622;BOYACA;25.135817
-77.65100566;1.06072979;NARINIO;36.09862
-72.46750683;5.413216277;CASANARE;24.983673
-72.04720197;4.63772311;CASANARE;32.112478
-74.97060667;6.56561592;ANTIOQUIA;27.932077
-76.96587841;2.150223704;CAUCA;28.080984
-76.80703241;3.834114527;VALLE DEL CAUCA;29.00088
-75.66667047;6.973623577;ANTIOQUIA;35.068441
-75.41758284;4.373106305;TOLIMA;35.937479
-75.37432128;10.66811849;BOLIVAR;25.966684
-73.94615328;7.952183009;BOLIVAR;35.882872
-73.2885833;-1.559142428;AMAZONAS;41.196037
-78.61373248;1.651524894;NARINIO;27.231922
-75.82758782;6.665968743;ANTIOQUIA;26.566504
-75.41986076;10.12435886;BOLIVAR;31.804564
-73.21970989;8.606674402;NORTE DE SANTANDER;27.90108
-73.06898409;5.21324667;BOYACA;39.69584
-76.26446656;8.563191933;ANTIOQUIA;30.693151
-73.05777654;5.74191506;BOYACA;35.922302
-72.73711426;2.55092724;GUAVIARE;30.4993
-73.16647782;5.081342181;BOYACA;32.939856
-76.54008765;5.388441856;CHOCO;27.852865
-71.73500508;7.050336635;ARAUCA;27.544851
-75.04317076;8.776046767;SUCRE;30.672281
-73.65689668;10.18323989;CESAR;35.776228
-76.73974975;5.020682681;CHOCO;23.01362
-74.60211908;10.13241895;MAGDALENA;29.355505
-72.52092498;11.6578955;LA GUAJIRA;22.741707
-73.98363844;7.846350249;BOLIVAR;31.603819
-75.16345391;10.66292081;ATLANTICO;25.620628
-70.96765691;-0.511696286;AMAZONAS;39.657906
-71.08966507;0.800909559;VAUPES;41.241714
-73.65756299;6.671846866;SANTANDER;34.168886
-73.64118019;3.66098657;META;31.665102
-74.35340965;10.22984779;MAGDALENA;31.74003
-74.11214552;10.89315903;MAGDALENA;40.7183
-73.25502105;5.445976487;BOYACA;28.878496
-72.30247759;5.682705518;BOYACA;29.623701
-74.7444846;5.349125806;CALDAS;23.406927
-74.96477362;10.40078318;ATLANTICO;31.87751
-75.00632349;9.195696737;SUCRE;23.096287
-75.74692185;6.602431221;ANTIOQUIA;35.70711
-75.54619331;9.21458545;CORDOBA;29.722263
-75.07609382;2.918875224;HUILA;34.031477
-74.64987334;10.35696236;MAGDALENA;27.155672
-75.3926787;10.07894022;BOLIVAR;28.886019
-74.02127792;10.88638966;MAGDALENA;34.194666
-73.82656886;3.13505365;META;31.543753
-72.94813141;4.881110104;CASANARE;25.153973
-72.38081188;4.32066476;META;34.45783
-73.66443773;6.766344558;SANTANDER;31.28235
-77.5338264;6.686957232;CHOCO;29.86907
-74.51714137;5.763475193;CUNDINAMARCA;25.787233
-78.1654562;1.64995045;NARINIO;33.31495
-74.68632213;5.881620221;ANTIOQUIA;30.071997
-76.72036048;0.59011671;PUTUMAYO;33.180632
-75.39835793;7.431386163;ANTIOQUIA;32.745317
-75.36474784;1.566480584;CAQUETA;33.162596
-76.04101287;4.835942953;VALLE DEL CAUCA;33.213148
-75.16013373;5.256642391;CALDAS;41.161232
-72.98785698;2.446138712;GUAVIARE;34.00981
-72.91178779;6.546122288;SANTANDER;34.818354
-74.53982532;10.80147346;MAGDALENA;31.396194
-75.6011494;4.520491171;QUINDIO;29.295816
-75.53158316;8.502673277;CORDOBA;29.688936
-70.98326807;-0.41075799;AMAZONAS;36.887003
-72.58286178;2.433751565;GUAVIARE;33.93067
-73.71355052;4.235146815;META;28.84337
-74.81470619;2.684589474;CAQUETA;36.149858
-70.38490675;-3.631593664;AMAZONAS;42.062782
-76.67376078;8.489694733;ANTIOQUIA;29.12269
-73.29231618;-1.55688307;AMAZONAS;40.27787
-73.58248892;8.124600918;CESAR;32.2367
-78.42512212;2.544395732;NARINIO;27.591042
-72.4888097;6.142776549;BOYACA;33.92021
-75.44387162;9.673176729;SUCRE;31.290995
-74.18812251;10.0170392;MAGDALENA;34.886847
-75.77391734;7.765537824;CORDOBA;32.62985
-74.84154329;2.670619483;CAQUETA;34.165197
-74.82049091;6.007908467;ANTIOQUIA;36.759558
-72.79899656;6.486995322;SANTANDER;40.38457
-71.54175594;6.492460565;ARAUCA;32.990206
-73.85914644;3.320581005;META;32.79407
-75.52941859;7.204084899;ANTIOQUIA;32.584291
-77.58318573;3.024756003;CAUCA;21.18526
-76.06857713;1.932672526;HUILA;29.079512
-78.59995682;2.337991933;NARINIO;24.064777
-71.7896842;6.184403812;CASANARE;34.219465
-69.65763677;-0.912592647;VAUPES;36.80448
-76.00648086;5.93554549;ANTIOQUIA;38.06835
-73.8310455;5.791646957;SANTANDER;34.501665
-75.20950138;6.855631364;ANTIOQUIA;33.075754
-72.6239451;2.339658752;GUAVIARE;33.293531
-75.84611668;9.057949687;CORDOBA;33.400667
-73.5719623;5.264398881;CUNDINAMARCA;30.338194
-73.82577363;3.208914006;META;37.89799
-72.43149262;8.316378013;NORTE DE SANTANDER;27.614323
