,Longitude,Latitude,DEPART,Predicted Geothermal Gradient (C/Km)
125,-73.743047,8.024803,CESAR,19.642563
126,-73.730281,8.019664,CESAR,19.550114
127,-73.726853,8.017928,CESAR,19.537312
128,-74.535994,9.300706,BOLÍVAR,21.575512
129,-75.623989,10.205514,BOLÍVAR,18.408209
130,-74.451917,6.195122,BOYACÁ,22.313925
131,-73.578531,7.112383,SANTANDER,18.8656
132,-74.741944,4.833444,CUNDINAMARCA,24.07692
133,-73.873467,7.127364,SANTANDER,20.5309
134,-74.384625,6.489972,SANTANDER,23.458515
135,-75.290158,9.260822,SUCRE,22.003258
136,-74.570578,4.781961,CUNDINAMARCA,21.87563
137,-72.856186,5.773514,BOYACÁ,24.385166
138,-73.403262,7.483973,SANTANDER,20.0617
139,-73.410619,7.478847,SANTANDER,20.003414
140,-73.410725,7.484622,SANTANDER,20.05216
141,-73.40935,7.475219,SANTANDER,20.000805
142,-73.410364,7.492242,SANTANDER,20.008507
143,-73.412922,7.482178,SANTANDER,19.97813
144,-73.411364,7.481753,SANTANDER,19.994085
145,-73.410792,7.487175,SANTANDER,20.039825
146,-73.40675,7.479717,SANTANDER,19.973595
147,-73.408064,7.485386,SANTANDER,20.054094
148,-73.408511,7.467947,SANTANDER,19.998524
149,-73.405792,7.477842,SANTANDER,19.997402
150,-73.4086,7.473283,SANTANDER,19.986633
151,-73.411114,7.483008,SANTANDER,19.975227
152,-73.408364,7.479039,SANTANDER,19.989826
153,-73.401178,7.480789,SANTANDER,19.997885
154,-73.408117,7.471456,SANTANDER,19.989265
155,-73.408014,7.493158,SANTANDER,19.996614
156,-73.408131,7.462414,SANTANDER,19.882637
157,-73.407292,7.482208,SANTANDER,19.99766
158,-74.556922,9.231425,BOLÍVAR,22.358665
159,-74.587758,9.21465,BOLÍVAR,22.448784
160,-74.584131,9.218033,BOLÍVAR,22.431795
161,-74.574153,9.224839,BOLÍVAR,22.337807
162,-74.562744,9.228336,BOLÍVAR,22.38162
163,-74.587808,9.203231,BOLÍVAR,22.54456
164,-74.583161,9.208278,BOLÍVAR,22.56948
165,-74.576575,9.216444,BOLÍVAR,22.469597
166,-74.592744,9.199942,BOLÍVAR,22.57804
167,-74.5678,9.220792,BOLÍVAR,22.333069
168,-74.576328,9.216822,BOLÍVAR,22.441273
169,-74.562228,9.232525,BOLÍVAR,22.381191
170,-74.545033,9.237792,BOLÍVAR,22.256184
171,-74.571933,9.211719,BOLÍVAR,22.359587
172,-74.55585,9.236211,BOLÍVAR,22.297543
173,-74.597975,9.196169,BOLÍVAR,22.577972
174,-74.567828,9.233342,BOLÍVAR,22.331749
175,-74.584356,9.210414,BOLÍVAR,22.447174
176,-74.540561,9.248233,BOLÍVAR,22.30817
177,-74.606556,9.189358,BOLÍVAR,22.560764
178,-74.567292,9.196047,BOLÍVAR,22.47971
179,-74.550572,9.238514,BOLÍVAR,22.257458
180,-74.556386,9.108661,BOLÍVAR,23.139963
181,-74.562319,9.118547,BOLÍVAR,23.105385
182,-74.536558,9.093069,BOLÍVAR,23.428408
183,-74.513619,9.080206,BOLÍVAR,23.411964
184,-74.561325,9.119539,BOLÍVAR,22.8671
185,-72.1439013,5.1048161,CASANARE,27.271923
186,-75.217383,3.961594,TOLIMA,25.772476
187,-73.769108,7.31963,SANTANDER,19.066475
188,-73.762664,7.315169,SANTANDER,19.152025
189,-74.432161,5.989097,BOYACÁ,23.159908
190,-74.592103,6.079089,ANTIOQUIA,24.718842
191,-75.277019,3.125181,HUILA,23.448746
192,-75.276194,3.122977,HUILA,23.538944
193,-75.275067,3.129172,HUILA,23.417564
194,-75.283472,3.126244,HUILA,23.61312
195,-75.276669,3.125353,HUILA,23.444305
196,-75.275417,3.129214,HUILA,23.418991
197,-75.276058,3.123103,HUILA,23.520882
198,-75.27415,3.128622,HUILA,23.405643
199,-74.487214,5.879708,BOYACÁ,24.131847
200,-74.489806,5.898353,BOYACÁ,23.831638
201,-76.826092,6.401422,ANTIOQUIA,21.789927
202,-72.7956722,4.8222444,CASANARE,26.445312
203,-72.718692,5.022789,CASANARE,24.537422
204,-72.703144,5.014167,CASANARE,24.594618
205,-72.732461,5.002844,CASANARE,24.320375
206,-72.732658,5.002922,CASANARE,24.31993
207,-74.357475,6.325933,SANTANDER,22.128502
208,-74.834078,4.5769,TOLIMA,24.645555
209,-76.702056,0.607033,PUTUMAYO,25.704035
210,-76.696272,0.611367,PUTUMAYO,25.683098
211,-73.682786,8.270956,CESAR,22.445133
212,-73.7825,6.979167,SANTANDER,21.071863
213,-73.757668,6.948211,SANTANDER,21.559387
214,-73.759683,6.949645,SANTANDER,21.542591
215,-73.757426,6.95193,SANTANDER,21.526146
216,-73.752971,6.952673,SANTANDER,21.522442
217,-74.868425,3.926611,TOLIMA,23.337349
218,-71.2607058,6.9195421,ARAUCA,24.849506
219,-73.539706,7.689506,NORTE DE SANTANDER,19.038982
220,-73.579906,7.6838,NORTE DE SANTANDER,18.647114
221,-76.478442,0.541417,PUTUMAYO,26.213413
222,-76.465408,0.541761,PUTUMAYO,26.196054
223,-75.376517,2.916828,HUILA,26.338287
224,-74.475131,6.129861,BOYACÁ,22.844707
225,-74.485183,6.15555,BOYACÁ,22.638186
226,-74.499758,6.131028,BOYACÁ,22.632832
227,-74.463317,6.080836,BOYACÁ,23.331177
228,-74.500353,6.126122,ANTIOQUIA,22.836008
229,-74.491494,6.143931,BOYACÁ,22.605034
230,-74.497447,6.134011,BOYACÁ,22.68371
231,-74.487983,6.147253,BOYACÁ,22.606392
232,-74.497831,6.127758,BOYACÁ,22.673725
233,-72.140485,4.657227,CASANARE,28.54462
234,-75.219286,4.118142,TOLIMA,26.397243
235,-71.4089417,5.6817313,CASANARE,26.197348
236,-74.445486,6.109892,BOYACÁ,22.957756
237,-75.907272,1.949431,HUILA,27.35069
238,-74.849533,11.020831,ATLÁNTICO,17.299555
239,-74.841214,11.016767,ATLÁNTICO,17.286549
240,-72.761819,8.621203,NORTE DE SANTANDER,25.67086
241,-72.768589,8.640456,NORTE DE SANTANDER,25.803404
242,-72.777269,8.647797,NORTE DE SANTANDER,25.79825
243,-72.7609,8.656889,NORTE DE SANTANDER,25.798866
244,-72.74125,8.638244,NORTE DE SANTANDER,25.748735
245,-73.746697,3.30875,META,27.237923
246,-76.5256,3.410425,VALLE DEL CAUCA,22.905916
247,-73.588894,3.780406,META,26.730656
248,-71.3981528,6.8150222,ARAUCA,24.076527
249,-71.252842,6.282883,ARAUCA,22.950994
250,-70.760883,7.064761,ARAUCA,27.574318
251,-71.139658,6.942472,ARAUCA,25.412067
252,-71.115122,6.952842,ARAUCA,25.596786
253,-71.123447,6.947244,ARAUCA,25.53229
254,-71.123383,6.944567,ARAUCA,25.532906
255,-71.126033,6.9451,ARAUCA,25.478943
256,-71.1144889,6.9568194,ARAUCA,25.594845
257,-71.110156,6.957281,ARAUCA,25.600574
258,-71.139678,6.942453,ARAUCA,25.405418
259,-71.139506,6.935478,ARAUCA,25.409048
260,-71.117656,6.957733,ARAUCA,25.5262
261,-71.13738,6.9328288,ARAUCA,25.387215
262,-71.1236381,6.9426858,ARAUCA,25.532658
263,-71.130431,6.937613,ARAUCA,25.474098
264,-71.141589,6.933103,ARAUCA,25.381577
265,-71.108317,6.957444,ARAUCA,25.603395
266,-71.130051,6.942387,ARAUCA,25.47516
267,-71.129744,6.942236,ARAUCA,25.475574
268,-71.13396,6.934104,ARAUCA,25.416513
269,-71.121693,6.940232,ARAUCA,25.53541
270,-71.132863,6.9412877,ARAUCA,25.470364
271,-71.129052,6.935635,ARAUCA,25.47561
272,-71.123483,6.942522,ARAUCA,25.536316
273,-71.117383,6.943583,ARAUCA,25.540077
274,-71.112611,6.948178,ARAUCA,25.617134
275,-73.738222,6.991556,SANTANDER,21.137005
276,-71.164968,6.927046,ARAUCA,25.274538
277,-71.170539,6.913336,ARAUCA,25.065407
278,-71.1665858,6.9197778,ARAUCA,25.14101
279,-71.17434,6.915859,ARAUCA,25.06041
280,-71.175264,6.914414,ARAUCA,25.136166
281,-71.166414,6.920653,ARAUCA,25.1413
282,-71.180717,6.911772,ARAUCA,25.128254
283,-71.178636,6.913508,ARAUCA,25.131758
284,-71.1928028,6.9066694,ARAUCA,25.10026
285,-71.065611,6.978994,ARAUCA,25.96927
286,-71.064175,6.979753,ARAUCA,25.976238
287,-71.0609194,6.9812444,ARAUCA,25.991137
288,-71.071867,6.980522,ARAUCA,25.934662
289,-71.071461,6.980522,ARAUCA,25.935667
290,-71.060531,6.970036,ARAUCA,25.824131
291,-71.072772,6.980244,ARAUCA,25.93112
292,-71.079461,6.977986,ARAUCA,25.938416
293,-71.063831,6.980497,ARAUCA,25.980692
294,-71.064369,6.980519,ARAUCA,25.979313
295,-71.062756,6.9803,ARAUCA,25.982212
296,-71.074981,6.980828,ARAUCA,25.928333
297,-71.058953,6.981986,ARAUCA,25.999405
298,-71.074075,6.980828,ARAUCA,25.930552
299,-71.057511,6.980731,ARAUCA,25.99697
300,-71.0601,6.981,ARAUCA,25.991976
301,-71.0747,6.9817,ARAUCA,25.933056
302,-71.06394,6.978784,ARAUCA,25.972458
303,-71.0726,6.9807,ARAUCA,25.93367
304,-71.075849,6.981651,ARAUCA,25.965534
305,-71.0778,6.9821,ARAUCA,25.962952
306,-71.079278,6.978169,ARAUCA,25.93994
307,-71.083903,6.976813,ARAUCA,25.869759
308,-71.075397,6.981615,ARAUCA,25.966541
309,-71.074311,6.981696,ARAUCA,25.934689
310,-71.075732,6.979227,ARAUCA,25.954357
311,-71.077637,6.982275,ARAUCA,25.965359
312,-71.062628,6.978531,ARAUCA,25.974606
313,-71.074392,6.981407,ARAUCA,25.932854
314,-71.077704,6.980204,ARAUCA,25.954214
315,-71.083958,6.976587,ARAUCA,25.868404
316,-71.064536,6.979725,ARAUCA,25.975277
317,-71.072908,6.978884,ARAUCA,25.924456
318,-71.058882,6.981741,ARAUCA,25.998898
319,-71.07175,6.980701,ARAUCA,25.935781
320,-71.08164,6.977207,ARAUCA,25.928135
321,-71.073315,6.980593,ARAUCA,25.93135
322,-71.076058,6.979191,ARAUCA,25.953457
323,-71.057723,6.980457,ARAUCA,25.995243
324,-71.058999,6.981687,ARAUCA,25.997871
325,-71.075803,6.979436,ARAUCA,25.955238
326,-71.069487,6.979942,ARAUCA,25.937675
327,-71.077234,6.980611,ARAUCA,25.95718
328,-71.068483,6.980613,ARAUCA,25.94326
329,-71.063886,6.979753,ARAUCA,25.976942
330,-71.06775,6.97835,ARAUCA,25.934566
331,-71.077478,6.978258,ARAUCA,25.945494
332,-73.925514,7.363992,BOLÍVAR,20.753696
333,-73.921478,7.3713,BOLÍVAR,20.70916
334,-73.934247,7.352703,BOLÍVAR,20.995296
335,-73.925136,7.366775,BOLÍVAR,20.738
336,-73.946189,7.355036,BOLÍVAR,20.943768
337,-73.923594,7.369125,BOLÍVAR,20.73375
338,-73.928017,7.362839,BOLÍVAR,20.768604
339,-73.930381,7.358769,BOLÍVAR,20.809242
340,-73.940511,7.437942,BOLÍVAR,19.825554
341,-73.940928,7.339675,BOLÍVAR,21.08509
342,-73.922075,7.367125,BOLÍVAR,20.750454
343,-74.336956,6.496433,SANTANDER,22.910828
344,-74.293083,6.491436,SANTANDER,22.90384
345,-74.574767,6.121672,ANTIOQUIA,24.256008
346,-71.758277,6.572916,ARAUCA,21.50226
347,-74.841111,10.865278,ATLÁNTICO,18.047562
348,-72.520518,8.407878,NORTE DE SANTANDER,25.21536
349,-73.87062,7.115507,SANTANDER,20.573807
350,-73.870639,7.115666,SANTANDER,20.570028
351,-76.999694,0.623672,PUTUMAYO,26.382587
352,-77.011106,0.600181,PUTUMAYO,26.564243
353,-76.985608,0.634592,PUTUMAYO,26.31968
354,-77.017481,0.597039,PUTUMAYO,26.793154
355,-71.5237,6.6519,ARAUCA,22.994137
356,-71.8352,4.957,CASANARE,28.416473
357,-71.8364,4.9575,CASANARE,28.404228
358,-71.8408,4.9501,CASANARE,28.393553
359,-73.911797,7.072925,ANTIOQUIA,20.942162
360,-73.910931,7.048453,ANTIOQUIA,20.894371
361,-73.913656,7.058308,ANTIOQUIA,20.947412
362,-73.906325,7.05305,ANTIOQUIA,20.92363
363,-73.917286,7.038561,ANTIOQUIA,20.820509
364,-73.924356,7.039442,ANTIOQUIA,20.843687
365,-73.925428,7.043478,ANTIOQUIA,20.958645
366,-73.923633,7.037678,ANTIOQUIA,20.842167
367,-73.900939,7.069308,ANTIOQUIA,20.897533
368,-73.921778,7.034192,ANTIOQUIA,20.83795
369,-73.919019,7.028614,ANTIOQUIA,20.768436
370,-73.9181,7.049544,ANTIOQUIA,20.957113
371,-73.906372,7.053061,ANTIOQUIA,20.923456
372,-73.915408,7.030414,ANTIOQUIA,20.73362
373,-73.919017,7.024097,ANTIOQUIA,20.7276
374,-73.926264,7.034061,ANTIOQUIA,20.82592
375,-73.923583,7.033153,ANTIOQUIA,20.78043
376,-73.925386,7.023494,ANTIOQUIA,20.730553
377,-73.927425,7.021814,ANTIOQUIA,20.73802
378,-73.935428,7.020628,ANTIOQUIA,20.80958
379,-73.926389,7.020392,ANTIOQUIA,20.734545
380,-73.923486,7.028681,ANTIOQUIA,20.779644
381,-73.931689,7.022317,ANTIOQUIA,20.751295
382,-73.928061,7.024106,ANTIOQUIA,20.738697
383,-73.931664,7.026756,ANTIOQUIA,20.78336
384,-73.925253,7.027669,ANTIOQUIA,20.7621
385,-73.929703,7.023747,ANTIOQUIA,20.744154
386,-73.926336,7.025033,ANTIOQUIA,20.76712
387,-73.930153,7.018706,ANTIOQUIA,20.748459
388,-73.933361,7.017075,ANTIOQUIA,20.804905
389,-73.935464,7.020639,ANTIOQUIA,20.807343
390,-73.920869,7.018653,ANTIOQUIA,20.737144
391,-73.904617,7.062914,ANTIOQUIA,20.899506
392,-73.910692,7.066281,ANTIOQUIA,20.92171
393,-73.907244,7.059367,ANTIOQUIA,20.91721
394,-73.919981,7.039547,ANTIOQUIA,20.828926
395,-73.925303,7.04145,ANTIOQUIA,20.819016
396,-73.900117,7.078689,ANTIOQUIA,20.90757
397,-73.911781,7.054925,ANTIOQUIA,20.944355
398,-73.908183,7.065681,ANTIOQUIA,20.911873
399,-73.910131,7.051183,ANTIOQUIA,20.942734
400,-73.9136,7.049506,ANTIOQUIA,20.903942
401,-73.917236,7.056647,ANTIOQUIA,21.017185
402,-73.91545,7.052997,ANTIOQUIA,20.96313
403,-73.926294,7.029536,ANTIOQUIA,20.76441
404,-73.898219,7.068386,ANTIOQUIA,20.873379
405,-73.917239,7.047608,ANTIOQUIA,20.954792
406,-73.913622,7.058458,ANTIOQUIA,20.947033
407,-73.931725,7.022328,ANTIOQUIA,20.751404
408,-73.911767,7.063892,ANTIOQUIA,20.92818
409,-73.920694,7.054747,ANTIOQUIA,21.035881
410,-73.899136,7.065697,ANTIOQUIA,20.84721
411,-73.919075,7.051194,ANTIOQUIA,21.033112
412,-73.911814,7.045803,ANTIOQUIA,20.900837
413,-73.933422,7.017008,ANTIOQUIA,20.808025
414,-73.915431,7.062072,ANTIOQUIA,20.94756
415,-73.92255,7.031294,ANTIOQUIA,20.775604
416,-73.922681,7.022308,ANTIOQUIA,20.738655
417,-73.928011,7.015092,ANTIOQUIA,20.649574
418,-73.929914,7.027736,ANTIOQUIA,20.775894
419,-73.906369,7.071108,ANTIOQUIA,20.91965
420,-73.924472,7.016831,ANTIOQUIA,20.749115
421,-73.920867,7.018692,ANTIOQUIA,20.735306
422,-73.920164,7.012303,ANTIOQUIA,20.644125
423,-73.919053,7.024108,ANTIOQUIA,20.726444
424,-73.900903,7.078331,ANTIOQUIA,20.91151
425,-73.929011,7.012539,ANTIOQUIA,20.657177
426,-73.917244,7.020497,ANTIOQUIA,20.723228
427,-73.899131,7.074717,ANTIOQUIA,20.865828
428,-73.928183,7.029739,ANTIOQUIA,20.76847
429,-73.917044,7.065606,ANTIOQUIA,21.003336
430,-73.913608,7.067481,ANTIOQUIA,20.957996
431,-73.920847,7.027719,ANTIOQUIA,20.77268
432,-73.918225,7.017492,ANTIOQUIA,20.727194
433,-73.918125,7.049414,ANTIOQUIA,20.95691
434,-73.908261,7.061372,ANTIOQUIA,20.91704
435,-73.938306,7.021517,ANTIOQUIA,20.818436
436,-73.911808,7.059364,ANTIOQUIA,20.936113
437,-73.918131,7.049503,ANTIOQUIA,20.955078
438,-73.908231,7.061203,ANTIOQUIA,20.91718
439,-73.910617,7.07565,ANTIOQUIA,20.962225
440,-73.919011,7.055742,ANTIOQUIA,21.02489
441,-73.906375,7.060333,ANTIOQUIA,20.910652
442,-73.926286,7.047633,ANTIOQUIA,20.95694
443,-73.919103,7.055764,ANTIOQUIA,21.025267
444,-73.913619,7.053939,ANTIOQUIA,20.952103
445,-73.938978,7.018611,ANTIOQUIA,20.824326
446,-73.910892,7.062083,ANTIOQUIA,20.927757
447,-73.905672,7.085281,ANTIOQUIA,20.930008
448,-73.941233,7.022872,ANTIOQUIA,20.826496
449,-73.906367,7.075628,ANTIOQUIA,20.94209
450,-73.910972,7.0621,ANTIOQUIA,20.928093
451,-73.912628,7.065653,ANTIOQUIA,20.930126
452,-73.897986,7.077714,ANTIOQUIA,20.885918
453,-73.919047,7.060258,ANTIOQUIA,21.018456
454,-73.924472,7.039481,ANTIOQUIA,20.842072
455,-73.909989,7.078339,ANTIOQUIA,20.95485
456,-73.912708,7.065692,ANTIOQUIA,20.930435
457,-73.900939,7.060317,ANTIOQUIA,20.886402
458,-73.928014,7.028794,ANTIOQUIA,20.768606
459,-73.936447,7.017922,ANTIOQUIA,20.816929
460,-73.908086,7.069994,ANTIOQUIA,20.9295
461,-73.902747,7.068392,ANTIOQUIA,20.906803
462,-73.9281,7.028808,ANTIOQUIA,20.770864
463,-73.902761,7.054856,ANTIOQUIA,20.903284
464,-73.908169,7.070022,ANTIOQUIA,20.930748
465,-73.906367,7.080147,ANTIOQUIA,20.934717
466,-73.9263,7.034053,ANTIOQUIA,20.823696
467,-73.906283,7.066564,ANTIOQUIA,20.901348
468,-73.901842,7.070028,ANTIOQUIA,20.900658
469,-73.900039,7.076528,ANTIOQUIA,20.911434
470,-73.898192,7.072928,ANTIOQUIA,20.866234
471,-73.902517,7.082439,ANTIOQUIA,20.91206
472,-73.906369,7.066583,ANTIOQUIA,20.901712
473,-73.927539,7.021853,ANTIOQUIA,20.737635
474,-73.896336,7.074269,ANTIOQUIA,20.855242
475,-73.903356,7.080067,ANTIOQUIA,20.921932
476,-73.907231,7.063933,ANTIOQUIA,20.910015
477,-73.9063,7.057764,ANTIOQUIA,20.916395
478,-73.927461,7.021814,ANTIOQUIA,20.737411
479,-73.89705,7.075889,ANTIOQUIA,20.88514
480,-73.903653,7.065681,ANTIOQUIA,20.891312
481,-73.916236,7.054833,ANTIOQUIA,20.963837
482,-73.909908,7.064747,ANTIOQUIA,20.918911
483,-73.922586,7.026817,ANTIOQUIA,20.779343
484,-73.919922,7.053103,ANTIOQUIA,21.028664
485,-73.931239,7.029633,ANTIOQUIA,20.781258
486,-73.913622,7.062931,ANTIOQUIA,20.940247
487,-73.917233,7.052136,ANTIOQUIA,21.0243
488,-73.939669,7.017656,ANTIOQUIA,20.818516
489,-73.931236,7.029544,ANTIOQUIA,20.779488
490,-73.913694,7.062978,ANTIOQUIA,20.9405
491,-73.922664,7.049422,ANTIOQUIA,20.972353
492,-73.908172,7.08395,ANTIOQUIA,20.944305
493,-73.918064,7.058433,ANTIOQUIA,21.018822
494,-73.91545,7.06745,ANTIOQUIA,20.968548
495,-73.909003,7.0765,ANTIOQUIA,20.954597
496,-73.909964,7.073828,ANTIOQUIA,20.933876
497,-73.915456,7.048428,ANTIOQUIA,20.912971
498,-73.910022,7.046869,ANTIOQUIA,20.892498
499,-73.904536,7.081053,ANTIOQUIA,20.924437
500,-73.901061,7.074108,ANTIOQUIA,20.894173
501,-73.909011,7.067453,ANTIOQUIA,20.93914
502,-73.904619,7.08105,ANTIOQUIA,20.924847
503,-73.925386,7.032242,ANTIOQUIA,20.759592
504,-73.900047,7.067489,ANTIOQUIA,20.898075
505,-73.909086,7.067497,ANTIOQUIA,20.939415
506,-73.935361,7.025086,ANTIOQUIA,20.840202
507,-73.905506,7.078456,ANTIOQUIA,20.93564
508,-73.928931,7.025919,ANTIOQUIA,20.774944
509,-73.905433,7.078417,ANTIOQUIA,20.935352
510,-73.926133,7.042689,ANTIOQUIA,20.958534
511,-73.907225,7.073011,ANTIOQUIA,20.921835
512,-73.920772,7.041278,ANTIOQUIA,20.828104
513,-73.927111,7.031342,ANTIOQUIA,20.766823
514,-73.927197,7.031336,ANTIOQUIA,20.7653
515,-73.907297,7.073058,ANTIOQUIA,20.922459
516,-73.932558,7.024486,ANTIOQUIA,20.750961
517,-73.932642,7.024472,ANTIOQUIA,20.75124
518,-73.928931,7.034975,ANTIOQUIA,20.832174
519,-73.917269,7.061086,ANTIOQUIA,21.009083
520,-73.899117,7.0612,ANTIOQUIA,20.860847
521,-73.899133,7.070206,ANTIOQUIA,20.873787
522,-73.934339,7.027744,ANTIOQUIA,20.83561
523,-73.908267,7.079428,ANTIOQUIA,20.945137
524,-73.916278,7.063839,ANTIOQUIA,20.949532
525,-73.905383,7.069244,ANTIOQUIA,20.9194
526,-73.906378,7.048531,ANTIOQUIA,20.874723
527,-73.915431,7.048511,ANTIOQUIA,20.91274
528,-73.901092,7.055522,ANTIOQUIA,20.897009
529,-73.925394,7.036681,ANTIOQUIA,20.820951
530,-73.930247,7.014219,ANTIOQUIA,20.660091
531,-73.91095,7.070992,ANTIOQUIA,20.942593
532,-73.927028,7.040364,ANTIOQUIA,20.823235
533,-73.909083,7.072011,ANTIOQUIA,20.932575
534,-73.907286,7.0458,ANTIOQUIA,20.8829
535,-73.900042,7.058453,ANTIOQUIA,20.885918
536,-73.913639,7.026778,ANTIOQUIA,20.730457
537,-73.916283,7.036792,ANTIOQUIA,20.78057
538,-73.928119,7.042142,ANTIOQUIA,20.965775
539,-73.92085,7.023219,ANTIOQUIA,20.731955
540,-73.920886,7.050225,ANTIOQUIA,21.040031
541,-73.930806,7.038519,ANTIOQUIA,20.836727
542,-73.920861,7.050311,ANTIOQUIA,21.03954
543,-73.919961,7.016883,ANTIOQUIA,20.733648
544,-73.923478,7.051214,ANTIOQUIA,21.048412
545,-73.932511,7.032808,ANTIOQUIA,20.781643
546,-73.919056,7.028622,ANTIOQUIA,20.766562
547,-73.929836,7.032247,ANTIOQUIA,20.774086
548,-73.911736,7.036714,ANTIOQUIA,20.767067
549,-73.929922,7.032247,ANTIOQUIA,20.772564
550,-73.925572,7.018575,ANTIOQUIA,20.732964
551,-73.929792,7.023478,ANTIOQUIA,20.742783
552,-73.921889,7.047625,ANTIOQUIA,20.969389
553,-73.928989,7.016847,ANTIOQUIA,20.750633
554,-73.932775,7.015006,ANTIOQUIA,20.671616
555,-73.934947,7.015656,ANTIOQUIA,20.713379
556,-73.91455,7.060192,ANTIOQUIA,20.948198
557,-73.912747,7.056569,ANTIOQUIA,20.944063
558,-73.914492,7.042244,ANTIOQUIA,20.912107
559,-73.903614,7.074717,ANTIOQUIA,20.901848
560,-73.917422,7.034236,ANTIOQUIA,20.820786
561,-73.901847,7.053125,ANTIOQUIA,20.902702
562,-73.914461,7.051239,ANTIOQUIA,20.960768
563,-73.919961,7.025911,ANTIOQUIA,20.772854
564,-73.922656,7.044867,ANTIOQUIA,20.973732
565,-73.919947,7.043997,ANTIOQUIA,20.96488
566,-73.915442,7.039464,ANTIOQUIA,20.776594
567,-73.919056,7.037711,ANTIOQUIA,20.824017
568,-73.933633,7.021419,ANTIOQUIA,20.812443
569,-73.902761,7.050322,ANTIOQUIA,20.913319
570,-73.926283,7.025033,ANTIOQUIA,20.766228
571,-73.935339,7.029522,ANTIOQUIA,20.838116
572,-73.926297,7.025036,ANTIOQUIA,20.763744
573,-73.913661,7.040369,ANTIOQUIA,20.771833
574,-73.919083,7.046683,ANTIOQUIA,20.960999
575,-73.924497,7.021386,ANTIOQUIA,20.74422
576,-73.911953,7.059283,ANTIOQUIA,20.938332
577,-73.909111,7.05845,ANTIOQUIA,20.926998
578,-73.904561,7.072033,ANTIOQUIA,20.909248
579,-73.936556,7.022039,ANTIOQUIA,20.811615
580,-73.918944,7.037614,ANTIOQUIA,20.825508
581,-73.902744,7.077444,ANTIOQUIA,20.923077
582,-73.924561,7.044139,ANTIOQUIA,20.98226
583,-73.925233,7.041522,ANTIOQUIA,20.81802
584,-73.9198,7.048453,ANTIOQUIA,20.962938
585,-73.918939,7.050939,ANTIOQUIA,21.030788
586,-73.906264,7.085442,ANTIOQUIA,20.932545
587,-73.901675,7.082014,ANTIOQUIA,20.910412
588,-73.911686,7.063678,ANTIOQUIA,20.929949
589,-73.912714,7.061433,ANTIOQUIA,20.938427
590,-73.909003,7.063183,ANTIOQUIA,20.918911
591,-73.920583,7.045831,ANTIOQUIA,20.967007
592,-73.929094,7.038086,ANTIOQUIA,20.834171
593,-73.917,7.056858,ANTIOQUIA,21.016195
594,-73.916094,7.059522,ANTIOQUIA,20.956293
595,-73.914258,7.055956,ANTIOQUIA,20.953104
596,-73.914219,7.064672,ANTIOQUIA,20.940342
597,-73.910728,7.066289,ANTIOQUIA,20.921862
598,-73.91815,7.026819,ANTIOQUIA,20.766697
599,-73.913383,7.067569,ANTIOQUIA,20.958447
600,-73.910089,7.069414,ANTIOQUIA,20.940311
601,-73.912389,7.070253,ANTIOQUIA,20.950111
602,-73.908447,7.065525,ANTIOQUIA,20.912973
603,-73.920247,7.057503,ANTIOQUIA,21.029148
604,-73.918169,7.053536,ANTIOQUIA,21.025621
605,-73.920906,7.054661,ANTIOQUIA,21.03603
606,-73.915306,7.052847,ANTIOQUIA,20.96273
607,-73.912625,7.074728,ANTIOQUIA,20.94408
608,-73.916306,7.050092,ANTIOQUIA,20.970798
609,-73.907422,7.077575,ANTIOQUIA,20.945265
610,-73.920033,7.039292,ANTIOQUIA,20.82798
611,-73.928322,7.033231,ANTIOQUIA,20.769123
612,-73.928047,7.042392,ANTIOQUIA,20.967047
613,-73.905225,7.074181,ANTIOQUIA,20.908978
614,-73.904639,7.076844,ANTIOQUIA,20.933048
615,-73.907367,7.068136,ANTIOQUIA,20.930435
616,-73.913811,7.058264,ANTIOQUIA,20.94799
617,-73.900808,7.078147,ANTIOQUIA,20.913
618,-73.908111,7.074942,ANTIOQUIA,20.92293
619,-73.906533,7.080256,ANTIOQUIA,20.936974
620,-73.906511,7.071278,ANTIOQUIA,20.921482
621,-73.929125,7.041486,ANTIOQUIA,20.83731
622,-73.931089,7.028225,ANTIOQUIA,20.780739
623,-73.929375,7.029189,ANTIOQUIA,20.774645
624,-73.928272,7.027272,ANTIOQUIA,20.772076
625,-73.930156,7.026381,ANTIOQUIA,20.778654
626,-73.932353,7.021042,ANTIOQUIA,20.757717
627,-73.930292,7.022131,ANTIOQUIA,20.750546
628,-73.929625,7.020072,ANTIOQUIA,20.751234
629,-73.931269,7.019231,ANTIOQUIA,20.758715
630,-73.907536,7.058594,ANTIOQUIA,20.919777
631,-73.910031,7.064236,ANTIOQUIA,20.921543
632,-73.904942,7.057658,ANTIOQUIA,20.909851
633,-73.906794,7.056833,ANTIOQUIA,20.919395
634,-73.910039,7.064228,ANTIOQUIA,20.921955
635,-73.903775,7.05665,ANTIOQUIA,20.906792
636,-73.929292,7.021656,ANTIOQUIA,20.74547
637,-73.931692,7.026783,ANTIOQUIA,20.788673
638,-73.920297,7.046897,ANTIOQUIA,20.970707
639,-73.905239,7.075678,ANTIOQUIA,20.939316
640,-73.909483,7.057258,ANTIOQUIA,20.930561
641,-73.909442,7.057244,ANTIOQUIA,20.9304
642,-73.908244,7.055497,ANTIOQUIA,20.927956
