,Longitude,Latitude,DEPART,Predicted Geothermal Gradient (C/Km)
643,-73.9103,7.058947,ANTIOQUIA,20.931492
644,-73.910261,7.058933,ANTIOQUIA,20.93134
645,-73.908814,7.060053,ANTIOQUIA,20.923096
646,-73.908806,7.060094,ANTIOQUIA,20.922993
647,-73.906642,7.060958,ANTIOQUIA,20.911894
648,-73.905822,7.054433,ANTIOQUIA,20.91914
649,-73.904153,7.055856,ANTIOQUIA,20.909447
650,-73.906731,7.051875,ANTIOQUIA,20.927338
651,-73.90765,7.053606,ANTIOQUIA,20.928455
652,-73.908633,7.051017,ANTIOQUIA,20.936924
653,-73.907353,7.049242,ANTIOQUIA,20.877867
654,-73.909372,7.048314,ANTIOQUIA,20.887966
655,-73.910081,7.050072,ANTIOQUIA,20.944656
656,-73.912058,7.049353,ANTIOQUIA,20.897762
657,-73.908822,7.060011,ANTIOQUIA,20.9232
658,-73.907531,7.058522,ANTIOQUIA,20.919872
659,-73.906714,7.056856,ANTIOQUIA,20.92009
660,-73.904992,7.057622,ANTIOQUIA,20.910133
661,-73.905944,7.054644,ANTIOQUIA,20.919315
662,-73.904044,7.055661,ANTIOQUIA,20.909302
663,-73.907642,7.05365,ANTIOQUIA,20.928349
664,-73.908592,7.051019,ANTIOQUIA,20.936747
665,-73.9074,7.049247,ANTIOQUIA,20.878061
666,-73.910119,7.050086,ANTIOQUIA,20.944798
667,-73.9131,7.051097,ANTIOQUIA,20.956017
668,-73.914797,7.050128,ANTIOQUIA,20.964798
669,-73.914286,7.052728,ANTIOQUIA,20.958656
670,-73.91205,7.053567,ANTIOQUIA,20.947643
671,-73.910331,7.054611,ANTIOQUIA,20.938507
672,-73.917139,7.050364,ANTIOQUIA,21.026669
673,-73.911072,7.056536,ANTIOQUIA,20.938715
674,-73.912319,7.058039,ANTIOQUIA,20.941887
675,-73.912358,7.057967,ANTIOQUIA,20.942173
676,-73.914694,7.054561,ANTIOQUIA,20.957664
677,-73.91465,7.054558,ANTIOQUIA,20.957476
678,-73.915867,7.056103,ANTIOQUIA,20.960518
679,-73.915769,7.056086,ANTIOQUIA,20.96011
680,-73.916967,7.057703,ANTIOQUIA,21.015175
681,-73.916956,7.05775,ANTIOQUIA,21.015059
682,-73.915008,7.058858,ANTIOQUIA,20.952606
683,-73.91505,7.058881,ANTIOQUIA,20.952759
684,-73.914917,7.058847,ANTIOQUIA,20.952215
685,-73.914961,7.058861,ANTIOQUIA,20.952393
686,-73.915858,7.060992,ANTIOQUIA,20.95325
687,-73.915931,7.061036,ANTIOQUIA,20.953514
688,-73.914206,7.061717,ANTIOQUIA,20.944721
689,-73.914278,7.061661,ANTIOQUIA,20.94513
690,-73.914242,7.061689,ANTIOQUIA,20.944925
691,-73.912797,7.059928,ANTIOQUIA,20.941105
692,-73.912847,7.059844,ANTIOQUIA,20.94146
693,-73.912739,7.059983,ANTIOQUIA,20.940762
694,-73.911667,7.060756,ANTIOQUIA,20.934761
695,-73.911511,7.060969,ANTIOQUIA,20.93373
696,-73.9115,7.060831,ANTIOQUIA,20.933895
697,-73.911511,7.060886,ANTIOQUIA,20.933859
698,-73.909269,7.061644,ANTIOQUIA,20.92258
699,-73.909269,7.061647,ANTIOQUIA,20.922575
700,-73.910303,7.06355,ANTIOQUIA,20.924225
701,-73.910303,7.0635,ANTIOQUIA,20.924305
702,-73.912356,7.062556,ANTIOQUIA,20.935081
703,-73.912439,7.062578,ANTIOQUIA,20.935425
704,-73.9124,7.062561,ANTIOQUIA,20.935274
705,-73.907642,7.062808,ANTIOQUIA,20.913357
706,-73.907683,7.062831,ANTIOQUIA,20.91531
707,-73.907583,7.062783,ANTIOQUIA,20.913132
708,-73.906186,7.063497,ANTIOQUIA,20.90563
709,-73.906142,7.063483,ANTIOQUIA,20.905453
710,-73.9048,7.061861,ANTIOQUIA,20.902113
711,-73.9033,7.062633,ANTIOQUIA,20.894037
712,-73.903256,7.062636,ANTIOQUIA,20.893833
713,-73.902425,7.061175,ANTIOQUIA,20.892626
714,-73.902381,7.061158,ANTIOQUIA,20.892456
715,-73.901314,7.063492,ANTIOQUIA,20.883564
716,-73.902214,7.065489,ANTIOQUIA,20.884161
717,-73.904003,7.064433,ANTIOQUIA,20.894138
718,-73.904064,7.064417,ANTIOQUIA,20.894444
719,-73.906808,7.065481,ANTIOQUIA,20.905182
720,-73.906733,7.065586,ANTIOQUIA,20.904665
721,-73.906833,7.065431,ANTIOQUIA,20.90538
722,-73.904869,7.066044,ANTIOQUIA,20.895363
723,-73.909661,7.066069,ANTIOQUIA,20.917307
724,-73.913403,7.064611,ANTIOQUIA,20.936703
725,-73.915261,7.063236,ANTIOQUIA,20.947231
726,-73.917494,7.059831,ANTIOQUIA,21.014439
727,-73.916003,7.051392,ANTIOQUIA,20.968103
728,-73.916003,7.051439,ANTIOQUIA,20.968033
729,-73.917097,7.050347,ANTIOQUIA,21.026512
730,-73.917117,7.050339,ANTIOQUIA,21.026611
731,-73.916094,7.048628,ANTIOQUIA,20.91608
732,-73.916156,7.053328,ANTIOQUIA,20.965895
733,-73.918933,7.052597,ANTIOQUIA,21.031208
734,-73.919803,7.051081,ANTIOQUIA,21.036499
735,-73.922142,7.0508,ANTIOQUIA,21.044933
736,-73.919378,7.049592,ANTIOQUIA,20.961596
737,-73.900144,7.062142,ANTIOQUIA,20.88068
738,-73.901136,7.059033,ANTIOQUIA,20.890633
739,-73.899669,7.059903,ANTIOQUIA,20.864569
740,-73.903089,7.058214,ANTIOQUIA,20.900715
741,-73.902072,7.056261,ANTIOQUIA,20.899633
742,-73.902983,7.053669,ANTIOQUIA,20.908112
743,-73.903944,7.050747,ANTIOQUIA,20.917278
744,-73.905861,7.050086,ANTIOQUIA,20.926592
745,-73.902281,7.051925,ANTIOQUIA,20.908113
746,-73.900561,7.057264,ANTIOQUIA,20.889427
747,-73.901453,7.063714,ANTIOQUIA,20.883802
748,-73.897364,7.065081,ANTIOQUIA,20.844755
749,-73.903217,7.066892,ANTIOQUIA,20.913002
750,-73.905775,7.067914,ANTIOQUIA,20.923073
751,-73.908567,7.068847,ANTIOQUIA,20.934488
752,-73.898483,7.066992,ANTIOQUIA,20.877678
753,-73.896797,7.067964,ANTIOQUIA,20.868118
754,-73.899583,7.068842,ANTIOQUIA,20.87942
755,-73.899597,7.068794,ANTIOQUIA,20.87957
756,-73.9023,7.06965,ANTIOQUIA,20.903992
757,-73.902286,7.069692,ANTIOQUIA,20.903854
758,-73.905264,7.070972,ANTIOQUIA,20.915594
759,-73.907253,7.071297,ANTIOQUIA,20.924393
760,-73.907219,7.071317,ANTIOQUIA,20.9242
761,-73.907328,7.071244,ANTIOQUIA,20.924831
762,-73.907289,7.071272,ANTIOQUIA,20.924603
763,-73.921794,7.015972,ANTIOQUIA,20.642918
764,-73.910569,7.072489,ANTIOQUIA,20.938112
765,-73.898003,7.069578,ANTIOQUIA,20.87074
766,-73.897986,7.069539,ANTIOQUIA,20.870733
767,-73.900375,7.070567,ANTIOQUIA,20.893396
768,-73.903225,7.071469,ANTIOQUIA,20.905186
769,-73.903211,7.071511,ANTIOQUIA,20.905046
770,-73.905825,7.072419,ANTIOQUIA,20.915829
771,-73.922669,7.040383,ANTIOQUIA,20.835163
772,-73.905739,7.0724,ANTIOQUIA,20.915455
773,-73.905783,7.072408,ANTIOQUIA,20.915648
774,-73.908381,7.073486,ANTIOQUIA,20.926184
775,-73.908389,7.073444,ANTIOQUIA,20.926289
776,-73.911117,7.0743,ANTIOQUIA,20.937904
777,-73.912703,7.079247,ANTIOQUIA,20.96917
778,-73.905169,7.075619,ANTIOQUIA,20.937273
779,-73.930819,7.025022,ANTIOQUIA,20.781517
780,-73.907714,7.075944,ANTIOQUIA,20.948935
781,-73.9007,7.075261,ANTIOQUIA,20.916504
782,-73.900656,7.075244,ANTIOQUIA,20.916325
783,-73.903186,7.076017,ANTIOQUIA,20.927101
784,-73.926292,7.038572,ANTIOQUIA,20.822845
785,-73.901278,7.07665,ANTIOQUIA,20.91684
786,-73.934311,7.023186,ANTIOQUIA,20.806137
787,-73.901292,7.076606,ANTIOQUIA,20.91698
788,-73.9042,7.077944,ANTIOQUIA,20.928722
789,-73.904153,7.077936,ANTIOQUIA,20.928509
790,-73.90425,7.077956,ANTIOQUIA,20.928944
791,-73.906908,7.078889,ANTIOQUIA,20.940296
792,-73.901431,7.077419,ANTIOQUIA,20.916592
793,-73.902692,7.078747,ANTIOQUIA,20.920048
794,-73.919056,7.033153,ANTIOQUIA,20.76329
795,-73.902728,7.078714,ANTIOQUIA,20.92028
796,-73.902658,7.078781,ANTIOQUIA,20.919823
797,-73.905111,7.079733,ANTIOQUIA,20.930168
798,-73.910017,7.055636,ANTIOQUIA,20.935503
799,-73.919958,7.021406,ANTIOQUIA,20.730417
800,-73.912717,7.056814,ANTIOQUIA,20.94554
801,-73.915344,7.057589,ANTIOQUIA,20.955994
802,-73.914431,7.060247,ANTIOQUIA,20.947945
803,-73.909033,7.063081,ANTIOQUIA,20.919212
804,-73.921522,7.049117,ANTIOQUIA,20.96938
805,-73.918614,7.047822,ANTIOQUIA,20.959843
806,-73.9177,7.046325,ANTIOQUIA,20.957481
807,-73.917242,7.038569,ANTIOQUIA,20.81747
808,-73.921167,7.044444,ANTIOQUIA,20.970451
809,-73.922064,7.042042,ANTIOQUIA,20.974747
810,-73.916333,7.023203,ANTIOQUIA,20.69852
811,-73.924158,7.040997,ANTIOQUIA,20.842241
812,-73.924139,7.041083,ANTIOQUIA,20.842134
813,-73.921442,7.039792,ANTIOQUIA,20.83369
814,-73.918611,7.038858,ANTIOQUIA,20.824745
815,-73.918572,7.038853,ANTIOQUIA,20.82462
816,-73.927294,7.017792,ANTIOQUIA,20.740799
817,-73.925836,7.039878,ANTIOQUIA,20.821577
818,-73.922961,7.039119,ANTIOQUIA,20.839157
819,-73.920475,7.038083,ANTIOQUIA,20.831406
820,-73.920469,7.038047,ANTIOQUIA,20.831406
821,-73.929092,7.021594,ANTIOQUIA,20.74776
822,-73.917731,7.037103,ANTIOQUIA,20.822886
823,-73.917669,7.037103,ANTIOQUIA,20.82268
824,-73.914939,7.036417,ANTIOQUIA,20.779634
825,-73.914978,7.036414,ANTIOQUIA,20.779764
826,-73.927742,7.039408,ANTIOQUIA,20.828266
827,-73.927814,7.039439,ANTIOQUIA,20.828495
828,-73.924958,7.038208,ANTIOQUIA,20.846336
829,-73.915431,7.03495,ANTIOQUIA,20.781687
830,-73.92495,7.038244,ANTIOQUIA,20.84629
831,-73.924953,7.038294,ANTIOQUIA,20.846277
832,-73.916939,7.0356,ANTIOQUIA,20.821224
833,-73.913961,7.034564,ANTIOQUIA,20.777695
834,-73.90185,7.066583,ANTIOQUIA,20.879862
835,-73.926836,7.036992,ANTIOQUIA,20.826347
836,-73.924386,7.0365,ANTIOQUIA,20.845303
837,-73.921339,7.035481,ANTIOQUIA,20.835758
838,-73.921353,7.035439,ANTIOQUIA,20.835829
839,-73.915956,7.033686,ANTIOQUIA,20.784786
840,-73.914525,7.028631,ANTIOQUIA,20.73207
841,-73.926161,7.035533,ANTIOQUIA,20.821209
842,-73.923158,7.034664,ANTIOQUIA,20.842224
843,-73.923211,7.034658,ANTIOQUIA,20.842403
844,-73.920503,7.033639,ANTIOQUIA,20.834099
845,-73.909994,7.060264,ANTIOQUIA,20.928036
846,-73.914808,7.031839,ANTIOQUIA,20.730705
847,-73.919417,7.031931,ANTIOQUIA,20.767578
848,-73.919417,7.031889,ANTIOQUIA,20.767603
849,-73.907278,7.068392,ANTIOQUIA,20.92852
850,-73.926611,7.032814,ANTIOQUIA,20.763678
851,-73.924178,7.032006,ANTIOQUIA,20.783028
852,-73.921278,7.031014,ANTIOQUIA,20.774174
853,-73.921319,7.031011,ANTIOQUIA,20.774307
854,-73.921361,7.031008,ANTIOQUIA,20.774443
855,-73.921406,7.031006,ANTIOQUIA,20.77459
856,-73.918444,7.029794,ANTIOQUIA,20.76582
857,-73.918403,7.029781,ANTIOQUIA,20.765696
858,-73.915875,7.029069,ANTIOQUIA,20.736044
859,-73.915914,7.029067,ANTIOQUIA,20.736168
860,-73.9287,7.031917,ANTIOQUIA,20.771034
861,-73.925869,7.031022,ANTIOQUIA,20.762205
862,-73.902769,7.072806,ANTIOQUIA,20.90002
863,-73.923161,7.029714,ANTIOQUIA,20.781048
864,-73.920306,7.029214,ANTIOQUIA,20.772163
865,-73.917719,7.028367,ANTIOQUIA,20.764458
866,-73.914931,7.0273,ANTIOQUIA,20.734314
867,-73.927547,7.029806,ANTIOQUIA,20.768347
868,-73.919522,7.027308,ANTIOQUIA,20.770897
869,-73.919564,7.027311,ANTIOQUIA,20.771029
870,-73.936247,7.026822,ANTIOQUIA,20.843937
871,-73.916981,7.026656,ANTIOQUIA,20.763298
872,-73.917022,7.026653,ANTIOQUIA,20.763432
873,-73.924114,7.027336,ANTIOQUIA,20.785542
874,-73.921439,7.026194,ANTIOQUIA,20.777712
875,-73.918567,7.025608,ANTIOQUIA,20.76902
876,-73.931322,7.028097,ANTIOQUIA,20.781567
877,-73.928331,7.027183,ANTIOQUIA,20.772316
878,-73.925847,7.026064,ANTIOQUIA,20.76495
879,-73.908189,7.056644,ANTIOQUIA,20.926208
880,-73.923267,7.025544,ANTIOQUIA,20.78393
881,-73.923217,7.025544,ANTIOQUIA,20.783772
882,-73.923183,7.025536,ANTIOQUIA,20.78367
883,-73.917644,7.023656,ANTIOQUIA,20.723621
884,-73.933072,7.027197,ANTIOQUIA,20.787739
885,-73.933031,7.027192,ANTIOQUIA,20.787605
886,-73.901847,7.075603,ANTIOQUIA,20.920671
887,-73.932986,7.027272,ANTIOQUIA,20.78742
888,-73.927869,7.025669,ANTIOQUIA,20.771666
889,-73.927928,7.025758,ANTIOQUIA,20.771803
890,-73.924869,7.024561,ANTIOQUIA,20.745758
891,-73.924867,7.024519,ANTIOQUIA,20.745777
892,-73.924861,7.024481,ANTIOQUIA,20.74578
893,-73.917061,7.021939,ANTIOQUIA,20.723051
894,-73.935311,7.026778,ANTIOQUIA,20.840694
895,-73.932364,7.025733,ANTIOQUIA,20.786152
896,-73.932383,7.025661,ANTIOQUIA,20.786251
897,-73.904517,7.067494,ANTIOQUIA,20.916882
898,-73.929444,7.024939,ANTIOQUIA,20.742664
899,-73.929453,7.025028,ANTIOQUIA,20.777113
900,-73.926911,7.023636,ANTIOQUIA,20.735306
901,-73.926908,7.023678,ANTIOQUIA,20.735271
902,-73.926906,7.023719,ANTIOQUIA,20.73524
903,-73.926903,7.023758,ANTIOQUIA,20.735209
904,-73.924278,7.022831,ANTIOQUIA,20.74496
905,-73.924328,7.022831,ANTIOQUIA,20.74512
906,-73.918603,7.021008,ANTIOQUIA,20.728489
907,-73.934283,7.024642,ANTIOQUIA,20.803883
908,-73.931236,7.024114,ANTIOQUIA,20.748877
909,-73.931186,7.024192,ANTIOQUIA,20.748674
910,-73.904564,7.076531,ANTIOQUIA,20.93357
911,-73.928653,7.022808,ANTIOQUIA,20.741333
912,-73.928725,7.022694,ANTIOQUIA,20.741627
913,-73.926056,7.021931,ANTIOQUIA,20.733627
914,-73.922842,7.020842,ANTIOQUIA,20.74175
915,-73.921636,7.061158,ANTIOQUIA,21.03069
916,-73.935803,7.023458,ANTIOQUIA,20.809395
917,-73.930425,7.022192,ANTIOQUIA,20.747326
918,-73.930347,7.022158,ANTIOQUIA,20.747093
919,-73.925078,7.020228,ANTIOQUIA,20.731628
920,-73.925072,7.020233,ANTIOQUIA,20.731604
921,-73.919539,7.018581,ANTIOQUIA,20.733114
922,-73.924467,7.043989,ANTIOQUIA,20.979298
923,-73.927122,7.019328,ANTIOQUIA,20.738583
924,-73.924397,7.018253,ANTIOQUIA,20.748295
925,-73.90275,7.063872,ANTIOQUIA,20.890493
926,-73.926456,7.017256,ANTIOQUIA,20.73782
927,-73.935883,7.019572,ANTIOQUIA,20.811575
928,-73.933172,7.018383,ANTIOQUIA,20.758163
929,-73.927428,7.016256,ANTIOQUIA,20.644505
930,-73.937861,7.018622,ANTIOQUIA,20.818386
931,-73.935194,7.017347,ANTIOQUIA,20.810547
932,-73.920856,7.045806,ANTIOQUIA,20.965979
933,-73.932294,7.016353,ANTIOQUIA,20.65958
934,-73.929414,7.015483,ANTIOQUIA,20.651134
935,-73.926281,7.014597,ANTIOQUIA,20.642057
936,-73.936817,7.016589,ANTIOQUIA,20.712646
937,-73.931586,7.015211,ANTIOQUIA,20.658043
938,-73.928833,7.013611,ANTIOQUIA,20.650526
939,-73.905306,7.069222,ANTIOQUIA,20.918716
940,-73.903864,7.0746,ANTIOQUIA,20.902878
941,-73.906375,7.062072,ANTIOQUIA,20.90885
942,-73.911014,7.071014,ANTIOQUIA,20.942497
943,-73.909025,7.071933,ANTIOQUIA,20.931705
944,-73.904544,7.067506,ANTIOQUIA,20.91807
945,-73.930106,7.018717,ANTIOQUIA,20.755348
946,-73.910953,7.062008,ANTIOQUIA,20.929592
947,-73.908261,7.061375,ANTIOQUIA,20.91848
948,-73.899047,7.065681,ANTIOQUIA,20.851345
949,-73.899967,7.067567,ANTIOQUIA,20.88348
950,-73.906403,7.071325,ANTIOQUIA,20.920355
951,-71.708414,6.140036,CASANARE,20.644781
952,-74.250253,6.2767,SANTANDER,22.568657
953,-74.252603,6.278297,SANTANDER,22.62059
954,-73.633889,3.859747,META,25.682297
955,-73.630967,3.876374,META,25.733868
956,-73.624221,3.878415,META,25.759737
957,-73.623555,3.877971,META,25.7622
958,-73.6238,3.8779,META,25.762531
959,-73.6242,3.8781,META,25.7613
960,-73.627223,3.888499,META,25.614328
961,-73.626899,3.888535,META,25.614187
962,-73.631119,3.892046,META,25.598885
963,-73.626466,3.889213,META,25.611183
964,-73.630653,3.880144,META,25.714901
965,-73.638046,3.885557,META,25.639507
966,-73.635261,3.874713,META,25.659813
967,-73.630779,3.871265,META,25.703934
968,-73.632567,3.878338,META,25.715483
969,-73.628394,3.886013,META,25.626549
970,-73.568457,3.878265,META,25.933353
971,-73.6246,3.8786,META,25.759022
972,-73.623888,3.878197,META,25.772274
973,-73.669259,3.839504,META,25.802246
974,-73.653394,3.85075,META,25.72702
975,-73.647106,3.851256,META,25.70862
976,-73.643794,3.860936,META,25.673775
977,-73.659431,3.843667,META,25.743828
978,-73.662606,3.848769,META,25.718733
979,-73.648933,3.861392,META,25.66968
980,-73.656086,3.853192,META,25.709496
981,-73.642419,3.870739,META,25.687222
982,-73.643008,3.866308,META,25.652359
983,-73.6476,3.8552,META,25.6926
984,-73.647983,3.866714,META,25.696053
985,-73.640222,3.8555,META,25.695616
986,-73.637786,3.868078,META,25.696423
987,-73.6586,3.850219,META,25.703741
988,-73.639733,3.859722,META,25.678041
989,-73.6731,3.8356,META,25.814201
990,-75.284336,8.63825,SUCRE,20.893759
991,-75.280861,8.636214,SUCRE,20.832933
992,-73.694444,8.267908,CESAR,22.505386
993,-73.630934,7.227151,SANTANDER,17.963394
994,-75.280394,3.029922,HUILA,23.627243
995,-75.280028,3.027333,HUILA,23.625565
996,-75.276469,3.03035,HUILA,23.54544
997,-75.277503,3.023786,HUILA,23.559607
998,-75.275008,3.025103,HUILA,23.5608
999,-75.276444,3.030442,HUILA,23.544958
1000,-75.278078,3.026281,HUILA,23.575855
1001,-75.278356,3.028725,HUILA,23.60789
1002,-75.274078,3.020075,HUILA,23.54959
1003,-74.581861,6.107117,ANTIOQUIA,24.099108
1004,-72.268026,4.875247,CASANARE,26.955196
1005,-71.312174,5.249299,CASANARE,29.132824
1006,-72.508,7.967331,NORTE DE SANTANDER,24.067093
1007,-72.506501,7.96513,NORTE DE SANTANDER,23.924046
1008,-72.748067,8.232778,NORTE DE SANTANDER,23.417688
1009,-72.742261,8.211431,NORTE DE SANTANDER,23.269855
1010,-72.747564,8.232253,NORTE DE SANTANDER,23.399708
1011,-73.398847,9.553783,CESAR,23.960083
1012,-73.80985,9.849522,CESAR,24.575884
1013,-73.050886,4.610717,META,24.621735
1014,-74.640842,4.502589,CUNDINAMARCA,24.038483
1015,-74.902547,3.912536,TOLIMA,22.858194
1016,-72.454464,8.026328,NORTE DE SANTANDER,23.339983
1017,-73.689158,3.937514,META,25.45294
1018,-73.680911,3.942417,META,25.391903
1019,-73.685267,3.938325,META,25.453224
1020,-73.685957,3.938356,META,25.452358
1021,-73.680961,3.945922,META,25.383198
1022,-73.685911,3.936058,META,25.453722
1023,-73.684297,3.940525,META,25.442007
1024,-73.670552,3.953629,META,25.463911
1025,-73.687339,3.941385,META,25.447111
1026,-73.681479,3.938245,META,25.393848
1027,-73.690589,3.944094,META,25.443542
1028,-73.678125,3.953503,META,25.440588
1029,-73.677658,3.947308,META,25.377575
1030,-73.682664,3.952831,META,25.451267
1031,-73.673614,3.951006,META,25.428642
1032,-75.412522,3.128478,HUILA,26.591648
1033,-76.645064,7.755875,ANTIOQUIA,23.09528
1034,-76.866672,0.321456,PUTUMAYO,27.024794
1035,-72.295567,4.812347,CASANARE,26.843105
1036,-75.418884,9.124888,CÓRDOBA,22.516193
1037,-75.436222,9.087006,CÓRDOBA,22.48439
1038,-75.411906,9.134233,CÓRDOBA,22.688007
1039,-75.384692,9.196114,CÓRDOBA,22.413544
1040,-75.411708,9.1228,CÓRDOBA,22.505558
1041,-75.396492,9.166975,CÓRDOBA,22.549068
1042,-75.421489,9.118717,CÓRDOBA,22.532547
1043,-75.3934,9.181367,CÓRDOBA,22.440506
1044,-75.429244,9.175383,CÓRDOBA,22.583176
1045,-74.762778,5.072042,TOLIMA,25.640472
1046,-74.163406,4.868975,CUNDINAMARCA,25.328098
1047,-75.432094,2.827243,HUILA,26.897593
1048,-74.072467,6.806456,SANTANDER,21.738708
1049,-73.98645,6.942519,ANTIOQUIA,21.378376
1050,-77.076608,0.540569,PUTUMAYO,27.65369
1051,-77.064231,0.548675,PUTUMAYO,27.726246
1052,-75.932078,1.963069,HUILA,29.028177
1053,-74.590606,9.28835,BOLÍVAR,21.924877
1054,-74.654936,9.291742,BOLÍVAR,21.319057
1055,-74.651703,9.303875,BOLÍVAR,21.207779
1056,-74.658014,9.276089,BOLÍVAR,21.718243
1057,-74.629633,9.270025,BOLÍVAR,21.986984
1058,-74.645372,9.252806,BOLÍVAR,22.056984
1059,-74.660139,9.252531,BOLÍVAR,21.904041
1060,-74.653997,9.246436,BOLÍVAR,22.071518
1061,-74.622819,9.263247,BOLÍVAR,21.949257
1062,-74.622794,9.247425,BOLÍVAR,22.155563
1063,-74.631403,9.246889,BOLÍVAR,22.298145
1064,-74.656561,9.222114,BOLÍVAR,22.345676
1065,-74.631175,9.247161,BOLÍVAR,22.3003
1066,-74.630864,9.246536,BOLÍVAR,22.308449
1067,-74.631408,9.273531,BOLÍVAR,21.922806
1068,-74.616333,9.25285,BOLÍVAR,22.127632
1069,-74.611422,9.225083,BOLÍVAR,22.419159
1070,-74.604825,9.255389,BOLÍVAR,22.200249
1071,-74.628447,9.289094,BOLÍVAR,21.821556
1072,-74.637367,9.255189,BOLÍVAR,22.126663
1073,-74.645028,9.260339,BOLÍVAR,21.977339
1074,-74.631094,9.277383,BOLÍVAR,21.889175
1075,-74.645581,9.270047,BOLÍVAR,21.853548
1076,-74.652947,9.260822,BOLÍVAR,21.906208
1077,-74.643256,9.238353,BOLÍVAR,22.274872
1078,-74.652367,9.246439,BOLÍVAR,22.090378
1079,-74.072458,6.806458,SANTANDER,21.740566
1080,-73.753306,6.828911,SANTANDER,21.253717
1081,-75.074903,8.492197,CÓRDOBA,20.952602
1082,-74.672286,5.836369,ANTIOQUIA,25.178844
1083,-74.5895,8.6684,BOLÍVAR,21.287252
1084,-74.597558,8.671614,BOLÍVAR,21.312893
1085,-74.062832,6.850697,SANTANDER,21.952366
1086,-74.602508,6.035442,ANTIOQUIA,24.835665
1087,-74.604419,6.047928,ANTIOQUIA,24.865582
1088,-74.594364,6.055633,ANTIOQUIA,24.76848
1089,-74.598231,6.050539,ANTIOQUIA,24.78453
1090,-74.596681,6.050503,ANTIOQUIA,24.792149
1091,-74.603242,6.050419,ANTIOQUIA,24.884016
1092,-74.597983,6.054325,ANTIOQUIA,24.758375
1093,-74.600706,6.051733,ANTIOQUIA,24.885443
1094,-74.592747,5.933822,ANTIOQUIA,24.525852
1095,-74.596858,6.050444,ANTIOQUIA,24.791428
1096,-74.599425,6.047911,ANTIOQUIA,24.792044
1097,-74.597992,6.049158,ANTIOQUIA,24.790073
1098,-74.601044,6.050942,ANTIOQUIA,24.88969
1099,-74.601103,6.049728,ANTIOQUIA,24.867094
1100,-74.601236,6.048597,ANTIOQUIA,24.874207
1101,-74.592197,6.049886,ANTIOQUIA,24.812305
1102,-73.857353,7.401178,SANTANDER,20.329824
1103,-75.011286,4.270889,TOLIMA,25.90028
1104,-74.667978,5.88745,ANTIOQUIA,25.433487
1105,-75.494944,8.985803,CÓRDOBA,22.195229
1106,-73.807933,6.764986,SANTANDER,20.421722
1107,-73.726747,6.803117,SANTANDER,21.403904
1108,-73.732031,6.814486,SANTANDER,21.421673
1109,-73.734339,6.819867,SANTANDER,21.384314
1110,-73.808989,6.76765,SANTANDER,20.443882
1111,-73.736061,6.809336,SANTANDER,21.329807
1112,-73.729483,6.808761,SANTANDER,21.41181
1113,-73.731014,6.805897,SANTANDER,21.427893
1114,-73.728975,6.800614,SANTANDER,21.416206
1115,-73.728147,6.819533,SANTANDER,21.305458
1116,-73.717022,6.835694,SANTANDER,21.320745
1117,-73.73315,6.822819,SANTANDER,21.32194
1118,-73.736994,6.831228,SANTANDER,21.394133
1119,-73.732667,6.809139,SANTANDER,21.441273
1120,-73.725319,6.825722,SANTANDER,21.346521
1121,-73.734469,6.806328,SANTANDER,21.336765
1122,-73.735122,6.8052,SANTANDER,21.33268
1123,-73.734936,6.801814,SANTANDER,21.327421
1124,-73.733006,6.803169,SANTANDER,21.443453
1125,-73.735481,6.804039,SANTANDER,21.338505
1126,-73.794344,6.811667,SANTANDER,20.763996
1127,-73.731297,6.817786,SANTANDER,21.311766
1128,-74.564906,6.151167,ANTIOQUIA,24.146648
1129,-73.462556,7.317367,SANTANDER,19.041546
1130,-73.455042,7.325378,SANTANDER,19.317093
1131,-73.4579,7.318594,SANTANDER,19.1608
1132,-73.455906,7.323353,SANTANDER,19.24025
1133,-73.458975,7.3174,SANTANDER,19.076569
1134,-73.464494,7.322689,SANTANDER,19.057674
1135,-73.456725,7.321136,SANTANDER,19.213009
1136,-73.456492,7.321014,SANTANDER,19.210339
1137,-73.459133,7.315292,SANTANDER,19.009626
1138,-73.453936,7.323967,SANTANDER,19.268452
1139,-73.460897,7.321908,SANTANDER,19.115786
1140,-73.459481,7.312617,SANTANDER,18.995197
1141,-76.936589,0.652879,PUTUMAYO,26.440807
1142,-75.416078,8.620572,CÓRDOBA,21.066685
1143,-75.367442,8.579969,CÓRDOBA,20.649826
1144,-75.432744,8.470139,CÓRDOBA,20.89185
1145,-75.425067,8.594147,CÓRDOBA,20.981373
1146,-75.410064,8.514939,CÓRDOBA,20.88306
1147,-75.376006,8.67245,CÓRDOBA,21.675648
1148,-75.380392,8.6741,CÓRDOBA,21.656408
1149,-75.36505,8.587328,CÓRDOBA,20.631218
1150,-75.339856,8.619644,CÓRDOBA,20.854225
1151,-75.423186,8.482081,CÓRDOBA,20.855099
1152,-74.277544,6.227881,SANTANDER,22.967451
1153,-76.414789,8.83425,ANTIOQUIA,18.83922
1154,-76.349056,8.882772,CÓRDOBA,17.993002
1155,-73.236872,5.580069,BOYACÁ,23.647484
1156,-75.019656,9.931383,BOLÍVAR,22.835205
1157,-71.305112,6.836859,ARAUCA,24.362835
1158,-71.31152,6.80058,ARAUCA,24.120205
1159,-76.59578,0.988002,PUTUMAYO,26.872173
1160,-75.285167,3.791417,TOLIMA,26.170053
