DEPART;Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
ANTIOQUIA;7.022317;-73.931689;76.2;27.819;42315.53753;22.1801;35098.00031;43143.87389;20901.85167;106193.1828;26184.79416;15489.44445;25787.18284;34;-31.46875;-113.05002;-119.768372;21.06262598
ANTIOQUIA;7.024106;-73.928061;76.2;27.819;42336.60854;22.1801;34673.76045;42696.85001;20482.9053;106281.2982;26419.03329;15895.62208;25888.04211;34;-31.46875;-113.05002;-119.768372;19.34708644
ANTIOQUIA;7.026756;-73.931664;76.2;27.819;42315.68245;24.083;34753.52869;42927.14708;20852.91197;105805.9266;25926.35157;15877.20304;25409.09158;34;-31.46875;-113.05002;-119.768372;22.37966303
ANTIOQUIA;7.027669;-73.925253;76.2;27.819;42352.23176;24.083;34176.06242;42245.18552;20138.69812;106160.8399;26480.48878;16397.04121;25779.70064;34;-31.46875;-113.05002;-119.768372;22.37966303
ANTIOQUIA;7.023747;-73.929703;76.2;27.819;42327.1168;22.1801;34830.68649;42877.21222;20667.36351;106201.7356;26285.89225;15750.23605;25803.8298;34;-31.46875;-113.05002;-119.768372;24.24908747
ANTIOQUIA;7.025033;-73.926336;76.2;27.819;42346.44553;24.083;34466.29048;42480.58014;20283.334;106317.1577;26527.93045;16096.00752;25929.45959;34;-31.46875;-113.05002;-119.768372;22.21235916
ANTIOQUIA;7.018706;-73.930153;76.2;27.819;42324.52668;22.1801;35259.35018;43169.84224;20779.45373;106613.3382;26543.82669;15288.69728;26203.68677;34;-31.46875;-113.05002;-119.768372;24.03396275
ANTIOQUIA;7.017075;-73.933361;76.2;27.819;42305.30331;22.1801;35637.35624;43567.55027;21154.18043;106541.6424;26347.49867;14923.11657;26118.70133;34;-31.46875;-113.05002;-118.1911659;24.89944209
ANTIOQUIA;7.020639;-73.935464;72.2376;27.838812;42293.12411;22.1801;35525.85535;43600.06617;21336.69768;106087.2674;25935.81935;15085.27064;25666.53159;34;-31.46875;-113.05002;-118.1911659;18.90456115
ANTIOQUIA;7.018653;-73.920869;76.2;27.819;42378.93166;23.1461;34548.20679;42258.97886;19762.9646;107244.9594;27412.2105;15964.91982;26858.05723;34;-31.46875;-113.05002;-119.768372;21.46337613
ANTIOQUIA;7.062914;-73.904617;76.2;27.819;42427.99603;25.5681;29837.7107;38574.83477;17939.25295;104578.4649;25802.30171;20868.79275;24208.01948;34;-25.78125;-107.55002;-117.5362985;23.5947082
ANTIOQUIA;7.066281;-73.910692;76.2;27.819;42399.83123;25.5681;30091.00915;39060.80297;18654.48096;103860.6521;25089.95637;20770.74185;23494.73671;34;-25.78125;-107.55002;-117.5362985;21.54561085
ANTIOQUIA;7.059367;-73.907244;76.2;27.819;42422.2509;25.5681;30316.69382;38992.31063;18182.24543;104690.8675;25925.22;20380.89029;24327.69706;34;-25.78125;-107.55002;-117.5362985;23.83453567
ANTIOQUIA;7.039547;-73.919981;76.2;27.819;42377.81304;25.5681;32842.67044;41158.33077;19493.51277;105492.3262;26350.8819;17786.27488;25132.29361;34;-31.46875;-113.05002;-117.5444781;24.3274067
ANTIOQUIA;7.04145;-73.925303;76.2;27.819;42348.74913;24.083;33126.7262;41607.79449;20079.36801;104960.9097;25732.32846;17598.85469;24596.95903;34;-31.46875;-113.05002;-117.5444781;20.85239522
ANTIOQUIA;7.078689;-73.900117;76.2;27.819;42416.54585;27.2173;28310.20777;37484.21475;17758.78235;103580.8426;24815.60359;22566.38287;23174.96588;34;-25.78125;-107.55002;-116.6101985;20.95660594
ANTIOQUIA;7.054925;-73.911781;76.2;27.819;42407.69945;25.5681;31018.1826;39644.31183;18637.61009;104746.6418;26008.33145;19686.38593;24390.28284;34;-25.78125;-107.55002;-117.5362985;18.46240017
ANTIOQUIA;7.065681;-73.908183;77.4192;27.812904;42410.4455;25.5681;29926.31284;38826.86981;18370.68557;104090.2884;25315.94129;20878.49648;23721.67277;34;-25.78125;-107.55002;-117.5362985;18.38791311
ANTIOQUIA;7.051183;-73.910131;75.5904;27.822048;42418.66856;25.5681;31167.21766;39639.8981;18429.12067;105181.6221;26449.00425;19470.56074;24825.97402;34;-25.78125;-107.55002;-117.5362985;15.70950947
ANTIOQUIA;7.049506;-73.9136;75.8952;27.820524;42404.0644;25.5681;31573.35933;40065.34689;18803.0712;105080.9918;26372.46769;19088.37205;24726.69089;34;-29.34375;-107.55002;-119.0243577;16.56297438
ANTIOQUIA;7.056647;-73.917236;74.9808;27.825096;42381.46435;25.5681;31337.48435;40127.56608;19253.41605;104215.8658;25497.13212;19483.43508;23861.14617;34;-25.40625;-107.55002;-115.7754394;18.50215103
ANTIOQUIA;7.052997;-73.91545;75.8952;27.820524;42392.62582;25.5681;31461.06412;40100.70521;19027.39931;104652.9298;25939.7624;19272.65711;24298.48121;34;-25.78125;-107.55002;-117.5362985;18.86501525
ANTIOQUIA;7.029536;-73.926294;76.2;27.819;42346.04317;24.083;34113.52883;42259.23673;20237.90278;105927.3411;26276.57257;16485.2417;25547.07798;34;-31.46875;-113.05002;-119.768372;19.20210692
ANTIOQUIA;7.068386;-73.898219;75.2856;27.823572;42442.11613;25.5681;28907.68942;37693.20974;17328.83814;104578.4917;25800.69891;21779.75279;24187.51354;34;-25.78125;-107.55002;-117.0743455;18.72314019
ANTIOQUIA;7.047608;-73.917239;75.5904;27.822048;42387.80299;25.5681;32010.41291;40517.80045;19197.19481;104989.0851;26223.90862;18677.24349;24634.41691;34;-31.46875;-107.55002;-117.5444781;22.39293923
ANTIOQUIA;7.058458;-73.913622;76.2;27.819;42396.16665;25.5681;30906.1881;39682.16085;18873.43986;104316.096;25573.7965;19879.04348;23959.11005;34;-25.78125;-107.55002;-117.5362985;20.91386982
ANTIOQUIA;7.022328;-73.931725;76.2;27.819;42315.32659;22.1801;35099.98324;43146.90746;20905.67848;106189.7954;26180.78672;15487.90709;25783.72174;34;-31.46875;-113.05002;-119.768372;20.30346373
ANTIOQUIA;7.063892;-73.911767;72.5424;27.837288;42398.34255;25.5681;30354.25763;39267.80955;18736.53217;103986.2722;25222.79024;20486.57288;23623.93506;34;-25.78125;-107.55002;-117.5362985;21.86755617
ANTIOQUIA;7.054747;-73.920694;76.2;27.819;42366.4894;25.5681;31762.79705;40560.80704;19618.31904;104135.9778;25446.03542;19091.83158;23781.71196;34;-25.40625;-107.55002;-115.7754394;21.28625221
ANTIOQUIA;7.065697;-73.899136;68.58;27.8571;42443.71973;25.5681;29183.57923;37897.99598;17381.96542;104737.6467;25957.71927;21483.13962;24353.44896;34;-25.78125;-107.55002;-118.1612985;18.69529209
ANTIOQUIA;7.051194;-73.919075;74.9808;27.825096;42376.55745;25.5681;31891.48683;40547.26246;19416.01155;104553.4921;25870.55077;18875.02099;24199.05807;34;-25.40625;-107.55002;-115.7754394;20.49661087
ANTIOQUIA;7.045803;-73.911814;73.7616;27.831192;42415.4681;25.5681;31712.63833;40050.78241;18592.86613;105522.7817;26820.26394;18889.70958;25168.56393;34;-29.34375;-107.55002;-119.0243577;20.37799583
ANTIOQUIA;7.017008;-73.933422;81.0768;27.794616;42304.93043;22.1801;35647.36138;43576.90385;21161.83965;106543.4611;26346.02584;14913.11163;26120.16463;34;-31.46875;-113.05002;-118.1911659;20.19812188
ANTIOQUIA;7.062072;-73.915431;72.5424;27.837288;42384.79659;25.5681;30791.53588;39718.26859;19114.01953;103881.0125;25134.47082;20088.8907;23523.24682;34;-25.78125;-107.55002;-117.5362985;17.31678829
ANTIOQUIA;7.031294;-73.92255;71.9328;27.840336;42366.58774;25.5681;33681.9402;41802.16833;19812.37258;106030.0428;26537.79774;16896.42416;25658.69999;34;-31.46875;-113.05002;-119.768372;18.63301542
ANTIOQUIA;7.022308;-73.922681;73.4568;27.832716;42367.82142;23.1461;34396.20779;42253.31467;19912.52008;106803.0444;27029.61107;16129.76811;26418.46724;34;-31.46875;-113.05002;-119.768372;19.3466619
ANTIOQUIA;7.015092;-73.928011;80.4672;27.797664;42337.23903;22.1801;35378.89457;43140.82331;20599.24663;107074.5525;26961.05334;15142.0526;26662.86631;34;-40.125;-113.05002;-121.9851985;20.40584393
ANTIOQUIA;7.027736;-73.929914;74.0664;27.829668;42325.69396;24.083;34539.1519;42705.95008;20651.48577;105838.5766;26034.87503;16081.28744;25447.72465;34;-31.46875;-113.05002;-119.768372;18.91225346
ANTIOQUIA;7.071108;-73.906369;74.676;27.82662;42409.4511;25.5681;29380.44452;38423.51354;18267.39641;103763.194;24983.10654;21482.57345;23384.21872;34;-25.78125;-107.55002;-116.6101985;19.99071708
ANTIOQUIA;7.016831;-73.924472;75.5904;27.822048;42358.14603;23.1461;34968.99618;42705.1498;20184.75952;107160.3577;27183.49895;15546.90333;26761.77521;34;-31.46875;-113.05002;-119.768372;19.48116796
ANTIOQUIA;7.018692;-73.920867;73.152;27.83424;42378.93601;23.1461;34544.93139;42256.7996;19762.17542;107241.6915;27410.11809;15968.22677;26854.85997;34;-31.46875;-113.05002;-119.768372;17.9864239
ANTIOQUIA;7.012303;-73.920164;78.6384;27.806808;42384.11057;23.1461;35007.16389;42517.82159;19791.26707;107847.6283;27855.12903;15513.38512;27450.77769;34;-40.125;-113.05002;-121.9851985;18.54770193
ANTIOQUIA;7.024108;-73.919053;74.0664;27.829668;42388.06632;23.1461;33974.06504;41805.7588;19492.64556;106893.423;27270.59081;16545.23755;26518.3769;34;-31.46875;-113.05002;-119.768372;18.7180769
ANTIOQUIA;7.078331;-73.900903;75.2856;27.823572;42414.90518;27.2173;28401.97486;37579.34845;17834.47672;103553.5573;24785.68818;22483.59292;23149.58324;34;-25.78125;-107.55002;-116.6101985;18.1886723
ANTIOQUIA;7.012539;-73.929011;85.344;27.77328;42331.17565;22.1801;35658.75518;43369.16811;20751.46093;107231.9092;27026.44041;14858.29797;26811.32876;34;-40.125;-113.05002;-121.9851985;17.82615884
ANTIOQUIA;7.020497;-73.917244;73.7616;27.831192;42399.31978;23.1461;34124.62461;41809.53218;19339.55185;107330.9319;27647.05077;16387.86067;26953.99218;34;-31.46875;-113.05002;-119.768372;18.65091363
ANTIOQUIA;7.074717;-73.899131;74.676;27.82662;42427.34062;25.5681;28515.34415;37534.40088;17557.73613;103983.5003;25212.55673;22276.01302;23582.15939;34;-25.78125;-107.55002;-117.0743455;18.22399751
ANTIOQUIA;7.029739;-73.928183;72.8472;27.835764;42335.35141;24.083;34247.68632;42437.99541;20444.5756;105781.1619;26085.305;16373.57699;25397.489;34;-31.46875;-113.05002;-119.768372;19.15048514
ANTIOQUIA;7.065606;-73.917044;74.9808;27.825096;42374.43902;25.5681;30672.14843;39742.31279;19339.28052;103466.6968;24715.5983;20311.09474;23107.94801;34;-25.40625;-107.55002;-115.7754394;16.39237661
ANTIOQUIA;7.067481;-73.913608;72.8472;27.835764;42386.7193;25.5681;30248.58492;39313.65542;18992.43248;103551.5671;24785.25201;20695.6079;23187.97255;34;-25.78125;-107.55002;-116.6101985;14.96433023
ANTIOQUIA;7.027719;-73.920847;72.5424;27.837288;42377.01258;25.5681;33827.56101;41805.26489;19653.04057;106457.0162;26897.71247;16714.14991;26083.81285;34;-31.46875;-113.05002;-119.768372;14.42165206
ANTIOQUIA;7.017492;-73.918225;71.628;27.84186;42394.46494;23.1461;34441.0002;42059.32436;19491.08513;107525.8196;27728.10209;16072.90337;27142.46973;34;-31.46875;-113.05002;-119.768372;16.05832201
ANTIOQUIA;7.049414;-73.918125;75.5904;27.822048;42382.3157;25.5681;31946.65309;40528.10676;19302.15489;104772.3962;26049.9323;18778.33184;24417.86455;34;-31.46875;-107.55002;-117.5444781;20.22226857
ANTIOQUIA;7.061372;-73.908261;73.7616;27.831192;42415.64635;25.5681;30250.33995;39012.01141;18318.22039;104448.8545;25681.69478;20489.90784;24084.94784;34;-25.78125;-107.55002;-117.5362985;28.20815456
ANTIOQUIA;7.021517;-73.938306;76.2;27.819;42276.32494;22.1801;35684.10553;43839.74153;21638.22554;105819.9764;25620.35624;14972.11252;25392.47161;34;-31.46875;-113.05002;-118.1911659;25.9805894
ANTIOQUIA;7.059364;-73.911808;73.7616;27.831192;42403.13329;25.5681;30690.09306;39458.73298;18683.79624;104367.3434;25615.38938;20078.15399;24008.53746;34;-25.78125;-107.55002;-117.5362985;30.77692598
ANTIOQUIA;7.049503;-73.918131;72.5424;27.837288;42382.23086;25.5681;31940.48284;40524.82391;19303.2213;104764.3465;26045.14345;18785.84446;24409.82876;34;-31.46875;-107.55002;-117.5444781;29.72803665
ANTIOQUIA;7.061203;-73.908231;73.7616;27.831192;42415.97565;25.5681;30260.42303;39015.99109;18312.78386;104465.2885;25698.38636;20476.93288;24101.50923;34;-25.78125;-107.55002;-117.5362985;33.98431266
ANTIOQUIA;7.07565;-73.910617;74.3712;27.828144;42387.45539;27.2173;29414.99118;38689.37084;18821.67276;103076.4168;24296.42287;21629.14372;22698.25546;34;-25.78125;-107.55002;-116.6101985;18.55043643
ANTIOQUIA;7.055742;-73.919011;72.5424;27.837288;42373.8569;25.5681;31550.60947;40346.98866;19440.94829;104168.6309;25463.66048;19288.54505;23814.35942;34;-25.40625;-107.55002;-115.7754394;29.49843962
ANTIOQUIA;7.060333;-73.906375;74.3712;27.828144;42424.56395;25.5681;30173.71833;38862.76756;18098.22661;104670.9767;25901.49578;20524.08081;24305.85078;34;-25.78125;-107.55002;-117.5362985;29.38920349
ANTIOQUIA;7.047633;-73.926286;71.3232;27.843384;42341.58325;24.083;32747.16844;41434.52196;20196.38253;104358.8852;25324.16068;18093.27054;23999.07757;34;-31.46875;-107.55002;-117.5444781;32.82580925
ANTIOQUIA;7.055764;-73.919103;72.5424;27.837288;42373.40721;25.5681;31556.60804;40355.46694;19451.26909;104160.3029;25455.77363;19284.69622;23806.03793;34;-25.40625;-107.55002;-115.7754394;31.52955466
ANTIOQUIA;7.053939;-73.913619;73.152;27.83424;42400.30931;25.5681;31241.49804;39873.80724;18832.33952;104701.1762;25974.79083;19477.09494;24346.02023;34;-25.78125;-107.55002;-117.5362985;32.68536321
ANTIOQUIA;7.018611;-73.938978;80.1624;27.799188;42271.74051;22.1801;35960.60436;44047.44281;21748.42804;106031.4759;25738.16464;14670.73691;25594.09397;34;-31.46875;-113.05002;-118.1911659;17.92276378
ANTIOQUIA;7.062083;-73.910892;73.7616;27.831192;42404.01915;25.5681;30414.22998;39252.02834;18616.0728;104201.6587;25439.82963;20380.65867;23839.97326;34;-25.78125;-107.55002;-117.5362985;29.9827056
ANTIOQUIA;7.085281;-73.905672;75.2856;27.823572;42387.24569;27.2173;28319.88083;37822.91301;18530.55946;102628.0671;23863.84086;22818.69047;22222.02682;34;-27.0625;-107.55002;-116.2042189;28.46965301
ANTIOQUIA;7.022872;-73.941233;74.676;27.82662;42259.13872;22.1801;35815.31784;44066.3052;21944.64798;105505.2836;25268.10836;14902.88142;25071.6454;34;-31.46875;-113.05002;-118.1911659;32.02857571
ANTIOQUIA;7.075628;-73.906367;74.676;27.82662;42402.28024;27.2173;29055.82135;38248.85725;18360.99277;103384.0672;24604.79127;21891.4369;22997.56726;34;-25.78125;-107.55002;-116.6101985;24.95734499
ANTIOQUIA;7.0621;-73.910972;73.7616;27.831192;42403.66837;25.5681;30419.58557;39259.52993;18625.07105;104194.5381;25432.89719;20376.984;23832.91966;34;-25.78125;-107.55002;-117.5362985;27.99099305
ANTIOQUIA;7.065653;-73.912628;73.7616;27.831192;42392.79954;25.5681;30298.09741;39285.32152;18856.57918;103775.9733;25010.96568;20590.87389;23412.98446;34;-25.78125;-107.55002;-117.5362985;27.96069864
ANTIOQUIA;7.077714;-73.897986;76.8096;27.815952;42424.77656;27.2173;28202.08325;37300.14938;17505.11682;103817.005;25055.01794;22617.71464;23409.25161;34;-25.78125;-107.55002;-117.0743455;24.23370143
ANTIOQUIA;7.060258;-73.919047;72.2376;27.838812;42370.31956;25.5681;31224.78928;40163.59235;19489.47689;103780.4753;25056.58993;19697.08879;23425.40006;34;-25.40625;-107.55002;-115.7754394;20.93950068
ANTIOQUIA;7.039481;-73.924472;72.8472;27.835764;42353.79828;25.5681;33207.94345;41613.07556;19989.76026;105188.4702;25915.3388;17478.49678;24823.60994;34;-31.46875;-113.05002;-117.5444781;21.46167051
ANTIOQUIA;7.078339;-73.909989;74.0664;27.829668;42385.59484;27.2173;29172.8683;38524.06135;18814.40548;102895.8163;24115.91217;21915.2292;22512.09997;34;-25.78125;-107.55002;-116.6101985;20.20282449
ANTIOQUIA;7.065692;-73.912708;73.7616;27.831192;42392.42875;25.5681;30301.96293;39291.99761;18865.92544;103766.9845;25002.10248;20589.35035;23404.04828;34;-25.78125;-107.55002;-117.5362985;25.2992066
ANTIOQUIA;7.060317;-73.900939;74.3712;27.828144;42445.78251;25.5681;29735.30008;38308.94379;17501.2352;105060.4361;26282.56959;20893.42315;24687.65756;34;-25.78125;-107.55002;-117.5362985;19.45378811
ANTIOQUIA;7.028794;-73.928014;73.152;27.83424;42336.42301;24.083;34306.96699;42466.08535;20433.31812;105875.0614;26154.65569;16302.86338;25490.18132;34;-31.46875;-113.05002;-119.768372;18.17682259
ANTIOQUIA;7.017922;-73.936447;80.772;27.79614;42286.86576;22.1801;35813.63959;43830.53352;21480.26861;106260.9016;26012.33197;14781.79427;25830.21389;34;-31.46875;-113.05002;-118.1911659;19.39117428
ANTIOQUIA;7.069994;-73.908086;74.676;27.82662;42404.85642;25.5681;29604.53425;38644.60064;18433.33154;103733.6972;24954.93726;21272.24008;23359.38487;34;-25.78125;-107.55002;-116.6101985;29.10229878
ANTIOQUIA;7.068392;-73.902747;73.7616;27.831192;42426.59522;25.5681;29278.24621;38158.25553;17822.4038;104251.6405;25471.45972;21476.48946;23870.11697;34;-25.78125;-107.55002;-116.6101985;20.3557693
ANTIOQUIA;7.028808;-73.9281;76.5048;27.817476;42335.93336;24.083;34312.70756;42473.99154;20442.68172;105867.9996;26145.69785;16298.19974;25482.96386;34;-31.46875;-113.05002;-119.768372;20.17385733
ANTIOQUIA;7.054856;-73.902761;73.152;27.83424;42446.26651;25.5681;30297.69592;38731.19362;17643.41632;105391.4701;26623.93925;20297.71071;25027.46411;34;-25.78125;-107.55002;-117.5362985;24.63120951
ANTIOQUIA;7.070022;-73.908169;76.2;27.819;42404.50915;25.5681;29609.45587;38652.06869;18442.88851;103725.3931;24946.68034;21269.46962;23351.18015;34;-25.78125;-107.55002;-116.6101985;25.07744498
ANTIOQUIA;7.080147;-73.906367;74.676;27.82662;42394.588;27.2173;28736.46793;38080.20736;18467.84004;103005.9095;24230.81641;22303.79343;22610.86126;34;-25.78125;-107.55002;-116.6101985;24.90390736
ANTIOQUIA;7.034053;-73.9263;72.2376;27.838812;42345.17885;24.083;33767.19463;42046.7836;20209.87666;105533.9379;26026.93593;16878.19109;25160.13853;34;-31.46875;-113.05002;-117.5444781;19.51797989
ANTIOQUIA;7.066564;-73.906283;76.8096;27.815952;42416.48883;25.5681;29704.42067;38595.77708;18177.05478;104151.6602;25373.8817;21081.2558;23779.08241;34;-25.78125;-107.55002;-117.5362985;22.31664565
ANTIOQUIA;7.070028;-73.901842;75.2856;27.823572;42427.02704;25.5681;29083.19661;37999.35636;17754.11585;104179.5704;25400.09719;21681.24395;23793.45284;34;-25.78125;-107.55002;-116.6101985;29.98228132
ANTIOQUIA;7.076528;-73.900039;76.8096;27.815952;42421.03936;27.2173;28459.39538;37558.34865;17697.71751;103766.5825;24997.07415;22377.86252;23363.92;34;-25.78125;-107.55002;-116.6101985;24.04699608
ANTIOQUIA;7.072928;-73.898192;77.4192;27.812904;42433.71509;25.5681;28568.76331;37507.70582;17416.62341;104200.8595;25428.68883;22179.96602;23800.80344;34;-25.78125;-107.55002;-117.0743455;19.58065457
ANTIOQUIA;7.082439;-73.902517;74.9808;27.825096;42402.02109;27.2173;28246.92139;37595.0093;18114.30001;103094.1145;24331.4482;22752.889;22686.9855;34;-25.78125;-107.55002;-116.6101985;19.71539362
ANTIOQUIA;7.066583;-73.906369;76.8096;27.815952;42416.13814;25.5681;29710.13323;38603.84965;18186.76221;104143.9042;25366.19717;21077.31951;23771.43786;34;-25.78125;-107.55002;-117.5362985;20.17518712
ANTIOQUIA;7.021853;-73.927539;74.9808;27.825096;42339.79672;22.1801;34808.91967;42755.68649;20451.55307;106513.6619;26599.70512;15740.94931;26117.36792;34;-31.46875;-113.05002;-119.768372;19.87732077
ANTIOQUIA;7.074269;-73.896336;78.0288;27.809856;42436.71512;25.5681;28317.03239;37263.21425;17245.34626;104223.7865;25458.05161;22422.09381;23817.92796;34;-25.78125;-107.55002;-117.0743455;22.63816029
ANTIOQUIA;7.080067;-73.903356;77.724;27.81138;42404.12837;27.2173;28485.62419;37769.50827;18141.97307;103230.7662;24460.94186;22484.40337;22828.74046;34;-25.78125;-107.55002;-116.6101985;23.68838778
ANTIOQUIA;7.063933;-73.907231;76.8096;27.815952;42416.47589;25.5681;29976.25876;38800.46916;18240.18891;104305.7921;25532.26496;20785.00609;23937.88008;34;-25.78125;-107.55002;-117.5362985;20.30141441
ANTIOQUIA;7.057764;-73.9063;77.4192;27.812904;42428.09076;25.5681;30360.51657;38964.35997;18060.85816;104893.6827;26128.95444;20304.39457;24530.9373;34;-25.78125;-107.55002;-117.5362985;25.1889279
ANTIOQUIA;7.021814;-73.927461;74.9808;27.825096;42340.25332;22.1801;34805.89499;42749.89893;20443.46512;106522.3447;26609.29768;15743.20802;26126.16475;34;-31.46875;-113.05002;-119.768372;23.28468107
ANTIOQUIA;7.075889;-73.89705;77.4192;27.812904;42431.27653;27.2173;28257.1194;37273.58861;17360.02656;104036.986;25273.1087;22517.41235;23630.10256;34;-25.78125;-107.55002;-117.0743455;19.2001493
ANTIOQUIA;7.065681;-73.903653;77.724;27.81138;42427.5746;25.5681;29553.11586;38361.65121;17875.33648;104414.4142;25635.10843;21176.80562;24038.7022;34;-25.78125;-107.55002;-117.5362985;19.58193663
ANTIOQUIA;7.054833;-73.916236;75.8952;27.820524;42387.52076;25.5681;31388.93525;40102.12939;19127.7208;104440.9584;25724.3739;19384.96034;24086.36095;34;-25.78125;-107.55002;-117.5362985;22.20328402
ANTIOQUIA;7.064747;-73.909908;73.4568;27.832716;42404.85302;25.5681;30137.5631;39042.05236;18545.26934;104046.1699;25276.47748;20683.06083;23680.87359;34;-25.78125;-107.55002;-117.5362985;19.95395372
ANTIOQUIA;7.026817;-73.922586;73.4568;27.832716;42367.46559;25.5681;34033.76611;42021.70309;19852.89199;106416.7047;26782.13376;16513.52651;26039.27941;34;-31.46875;-113.05002;-119.768372;20.1367264
ANTIOQUIA;7.053103;-73.919922;65.8368;27.870816;42371.24846;25.5681;31819.79531;40551.63702;19521.26133;104330.7485;25643.88055;18992.06099;23976.42211;34;-25.40625;-107.55002;-115.7754394;25.34269215
ANTIOQUIA;7.029633;-73.931239;77.4192;27.812904;42318.01167;24.083;34499.45342;42748.23944;20782.2481;105583.0816;25801.17894;16158.69001;25192.65695;34;-31.46875;-113.05002;-119.768372;18.75898838
ANTIOQUIA;7.062931;-73.913622;76.2;27.819;42391.67108;25.5681;30578.46735;39497.47215;18926.70808;103936.1074;25180.56409;20281.37264;23576.346;34;-25.78125;-107.55002;-117.5362985;20.24944839
ANTIOQUIA;7.052136;-73.917233;75.8952;27.820524;42384.8364;25.5681;31670.79169;40319.233;19218.38456;104601.5835;25902.449;19079.10266;24247.36921;34;-25.40625;-107.55002;-115.7754394;21.77256844
ANTIOQUIA;7.017656;-73.939669;65.8368;27.870816;42267.35035;22.1801;36088.93569;44162.60428;21837.15418;106069.8606;25734.88987;14540.4539;25627.44284;34;-31.46875;-113.05002;-118.1911659;23.6898651
ANTIOQUIA;7.029544;-73.931236;74.3712;27.828144;42318.03361;24.083;34506.00514;42752.13507;20782.58309;105591.0612;25806.52961;16151.03511;25200.48259;34;-31.46875;-113.05002;-119.768372;24.56462416
ANTIOQUIA;7.062978;-73.913694;76.2;27.819;42391.31754;25.5681;30581.03905;39502.95683;18935.23196;103927.0174;25171.58765;20281.0419;23567.2851;34;-25.78125;-107.55002;-117.5362985;26.22990939
ANTIOQUIA;7.049422;-73.922664;74.676;27.82662;42359.61481;25.5681;32317.12071;40988.83813;19803.26997;104455.7061;25596.67168;18484.75759;24099.49747;34;-31.46875;-107.55002;-117.5444781;23.40059163
ANTIOQUIA;7.08395;-73.908172;74.676;27.82662;42382.17495;27.2173;28627.6726;38131.65737;18760.94552;102557.5685;23785.08101;22544.26632;22159.10846;34;-27.0625;-107.55002;-116.2042189;16.61419026
ANTIOQUIA;7.058433;-73.918064;75.8952;27.820524;42376.24948;25.5681;31275.37288;40137.83046;19361.79426;104005.2701;25283.62297;19592.39885;23650.36564;34;-25.40625;-107.55002;-115.7754394;24.65738212
ANTIOQUIA;7.06745;-73.91545;76.2;27.819;42379.23264;25.5681;30405.99351;39505.04244;19193.26111;103423.2895;24662.04641;20578.56041;23061.71163;34;-25.78125;-107.55002;-116.6101985;23.52591585
ANTIOQUIA;7.0765;-73.909003;76.8096;27.815952;42391.85619;27.2173;29217.64159;38489.75298;18665.67979;103121.0689;24340.99075;21806.56825;22738.47195;34;-25.78125;-107.55002;-116.6101985;20.32091694
ANTIOQUIA;7.073828;-73.909964;77.4192;27.812904;42392.45767;25.5681;29488.20089;38690.46515;18712.33289;103276.463;24496.82378;21502.35025;22899.86839;34;-25.78125;-107.55002;-116.6101985;24.27680636
ANTIOQUIA;7.048428;-73.915456;74.9808;27.825096;42395.98302;25.5681;31804.51712;40300.97666;19003.31642;105043.2991;26350.58379;18868.78833;24689.03863;34;-29.34375;-107.55002;-119.0243577;20.39804478
ANTIOQUIA;7.046869;-73.910022;75.2856;27.823572;42423.07627;25.5681;31488.33051;39821.86846;18397.78813;105557.288;26840.45998;19106.06152;25202.76277;34;-29.34375;-107.55002;-119.0243577;21.67635754
ANTIOQUIA;7.081053;-73.904536;74.9808;27.825096;42398.66862;27.2173;28516.5478;37856.15346;18294.10209;103062.9224;24292.48061;22500.32295;22661.64196;34;-25.78125;-107.55002;-116.6101985;19.34001162
ANTIOQUIA;7.074108;-73.901061;82.6008;27.786996;42422.41157;25.5681;28720.14418;37757.68087;17753.04299;103894.5229;25119.3876;22095.18722;23498.96704;34;-25.78125;-107.55002;-116.6101985;20.82050793
ANTIOQUIA;7.067453;-73.909011;76.8096;27.815952;42404.8857;25.5681;29865.83032;38840.76512;18489.73422;103881.6378;25106.30514;20983.99751;23512.09015;34;-25.78125;-107.55002;-116.6101985;20.06296275
ANTIOQUIA;7.08105;-73.904619;74.9808;27.825096;42398.41982;27.2173;28523.84091;37864.91617;18302.93873;103057.1522;24286.53631;22494.8801;22656.06284;34;-25.78125;-107.55002;-116.6101985;22.40781514
ANTIOQUIA;7.032242;-73.925386;75.5904;27.822048;42350.62312;24.083;33833.09999;42040.25588;20119.06867;105753.7865;26213.59982;16782.08456;25379.07948;34;-31.46875;-113.05002;-119.768372;24.1026776
ANTIOQUIA;7.067489;-73.900047;77.4192;27.812904;42437.50942;25.5681;29123.71784;37917.5338;17511.94364;104521.7586;25742.08188;21577.60912;24136.34513;34;-25.78125;-107.55002;-116.6101985;21.32261584
ANTIOQUIA;7.067497;-73.909086;76.8096;27.815952;42404.53854;25.5681;29868.88261;38846.73401;18498.65853;103872.568;25097.29113;20983.146;23503.0761;34;-25.78125;-107.55002;-116.6101985;24.54035427
