DEPART;Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
HUILA;3.165297;-75.241158;448;25.96;45059.04471;-2.4715;12526.11618;29090.48648;12511.79605;25390.63296;29881.01846;163942.7797;14242.73341;30;-92.0625;-142.275;-193.4495711;24.25519953
META;4.027192;-73.457567;301.1424;26.694288;36172.77716;-127.9274;25420.15381;74047.50869;9479.393534;53693.5046;51576.45784;264750.2385;23674.05503;32;-33.46875;-61.149994;-103.2557658;23.03741374
CASANARE;5.766246;-71.959514;288.9504;26.755248;37107.15985;-40.8309;43075.62591;70033.45028;6610.576086;145085.5114;49872.41462;118578.5815;988.7861241;36;-33.625;-59.024994;-98.61572077;22.73000795
BOLÍVAR;9.844858;-75.071586;244.7544;26.976228;34491.32895;-9.8311;11704.9019;30619.47793;14374.59248;178588.4009;19338.13228;344357.6701;26662.83246;20;38.625;40.19998;11.33163269;18.71677377
TOLIMA;3.703494;-74.996108;299.9232;26.700384;45418.33142;-30.7724;12081.72079;59410.14451;7184.732022;54370.34282;42234.42583;167630.7159;34552.82364;28;-91.1875;-103.17502;-155.3502414;26.47123431
TOLIMA;3.929978;-75.204189;359.3592;26.403204;43862.84525;-40.078;4576.271698;69651.24531;1265.35752;25522.2255;19317.2711;142006.4438;15648.67871;24;-27.53125;-105.274994;-136.8296561;35.30373123
TOLIMA;5.054764;-74.885264;320.04;26.5998;42921.4409;21.3226;2582.080012;50725.89563;12820.25241;15810.7969;33095.09141;129444.7109;3029.972622;30;-38.09375;-32.899994;-88.12170645;21.94252669
HUILA;3.096158;-75.343798;431.9016;26.040492;45504.964;-2.7063;746.114094;39009.75921;5976.189984;16995.53762;35540.21546;155526.6784;7637.8985;30;-99.9375;-114.100006;-159.7006833;24.43609626
SANTANDER;6.873347;-74.022353;81.3816;27.793092;41418.78374;19.1805;38987.32913;60300.16977;25920.81519;105839.0763;27762.72267;4398.680303;27875.23976;36;-26;-117.125;-115.604668;19.81863711
META;2.94;-73.21;227.9904;27.060048;33596.10321;73.8007;78702.9733;76480.20303;68664.92374;69698.53371;81861.68314;310961.017;66458.33983;34;-12.96875;-7.075012;-27.16261406;31.94301677
CUNDINAMARCA;4.622933;-74.746922;912;23.64;43070.3803;5.3871;8493.452037;37871.30497;3634.826525;64315.12719;29671.35489;178816.9381;19693.62103;32;-33.53125;-107.32501;-195.0128888;21.39984725
CUNDINAMARCA;4.633847;-74.742367;714.1464;24.629268;43098.28697;13.2279;9658.129799;37303.74869;4908.757814;63440.88446;28376.42646;177964.2472;18471.3082;32;-33.53125;-73.774994;-151.3604352;18.99095652
CUNDINAMARCA;4.637925;-74.734886;948;23.46;43132.78368;13.2279;10579.15095;36460.22661;5763.700446;63403.07218;27564.9333;177938.0217;18023.26636;32;-33.53125;-73.774994;-151.3604352;15.20579537
PUTUMAYO;0.574694;-76.880524;418.1856;26.109072;39568.8297;-14.26;21480.3341;30966.47176;22552.93707;79826.43013;57836.23548;325981.0112;20930.45825;20;-17.5625;-30.975006;-74.61151549;24.97575679
NORTE DE SANTANDER;7.674511;-73.575864;62.1792;27.889104;38741.62671;22.5455;12059.85341;36582.97546;23844.75991;103490.404;38559.47985;97419.89312;31112.32629;36;-37.6875;-127.95001;-133.6347372;20.64813836
NORTE DE SANTANDER;7.68205;-73.579092;62.1792;27.889104;38696.87758;22.5281;11408.00225;36356.22137;24491.49637;103022.8739;38263.97665;97963.98143;30941.93701;36;-37.6875;-127.95001;-133.6347372;20.12313676
TOLIMA;3.860369;-74.927278;298.0944;26.709528;44827.5632;-44.3435;13319.80573;43134.33704;6291.899932;43324.45493;35564.1731;173112.9834;35045.58167;28;-88.5;-127.82501;-166.8628393;24.83074071
CUNDINAMARCA;5.729919;-74.591683;243.84;26.9808;38796.15614;8.6612;15326.22695;46019.35348;7378.470487;34755.13503;25375.55008;103934.1074;19851.05098;30;-8.46875;-61.950012;-79.50929323;21.1859941
SANTANDER;7.123386;-73.516403;161.544;27.39228;41859.20347;25.8739;8215.494445;10605.04659;9572.144493;132493.9868;58185.7831;60243.65883;19911.23707;36;-82.09375;-128.25;-153.1696911;20.52409381
META;4.048622;-73.476344;313.944;26.63028;36239.28274;-127.6378;22475.3538;71327.19195;10795.60385;56535.74777;51302.79864;265763.9375;20894.99167;32;-33.46875;-80.125;-110.7551088;23.57684996
PUTUMAYO;0.568678;-76.451378;261.2136;26.893932;35451.84264;-2.0268;48123.22553;74880.65697;49730.28914;115823.0942;67610.04556;326812.7223;49801.84109;22;-15.5625;-34.825012;-62.7440574;25.63746827
PUTUMAYO;0.554622;-76.468564;269.4432;26.852784;35474.95882;-2.0268;47279.08344;73470.21456;49852.09689;117735.5729;67954.19978;328223.304;49713.34052;22;-15.5625;-33.225006;-58.77611867;26.84874368
TOLIMA;3.829583;-75.312411;386;26.27;44260.08157;-28.6453;7601.416554;84035.39231;5137.756131;39359.33828;27304.33218;130817.0155;26470.64677;24;-120.78125;-87.55002;-149.2037972;24.54555384
CUNDINAMARCA;4.883975;-74.665497;1384.4016;21.277992;43476.72822;25.2419;1031.465413;38971.25521;5762.091558;46619.48225;7031.56319;158385.8364;7096.958774;32;10.4375;-27.175018;-167.1071446;15.56730046
PUTUMAYO;0.41995;-76.583692;255.1176;26.924412;35564.14872;-10.2026;48475.45033;67929.05223;56671.36839;117073.9252;76716.4173;342468.0823;56416.49203;22;-0.8125;-17.274994;-46.43386751;26.91403518
CUNDINAMARCA;5.045519;-74.650814;625;25.075;42977.62461;19.8676;1626.039618;48838.87994;4288.547459;35181.6532;21382.49356;144940.7064;7969.744382;32;-46.4375;-53.17502;-123.4624125;32.18970959
HUILA;2.080883;-75.933261;1134.4656;22.527672;45073.05695;-11.6822;8943.544792;92800.92347;5807.655255;60625.98238;16293.90733;178872.6737;273.6531121;24;-158.5625;-26.600006;-182.7832446;26.36618091
HUILA;2.983689;-75.263936;454.4568;25.927716;45086.8237;-5.049;6686.371118;31968.38124;13097.52873;6562.728429;23207.20914;167954.4257;12446.89248;32;-126.6875;-131.15;-180.8652976;22.0409666
ARAUCA;6.914019;-71.171625;144.78;27.4761;36882.24257;-44.3795;104626.6653;95144.1313;69309.73249;265661.5958;96187.30133;217011.7778;69729.99837;36;-4.28125;-34.17502;-52.63230123;25.60641992
CASANARE;5.162636;-71.079858;125.2728;27.573636;35161.24952;-3.6934;137039.8016;180016.6514;119806.6861;251192.4481;162849.6042;30394.63453;20898.81504;30;-3.71875;-29.350006;-42.63629492;29.01559288
ARAUCA;6.940776;-71.158883;144.78;27.4761;36931.7864;-36.9063;105723.0328;97024.284;72018.66439;268335.8894;99085.70227;220040.2806;72323.08939;36;0.0625;-34.17502;-49.77633996;28.50545943
NARIÑO;2.242222;-78.520603;18;28.11;31175.06897;13.345;84973.93573;95005.01971;88793.7348;147352.3894;143146.6327;248717.9947;88323.99399;26;32.40625;6.875;19.27787537;18.44898494
MAGDALENA;10.689419;-74.596614;2.4384;28.187808;30445.48482;-50.2368;46490.27199;47013.74191;46384.21474;188444.2932;59689.01611;294120.0171;52661.97855;18;7.84375;-3.649994;-1.272799996;27.99493813
BOLÍVAR;8.34695;-73.7031;63.3984;27.883008;36356.42732;23.1438;14856.49806;32937.75781;10882.17605;59947.40025;23301.47248;162379.8088;10923.56285;30;-37.59375;-37.399994;-45.8727964;25.15191316
MAGDALENA;9.327979;-74.207824;35.6616;28.021692;37783.74908;-54.385;47892.51373;50072.66383;58126.65487;95987.73861;46999.43022;267894.4888;61974.76575;24;-4.90625;-35.125;-45.8551023;24.04679685
BOLÍVAR;9.0146;-74.690439;16.1544;28.119228;37097.77104;-6.5597;64760.57605;68102.13868;50910.79242;79140.64671;67823.63735;243923.4292;66520.03933;22;2.25;-42.30002;-49.63141031;20.74727884
BOLÍVAR;9.007342;-74.671533;17.0688;28.114656;37100.08036;-14.8772;63257.02257;66673.73182;48768.21421;77210.6767;65757.70132;242532.4409;64872.99418;22;0.75;-42.30002;-46.79448778;20.02335201
BOLÍVAR;9.254244;-74.433914;24.9936;28.075032;37514.23714;-38.469;65080.44001;74487.41849;58342.17901;90462.27835;57057.93887;262934.534;85713.30205;22;-9.34375;-42.30002;-43.80907768;23.49923882
HUILA;3.239333;-75.276606;418.7952;26.106024;45077.52102;-2.5241;7221.748123;36033.58973;5575.797254;32614.63428;38367.45326;156268.038;5209.778421;30;-102.15625;-124.975006;-168.4329892;24.5294423
HUILA;3.217831;-75.285519;417.576;26.11212;45120.59973;-1.9007;9794.284788;35837.15894;5134.895277;30148.13157;37423.06938;156666.1057;6887.573519;30;-89.8125;-124.975006;-166.4774464;19.9845554
HUILA;2.970037;-75.176802;680.0088;24.799956;44753.53047;-6.433;11669.3653;23822.37535;4148.720071;15019.21914;13402.48084;177571.421;16539.85834;32;-55;-58.42502;-128.1734969;50.87908661
HUILA;2.958343;-75.19047;635.508;25.02246;44765.96997;-6.433;10312.82414;25793.54783;4781.778414;13335.35025;14806.22905;176588.1614;14544.43709;32;-59.15625;-58.42502;-130.9416253;20.2285849
HUILA;2.965439;-75.181011;672;24.84;44754.85027;-6.433;11259.50075;24486.40774;4617.054866;14475.76307;13808.24457;177304.5155;15855.25725;32;-55;-58.42502;-125.3230565;23.58009797
HUILA;2.951329;-75.190046;693.42;24.7329;44753.46792;-6.433;9549.581736;26170.91962;4229.633848;13327.75914;14751.17218;176903.7354;14100.56964;32;-59.15625;1.0249939;-130.9416253;23.32465895
HUILA;2.941687;-75.198214;604.1136;25.179432;44760.89515;-6.433;8403.562682;27518.13717;4506.751076;12418.86969;15711.64805;176433.5655;12736.9795;32;-52.625;1.0249939;-125.8159683;22.46503389
HUILA;2.946867;-75.194111;588;25.26;44757.30626;-6.433;9007.261671;26820.07657;4331.369199;12864.50829;15218.80751;176655.2946;13443.10086;32;-52.625;1.0249939;-125.8159683;22.17611106
HUILA;2.957096;-75.183186;696.7728;24.716136;44745.68901;-6.433;10306.93462;25183.51242;4140.584514;14129.22876;13992.23431;177395.529;15093.70855;32;-55;1.0249939;-125.3230565;26.14806555
HUILA;2.951261;-75.19034;694.0296;24.729852;44754.13696;-6.433;9537.737141;26202.37983;4250.753146;13294.78685;14783.98134;176875.78;14069.94708;32;-59.15625;1.0249939;-130.9416253;50.51684176
HUILA;2.946783;-75.193833;587.9592;25.260204;44756.39507;-6.433;9000.973413;26799.49324;4299.87573;12895.38233;15188.38068;176687.4912;13462.44765;32;-52.625;1.0249939;-125.8159683;25.20544187
HUILA;2.94175;-75.19816;605.3328;25.173336;44760.83443;-6.433;8410.803649;27509.25906;4503.51606;12424.5817;15705.08758;176436.671;12745.91997;32;-52.625;1.0249939;-125.8159683;21.44011103
HUILA;2.938111;-75.205176;628.8024;25.055988;44777.14936;-6.433;8008.20109;28381.11859;5137.458944;11669.6495;16519.22435;175854.0154;11878.11915;32;-52.625;1.0249939;-135.2955946;23.58281838
HUILA;2.949122;-75.197225;587;25.265;44769.6274;-6.433;9230.360269;26973.24288;4755.654773;12521.87216;15554.96958;176243.0816;13319.32335;32;-52.625;1.0249939;-125.8159683;23.88394754
HUILA;2.948992;-75.19715;587;25.265;44769.21286;-6.433;9216.460073;26974.02016;4741.263382;12529.86586;15547.08543;176255.9763;13316.9813;32;-52.625;1.0249939;-125.8159683;22.31982781
HUILA;2.952069;-75.195656;650;24.95;44769.82959;-6.433;9566.550805;26650.70831;4781.273875;12708.3289;15373.85023;176291.0716;13658.91935;32;-59.15625;1.0249939;-130.9416253;23.66030657
ARAUCA;6.747469;-71.615192;192.024;27.23988;37142.46935;-21.3315;59244.99349;45133.32901;19288.18512;213925.5836;47805.59014;202179.467;18207.33989;36;-10.65625;-60.875;-87.38451595;25.33065606
CALDAS;5.304511;-74.800153;244.4496;26.977752;40576.26505;10.2794;7752.128047;36455.69682;8910.683394;7722.950401;28276.68346;112328.6635;7822.525835;30;-42.75;-59.024994;-99.32789655;26.10539908
PUTUMAYO;1.029329;-76.662986;494.0808;25.729596;41990.00059;-13.7672;1448.162343;57859.87049;1468.77794;77872.89934;13871.84557;274867.0195;7110.870333;20;-130.96875;-66.774994;-118.6779041;24.5359817
CUNDINAMARCA;5.717998;-74.594711;170.688;27.34656;38850.50337;8.0472;14914.66076;45109.76798;7482.482763;35440.94245;25425.83655;104108.19;19875.31902;30;-8.46875;-61.950012;-79.50929323;19.21952192
CÓRDOBA;8.199511;-76.119417;48.768;27.95616;33203.05175;-2.6454;5513.983652;36900.90597;20625.62996;95486.86738;37236.28397;246422.8022;58340.1304;24;-0.5625;-3.8000183;-5.472347357;14.43811578
TOLIMA;4.580606;-74.837311;304.8;26.676;43102.27928;6.8331;2104.892866;48360.72082;3333.01768;60095.79326;37475.71072;178881.5046;14344.11379;30;-71.59375;-110.30002;-140.1997923;19.41344868
CAQUETÁ;1.273708;-75.810064;257.8608;26.910696;36430.6613;62.8885;35490.10859;140839.6285;15999.08094;60256.30825;18541.24842;265969.7783;14917.38768;24;-14.65625;-16.399994;-44.88231236;26.46121285
SANTANDER;7.153758;-73.439792;181.6608;27.291696;41687.92135;31.2108;11833.17273;16238.65598;14248.41725;137899.2146;63518.3385;69347.70906;18171.97796;36;-49;-114.774994;-143.3369545;20.07873772
NORTE DE SANTANDER;8.224717;-72.452225;149.0472;27.454764;36896.65441;21.7434;10997.95142;97098.73629;11083.6114;198155.838;39581.76445;225754.0543;7611.081245;32;-21.40625;-98.475006;-103.5110722;27.0099814
NORTE DE SANTANDER;8.216519;-72.442061;134.7216;27.526392;36969.44235;21.7434;10232.30891;97911.05058;9679.441587;199388.9098;38809.37456;226036.8396;7305.412384;32;-47.21875;-98.475006;-113.3431421;24.98621791
NORTE DE SANTANDER;8.196506;-72.456958;106.3752;27.668124;37001.25894;21.7434;7856.236788;95726.22087;9284.200376;198081.7414;36424.66862;223362.1234;4561.347097;32;-40.4375;-98.42502;-110.6608642;23.6202293
NORTE DE SANTANDER;8.165128;-72.477022;92.0496;27.739752;37104.64471;21.3828;4829.85471;92714.66943;9481.377727;196450.1584;32814.76687;219454.3463;495.966742;32;-59.46875;-97.05002;-106.8991252;18.96632048
NORTE DE SANTANDER;8.218414;-72.446053;145.6944;27.471528;36945.48321;21.7434;10370.82901;97548.41739;10114.24272;198924.274;38962.66548;225831.1994;7264.262159;32;-35.96875;-98.475006;-108.7493541;19.13712326
NORTE DE SANTANDER;8.202964;-72.449764;133.5024;27.532488;36997.22659;21.7434;8623.941823;96681.39075;9130.806276;198760.6354;37217.38863;224428.396;5584.506965;32;-47.21875;-98.42502;-113.3431421;23.83752527
NORTE DE SANTANDER;8.231944;-72.444719;125.5776;27.572112;36897.98488;22.919;11874.15948;98125.62275;11246.65769;198870.7768;40466.53034;226901.6478;8670.554323;32;-35.96875;-98.475006;-108.7493541;28.74587304
NORTE DE SANTANDER;8.186675;-72.457831;123.444;27.58278;37045.27636;21.7434;6766.966722;95350.71571;8765.207896;198152.3139;35332.73133;222599.4635;3596.838337;32;-40.4375;-98.42502;-110.6608642;23.77510334
NORTE DE SANTANDER;8.207592;-72.443075;143.5608;27.482196;37002.95911;21.7434;9240.747795;97529.95022;8984.050406;199416.5485;37815.54031;225323.2399;6424.82754;32;-47.21875;-98.42502;-113.3431421;24.37593894
NORTE DE SANTANDER;8.212286;-72.443869;129.8448;27.550776;36979.65511;21.7434;9736.585539;97588.71956;9435.716167;199256.5444;38319.29506;225585.2228;6803.425922;32;-47.21875;-98.475006;-113.3431421;25.74877806
NORTE DE SANTANDER;8.214308;-72.447939;130.7592;27.546204;36955.0716;21.7434;9893.920676;97220.47175;9896.440631;198781.0726;38487.24058;225381.4464;6765.851842;32;-47.21875;-98.475006;-113.3431421;25.57204223
NORTE DE SANTANDER;8.224342;-72.44745;132.588;27.53706;36916.24279;21.7434;11002.9068;97589.93547;10728.28033;198682.9871;39596.34732;226131.7003;7780.794695;32;-35.96875;-98.475006;-108.7493541;28.7231635
NORTE DE SANTANDER;8.195844;-72.451664;142.6464;27.486768;37022.71144;21.7434;7818.455724;96269.79838;8775.95431;198669.7083;36411.19268;223767.3967;4816.7504;32;-40.4375;-98.42502;-110.6608642;24.92875521
NORTE DE SANTANDER;8.219058;-72.452292;137.7696;27.511152;36919.10689;21.7434;10372.69724;96909.84843;10607.83893;198233.2838;38958.05612;225347.4933;7028.870917;32;-21.40625;-98.475006;-103.5110722;25.92684389
NORTE DE SANTANDER;8.204025;-72.445564;93.5736;27.732132;37008.6036;21.7434;8804.271588;97158.86972;8881.508865;199201.6813;37389.04014;224860.9071;5944.299607;32;-47.21875;-98.42502;-113.3431421;27.6711061
NORTE DE SANTANDER;8.189419;-72.461772;103.0224;27.684888;37019.45646;21.7434;7078.621694;95008.75198;9293.59838;197676.1975;35597.18467;222454.7791;3618.19915;32;-40.4375;-97.05002;-110.6608642;25.81623716
NORTE DE SANTANDER;8.221767;-72.44165;125.5776;27.572112;36949.92641;21.7434;10811.88894;98119.54976;10123.20153;199354.7502;39390.9848;226441.6165;7825.46675;32;-35.96875;-98.475006;-108.7493541;25.29402896
NORTE DE SANTANDER;8.229481;-72.439661;130.4544;27.547728;36928.44362;22.919;11690.63291;98577.35038;10719.43895;199458.9577;40265.82607;227155.3367;8676.55783;32;-35.96875;-98.475006;-108.7493541;28.3206208
NORTE DE SANTANDER;8.216083;-72.436042;137.7696;27.511152;36997.1743;21.7434;10324.35575;98534.35772;9255.127343;200052.7097;38853.69256;226518.4671;7641.00359;32;-47.21875;-98.475006;-113.3431421;26.59372282
NORTE DE SANTANDER;8.206064;-72.457783;88.6968;27.756516;36955.15583;21.7434;8912.096093;95924.40243;10017.26859;197836.3019;37469.47162;223963.9581;5469.029138;32;-40.4375;-98.42502;-107.6973438;27.15813225
NORTE DE SANTANDER;8.210392;-72.439047;134.4168;27.527916;37007.801;21.7434;9634.922119;98041.75254;8939.262251;199812.2224;38182.8397;225863.0277;6938.941854;32;-47.21875;-98.475006;-113.3431421;24.3090814
NORTE DE SANTANDER;8.201083;-72.452814;113.9952;27.630024;36994.56864;21.7434;8384.898717;96301.57318;9242.496956;198458.4548;36973.90208;224036.4668;5229.380008;32;-40.4375;-98.42502;-107.6973438;32.57863665
NORTE DE SANTANDER;8.198767;-72.462514;136.2456;27.518772;36972.97119;21.7434;8115.71857;95202.79562;9926.819778;197438.8172;36621.80136;223047.8528;4524.093885;32;-40.4375;-97.05002;-110.6608642;25.83135138
NORTE DE SANTANDER;8.224917;-72.449383;138.0744;27.509628;36906.51526;21.7434;11044.47009;97404.73458;10907.56561;198463.3307;39636.14793;226008.7346;7751.107763;32;-35.96875;-98.475006;-108.7493541;28.02374865
NORTE DE SANTANDER;8.219142;-72.446903;119.1768;27.604116;36939.17153;21.7434;10438.6626;97481.6015;10235.54388;198820.4519;39031.67605;225810.4372;7291.538427;32;-35.96875;-98.475006;-108.7493541;24.79573242
NORTE DE SANTANDER;8.202342;-72.461414;89.3064;27.753468;36960.04608;21.7434;8505.453366;95426.63643;10065.4741;197500.2822;37025.5669;223393.1092;4936.771352;32;-40.4375;-97.05002;-107.6973438;27.03814947
NORTE DE SANTANDER;8.233086;-72.441967;129.8448;27.550776;36905.12986;22.919;12041.94256;98452.84762;11192.29769;199155.2894;40628.73122;227215.4399;8914.328211;32;-35.96875;-98.475006;-108.7493541;28.93666375
NORTE DE SANTANDER;8.193133;-72.454661;106.68;27.6666;37024.85426;21.7434;7493.5846;95872.44958;8860.091088;198388.2085;36077.99548;223321.7884;4380.694468;32;-40.4375;-98.42502;-110.6608642;25.73175348
NORTE DE SANTANDER;8.1841;-72.462294;131.064;27.54468;37043.95617;21.7434;6494.253522;94802.5267;9059.423965;197710.7701;35005.96393;222038.0714;3081.861324;32;-40.4375;-97.05002;-110.6608642;25.47517693
NORTE DE SANTANDER;8.193336;-72.453886;124.0536;27.579732;37026.57932;21.7434;7521.436959;95960.78234;8803.813778;198469.2628;36109.11798;223402.1723;4448.367682;32;-40.4375;-98.42502;-110.6608642;24.72360868
NORTE DE SANTANDER;8.199075;-72.446942;134.4168;27.527916;37025.45901;21.7434;8239.36297;96866.16921;8610.417208;199131.3811;36826.77255;224396.6851;5416.310744;32;-47.21875;-98.42502;-113.5236909;24.58547668
LA GUAJIRA;11.582489;-72.844469;1.2192;28.193904;34731.36339;-78.4092;44791.05489;94172.56303;60073.80901;151513.5649;39875.79223;78964.6463;34328.32361;18;-13.78125;-41.774994;-38.51194084;19.72029068
LA GUAJIRA;11.572242;-72.849228;0.6096;28.196952;34698.7565;-82.1769;43544.28685;93043.32817;59545.79739;150346.1681;38637.82547;79873.18322;35468.39205;18;-13.78125;-41.774994;-38.51194084;22.50790317
MAGDALENA;10.280947;-74.061931;121.92;27.5904;32050.41052;-24.1747;6706.566155;17125.51996;13856.34853;122784.7316;19859.05287;269594.1424;7075.067614;24;-36.34375;-32;-27.31949281;19.43598236
MAGDALENA;10.280947;-74.061839;121.92;27.5904;32049.85141;-24.1747;6697.097807;17131.94504;13866.36898;122774.6696;19868.71391;269586.4433;7065.539645;24;-36.34375;-32;-27.31949281;18.40788781
NORTE DE SANTANDER;8.119769;-72.379958;160.6296;27.396852;37838.11879;18.2264;8694.785468;102197.1682;3145.017882;207868.0349;30217.91984;224862.6084;11656.74892;32;-60.03125;-70.25;-89.13783176;19.02939023
SANTANDER;7.386706;-73.451072;125.8824;27.570588;41203.79899;48.678;13662.81092;25678.50329;892.0199695;125169.8647;54429.11238;81759.74333;28589.16002;36;-43.15625;-131.92502;-144.5705745;18.4920394
TOLIMA;4.035354;-75.027738;340;26.5;43366.85222;-47.4999;15777.80411;48768.07119;14359.47249;21712.34008;22624.92723;161716.0746;12709.46279;26;-78;-123.125;-164.4683968;23.9544385
TOLIMA;4.109522;-74.876572;307.2384;26.663808;43150.98969;-49.1572;13340.31039;32575.79661;15073.32341;34065.30311;38106.14896;179017.1877;19561.94457;28;-82.34375;-128.57501;-167.5987046;29.21953985
TOLIMA;4.100475;-75.029814;388.62;26.2569;43266.36814;-44.6126;12767.59162;49257.53513;7681.268226;17832.08415;21087.44719;161978.2641;7048.981416;26;-83.5;-125.625;-167.4947256;17.07962445
TOLIMA;4.123022;-75.014144;377;26.315;43202.78657;-44.9375;14149.28136;47873.91852;7089.681383;18774.95718;22921.16221;163953.4778;7093.647324;26;-61.21875;-125.625;-164.7427336;41.53205113
TOLIMA;4.164717;-74.997469;368.1984;26.359008;43113.72674;-40.1825;10312.76621;47055.5677;6374.307529;20199.08692;25574.0462;166335.4285;6246.81598;26;-50.5625;-110.875;-157.7807805;29.39898695
META;3.310033;-73.633556;306.0192;26.669904;35269.19113;17.0159;41291.70847;72920.64164;26715.29094;43129.51916;48024.62714;320419.2706;22119.63193;34;-17.96875;-44.850006;-75.66616372;23.33349908
META;2.991858;-73.681728;268.5288;26.857356;35512.10933;29.4147;43556.4437;38759.09852;19909.25123;61846.10073;33493.35978;329346.403;17408.88112;32;9.03125;-8.925018;-32.48343067;28.18998576
META;3.111303;-73.745303;298.3992;26.708004;35309.08234;17.656;30661.86041;47687.32301;6212.033513;54079.04066;37476.3923;318491.3172;11568.23435;32;-33.625;-25.5;-57.03917172;32.81646523
META;3.302239;-73.887467;396.24;26.2188;35657.19643;-11.703;14619.70807;61360.99081;11351.56208;45314.18119;31030.37227;297510.1115;2461.598843;34;-101.84375;-34.075012;-79.03142791;13.80500087
ANTIOQUIA;7.024283;-74.114403;74.9808;27.825096;41126.16204;19.4676;36457.3237;54021.08478;38963.24843;95057.8401;11015.37315;16180.85291;9670.940293;34;-25.09375;-89.100006;-95.86062314;16.90269248
SANTANDER;7.368089;-73.430578;127.7112;27.561444;41395.47258;46.6526;12733.4181;25418.40897;3782.885455;128039.9927;56970.97613;82235.52403;26961.73059;36;-59.34375;-129.375;-147.7876238;19.1243161
SANTANDER;7.385003;-73.464172;119.1768;27.604116;41117.08841;48.678;13093.97799;24737.54725;1711.635123;123898.9497;53073.50802;80531.92255;30031.58988;36;-43.15625;-136.275;-144.5705745;19.24147669
TOLIMA;4.683894;-74.856058;323.3928;26.583036;43486.97469;15.4662;3653.848702;50069.14594;13000.78846;53718.13184;33119.06895;167569.2612;9733.317139;30;-92.3125;-110.100006;-142.5896147;18.55137367
CÓRDOBA;9.173769;-75.462108;99.9744;27.700128;32107.16006;-16.1067;39145.76633;58175.75648;15252.64864;148119.6787;27363.71796;296348.0571;29316.00445;18;0.5625;8.949982;-7.476554076;40.16308685
PUTUMAYO;0.530992;-77.048911;532.1808;25.539096;42173.85872;-13.3503;21139.61866;24536.85479;11900.69713;66858.64419;68661.20274;332626.1933;7846.835861;22;-37.21875;-42.42502;-101.3964902;33.71057996
PUTUMAYO;0.532969;-77.040719;532.1808;25.539096;42037.96302;-13.3503;22043.78782;24552.25853;12839.67414;67428.73042;68061.52762;332296.1759;7921.322331;22;-37.21875;-38.399994;-101.3964902;25.43491779
PUTUMAYO;0.541806;-77.038397;544.6776;25.476612;42104.95578;-13.3503;22753.79517;23684.21693;13344.20577;67023.3984;67068.59248;331293.4467;7130.183613;22;-37.21875;-33.75;-100.4272373;25.30660213
PUTUMAYO;0.538544;-77.043147;544.6776;25.476612;42156.9277;-13.3503;22114.21768;23885.26407;12733.75953;66831.6408;67626.45592;331716.7718;7247.883866;22;-37.21875;-42.42502;-100.4272373;25.31784658
NORTE DE SANTANDER;8.0788;-72.4328;223.7232;27.081384;37797.31994;19.1799;5900.360329;95766.78651;1445.862992;203047.3487;24022.68921;217483.4274;10305.85474;32;-38.40625;-70.25;-79.32014017;32.48171095
NORTE DE SANTANDER;8.075198;-72.435297;291.3888;26.743056;37813.09596;19.1799;6132.044132;95443.06756;1870.959003;202862.3752;23568.04988;217025.7975;10192.12483;32;-38.40625;-70.25;-127.5860984;27.1240584
HUILA;3.093086;-75.380831;718;24.61;45738.53654;-2.3928;3187.431465;43112.28821;3834.027043;18049.83824;39137.15755;151703.5442;3971.381361;30;-64.71875;-60.700012;-160.3354316;28.08668352
HUILA;3.086819;-75.374894;609;25.155;45712.40667;-2.7063;3546.269156;42436.70069;4675.350408;17140.14433;38259.01063;152545.0856;4848.055696;30;-64.71875;-114.100006;-160.3354316;33.4976444
HUILA;3.033525;-75.402597;703;24.685;45992.1188;-3.1032;8195.444887;45817.17722;7782.471964;14122.69444;38925.3014;151582.079;2920.018097;30;-91.625;-93.625;-169.6679567;28.2729088
HUILA;3.052947;-75.375575;520;25.6;45775.55792;-3.1032;6308.294709;42622.71014;8305.929916;13874.73677;37049.55378;153674.3324;5595.849614;30;-72.875;-60.700012;-164.2737146;27.65960992
HUILA;3.078136;-75.402106;824;24.08;45913.54747;-2.3928;5874.993414;45459.12947;5630.845319;17827.6344;40732.66565;149976.5336;2138.930406;30;-78.125;-60.700012;-187.4686446;27.77091603
HUILA;3.071217;-75.387806;830.2752;24.048624;45829.08393;-3.1032;5693.029182;43881.78806;6170.880548;16309.09758;38977.91828;151728.2464;3851.743448;30;-78.125;-60.700012;-183.4849926;28.46109996
HUILA;3.071267;-75.387742;835;24.025;45828.54988;-3.1032;5684.017887;43874.53508;6165.369592;16309.99826;38973.05838;151733.199;3857.579829;30;-78.125;-60.700012;-183.4849926;31.97997196
HUILA;3.070861;-75.394403;887;23.765;45875.22693;-3.1032;6063.808089;44616.07309;6251.873916;16678.26745;39657.17802;151046.8631;3141.733393;30;-78.125;-60.700012;-183.4849926;25.17946102
