Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
7.063678;-73.911686;75.5904;27.822048;42398.92041;25.5681;30363.14215;39268.18989;18724.65209;104010.1511;25246.92306;20472.50109;23647.91641;34;-25.78125;-107.55002;-117.5362985;17.96008181
7.061433;-73.912714;76.2;27.819;42397.09386;25.5681;30612.51873;39465.61452;18807.76121;104127.5537;25373.00211;20204.51143;23768.08067;34;-25.78125;-107.55002;-117.5362985;19.64996111
7.063183;-73.909003;76.2;27.819;42410.41546;25.5681;30177.47871;39013.04488;18423.69942;104242.8573;25473.99458;20602.00184;23878.04613;34;-25.78125;-107.55002;-117.5362985;19.52593227
7.045831;-73.920583;74.9808;27.825096;42371.93221;25.5681;32414.90373;40935.0563;19561.56868;104909.1106;25977.23139;18298.29377;24552.43142;34;-31.46875;-107.55002;-117.5444781;17.92439659
7.038086;-73.929094;77.4192;27.812904;42329.01125;24.083;33686.83097;42142.03739;20503.29183;104992.5387;25540.01075;17051.69947;24619.47548;34;-31.46875;-113.05002;-117.5444781;19.45406885
7.056858;-73.917;75.5904;27.822048;42382.38362;25.5681;31302.49377;40094.58881;19229.37176;104214.4421;25493.61979;19517.55975;23859.6077;34;-25.40625;-107.55002;-115.7754394;20.43260259
7.059522;-73.916094;75.8952;27.820524;42384.24009;25.5681;31032.36332;39890.92949;19156.68651;104051.1367;25315.85143;19815.87869;23695.05352;34;-25.78125;-107.55002;-117.5362985;18.95825157
7.055956;-73.914258;75.2856;27.823572;42395.63797;25.5681;31143.50426;39852.64539;18919.28244;104484.2618;25753.39991;19614.15566;24128.69944;34;-25.78125;-107.55002;-117.5362985;18.95643339
7.064672;-73.914219;76.2;27.819;42387.31922;25.5681;30502.0352;39488.47709;19016.28605;103746.1133;24987.96386;20401.43821;23385.58327;34;-25.78125;-107.55002;-117.5362985;22.07135077
7.066289;-73.910728;76.2;27.819;42399.67852;25.5681;30093.42954;39064.18887;18658.54365;103857.4106;25086.7751;20769.16519;23491.53266;34;-25.78125;-107.55002;-117.5362985;22.89287843
7.026819;-73.91815;75.8952;27.820524;42392.32877;25.5681;33689.51703;41582.2507;19364.61298;106719.7287;27205.50769;16835.16642;26349.59726;34;-31.46875;-113.05002;-119.768372;21.5127101
7.067569;-73.913383;75.5904;27.822048;42387.52573;25.5681;30223.35268;39286.9612;18969.27551;103560.1277;24793.08112;20717.67972;23196.18894;34;-25.78125;-107.55002;-116.6101985;21.47476793
7.069414;-73.910089;75.5904;27.822048;42398.13727;25.5681;29814.14317;38874.23519;18641.15026;103639.2108;24863.09688;21092.49143;23268.83845;34;-25.78125;-107.55002;-116.6101985;21.93081445
7.070253;-73.912389;76.2;27.819;42388.20307;25.5681;29947.62148;39079.17007;18906.93959;103404.1394;24630.46251;21024.7635;23036.07819;34;-25.78125;-107.55002;-116.6101985;19.8254025
7.065525;-73.908447;76.8096;27.815952;42409.62487;25.5681;29959.59408;38860.33029;18397.14451;104084.6106;25310.90577;20847.39072;23716.54615;34;-25.78125;-107.55002;-117.5362985;19.86515521
7.057503;-73.920247;74.676;27.82662;42366.80512;25.5681;31524.63739;40399.97864;19592.86451;103931.4549;25225.81311;19370.71535;23577.1631;34;-25.40625;-107.55002;-115.7754394;19.5890216
7.053536;-73.918169;74.676;27.82662;42379.39203;25.5681;31643.62451;40354.4718;19330.9725;104416.2773;25716.33814;19143.59787;24062.05995;34;-25.40625;-107.55002;-115.7754394;20.49746627
7.054661;-73.920906;74.676;27.82662;42365.51923;25.5681;31786.65024;40586.08643;19641.0191;104128.5263;25440.38076;19070.65525;23774.23344;34;-25.40625;-107.55002;-115.7754394;21.44699437
7.052847;-73.915306;75.8952;27.820524;42393.41683;25.5681;31460.51355;40092.52679;19010.4948;104675.8476;25962.52659;19268.82271;24321.39526;34;-25.78125;-107.55002;-117.5362985;18.16647396
7.074728;-73.912625;75.5904;27.822048;42381.44746;25.5681;29651.08535;38932.65263;19019.76378;103009.9768;24231.6823;21421.51273;22636.6255;34;-25.78125;-107.55002;-116.6101985;20.1872385
7.050092;-73.916306;75.2856;27.823572;42390.71553;25.5681;31748.03663;40313.86884;19104.59207;104841.3853;26146.0975;18958.62122;24487.15692;34;-25.78125;-107.55002;-117.5362985;19.61922933
7.077575;-73.907422;76.8096;27.815952;42395.523;27.2173;29007.28098;38285.18706;18519.36021;103144.8672;24366.03762;22002.9339;22757.12415;34;-25.78125;-107.55002;-116.6101985;21.08378918
7.039292;-73.920033;74.0664;27.829668;42377.63746;25.5681;32866.32222;41175.29243;19499.71711;105510.743;26358.83885;17760.54653;25150.47468;34;-31.46875;-113.05002;-117.5444781;18.98723275
7.033231;-73.928322;76.2;27.819;42334.08946;24.083;33991.68643;42287.69134;20437.31567;105467.4574;25877.71952;16670.45822;25088.95065;34;-31.46875;-113.05002;-119.768372;18.53596083
7.042392;-73.928047;74.3712;27.828144;42333.7758;24.083;33279.72851;41843.02915;20382.32529;104690.7085;25415.54255;17506.60489;24324.29457;34;-31.46875;-107.55002;-117.5444781;20.78926867
7.074181;-73.905225;74.3712;27.828144;42408.53954;25.5681;29063.09742;38185.77594;18205.73654;103587.6557;24808.30924;21832.80028;23201.31256;34;-25.78125;-107.55002;-116.6101985;20.43122167
7.076844;-73.904639;76.8096;27.815952;42405.95112;27.2173;28823.1786;38023.43917;18201.77546;103407.0162;24630.32268;22110.91867;23014.44004;34;-25.78125;-107.55002;-116.6101985;19.45495072
7.068136;-73.907367;76.8096;27.815952;42410.18321;25.5681;29679.3339;38644.11547;18321.82718;103941.6433;25163.62803;21151.25697;23568.69832;34;-25.78125;-107.55002;-116.6101985;19.29237682
7.058264;-73.913811;75.8952;27.820524;42395.51921;25.5681;30936.05606;39709.61363;18892.20905;104319.2567;25578.37441;19849.41376;23962.4835;34;-25.78125;-107.55002;-117.5362985;19.45225288
7.078147;-73.900808;78.0288;27.809856;42415.55107;27.2173;28407.18745;37576.4376;17819.70731;103575.7912;24807.7639;22473.16562;23171.93382;34;-25.78125;-107.55002;-116.6101985;18.55411617
7.074942;-73.908111;76.8096;27.815952;42397.3798;25.5681;29252.14513;38455.86596;18534.85185;103315.998;24535.84213;21719.54566;22934.21983;34;-25.78125;-107.55002;-116.6101985;19.48282627
7.080256;-73.906533;77.4192;27.812904;42393.86686;27.2173;28743.01896;38093.51478;18488.43608;102984.7889;24209.59272;22303.52869;22589.91671;34;-25.78125;-107.55002;-116.6101985;20.47167337
7.071278;-73.906511;77.1144;27.814428;42408.68297;25.5681;29380.0272;38431.51996;18286.13077;103738.7097;24958.62154;21488.77045;23359.73358;34;-25.78125;-107.55002;-116.6101985;12.92353398
7.041486;-73.929125;85.0392;27.774804;42328.17375;24.083;33435.25626;41992.37007;20501.62252;104695.2743;25357.41069;17356.13004;24326.36914;34;-31.46875;-113.05002;-117.5444781;19.09285324
7.028225;-73.931089;76.2;27.819;42318.93926;24.083;34595.11253;42799.86048;20776.79646;105716.2968;25895.82241;16044.75166;25323.63756;34;-31.46875;-113.05002;-119.768372;22.45794221
7.029189;-73.929375;76.2;27.819;42328.65248;24.083;34384.71015;42583.05689;20580.17089;105748.2108;26003.11308;16244.7373;25361.11928;34;-31.46875;-113.05002;-119.768372;23.21355039
7.027272;-73.928272;76.2;27.819;42335.11992;24.083;34444.80676;42564.60905;20474.72069;105990.3793;26216.68635;16153.22887;25602.35982;34;-31.46875;-113.05002;-119.768372;20.5853167
7.026381;-73.930156;76.2;27.819;42324.38412;24.083;34662.66606;42794.90946;20690.35274;105940.6523;26090.02177;15946.79256;25546.7324;34;-31.46875;-113.05002;-119.768372;19.02479544
7.021042;-73.932353;82.296;27.78852;42311.59;22.1801;35249.21576;43272.00605;20990.13152;106260.435;26199.28378;15333.56253;25849.80606;34;-31.46875;-113.05002;-119.768372;21.84430691
7.022131;-73.930292;82.296;27.78852;42323.72045;22.1801;35002.59552;43014.49805;20750.56896;106303.5614;26326.05773;15570.47972;25900.88259;34;-31.46875;-113.05002;-119.768372;16.86377761
7.020072;-73.929625;85.0392;27.774804;42327.65175;22.1801;35111.13019;43049.90173;20703.09885;106528.9982;26510.74172;15441.88678;26123.75689;34;-31.46875;-113.05002;-119.768372;23.936521
7.019231;-73.931269;88.0872;27.759564;42317.92755;22.1801;35305.31331;43253.9671;20894.62358;106492.2715;26408.82082;15254.169;26080.64733;34;-31.46875;-113.05002;-119.768372;22.40005361
7.058594;-73.907536;76.2;27.819;42421.9859;25.5681;30398.31915;39054.89734;18205.66624;104735.5712;25972.30838;20293.41395;24373.40921;34;-25.78125;-107.55002;-117.5362985;20.53311648
7.064236;-73.910031;75.5904;27.822048;42404.98893;25.5681;30185.12943;39075.46754;18551.25815;104080.6202;25312.12221;20629.28044;23715.99305;34;-25.78125;-107.55002;-117.5362985;30.65062134
7.057658;-73.904942;76.2;27.819;42433.77518;25.5681;30258.90887;38830.6624;17910.38796;104999.2262;26231.42917;20387.8411;24635.04852;34;-25.78125;-107.55002;-117.5362985;22.00172096
7.056833;-73.906794;76.2;27.819;42427.16816;25.5681;30470.64903;39054.65285;18105.75459;104937.4598;26176.09388;20189.65713;24576.03293;34;-25.78125;-107.55002;-117.5362985;24.09777811
7.064228;-73.910039;76.2;27.819;42404.96655;25.5681;30186.37754;39076.61507;18552.01868;104080.7272;25312.26223;20628.04572;23716.11775;34;-25.78125;-107.55002;-117.5362985;17.32888299
7.05665;-73.903775;76.8096;27.815952;42439.80904;25.5681;30241.61758;38755.59724;17771.73189;105167.5464;26398.99043;20381.0367;24802.97966;34;-25.78125;-107.55002;-117.5362985;19.75504393
7.021656;-73.929292;78.6384;27.806808;42329.57887;22.1801;34961.25236;42938.7989;20646.46415;106412.5899;26447.49875;15600.04544;26011.52348;34;-31.46875;-113.05002;-119.768372;20.79345947
7.026783;-73.931692;85.0392;27.774804;42315.52044;24.083;34753.68374;42928.64837;20855.74926;105801.6723;25922.15155;15877.68149;25404.82135;34;-31.46875;-113.05002;-119.768372;22.91295714
7.046897;-73.920297;83.82;27.7809;42372.8724;25.5681;32311.72096;40858.92024;19532.69314;104837.2776;25953.71948;18411.82403;24481.22992;34;-31.46875;-107.55002;-117.5444781;18.49149964
7.075678;-73.905239;79.248;27.80376;42405.98413;27.2173;28957.03302;38129.92999;18240.04803;103461.2496;24682.85529;21967.26945;23072.22925;34;-25.78125;-107.55002;-116.6101985;17.60548629
7.057258;-73.909483;76.2;27.819;42415.33297;25.5681;30656.6532;39310.31048;18405.85339;104710.754;25956.61964;20045.40414;24351.47166;34;-25.78125;-107.55002;-117.5362985;19.99729603
7.057244;-73.909442;76.2;27.819;42415.52331;25.5681;30654.36635;39306.7284;18401.20277;104714.8461;25960.61226;20046.91583;24355.53912;34;-25.78125;-107.55002;-117.5362985;19.27209981
7.055497;-73.908244;76.2;27.819;42422.56696;25.5681;30688.57632;39259.81012;18252.9091;104947.9795;26194.43498;19974.61573;24588.87853;34;-25.78125;-107.55002;-117.5362985;19.74151156
7.058947;-73.9103;76.2;27.819;42410.00801;25.5681;30597.34471;39322.09826;18513.40502;104509.5419;25753.62183;20140.22992;24149.76061;34;-25.78125;-107.55002;-117.5362985;23.31812044
7.058933;-73.910261;76.2;27.819;42410.18866;25.5681;30595.19425;39318.70382;18508.96359;104513.4935;25757.48356;20141.56758;24153.68809;34;-25.78125;-107.55002;-117.5362985;18.97955303
7.060053;-73.908814;76.2;27.819;42414.96977;25.5681;30393.57398;39123.74732;18362.73344;104521.208;25758.19039;20336.54486;24159.11642;34;-25.78125;-107.55002;-117.5362985;19.32919714
7.060094;-73.908806;76.2;27.819;42414.95448;25.5681;30389.87097;39121.20859;18362.34031;104518.3034;25755.17351;20340.70124;24156.16782;34;-25.78125;-107.55002;-117.5362985;19.12436834
7.060958;-73.906642;76.2;27.819;42422.69156;25.5681;30148.78593;38863.75057;18135.28455;104599.1198;25829.11809;20561.10887;24233.68144;34;-25.78125;-107.55002;-117.5362985;15.99616228
7.054433;-73.905822;76.2;27.819;42434.08409;25.5681;30574.44309;39060.14041;17977.01739;105209.8831;26451.35075;20048.25957;24849.43506;34;-25.78125;-107.55002;-117.5362985;19.70786111
7.055856;-73.904153;76.2;27.819;42439.29009;25.5681;30332.36976;38828.55567;17805.71287;105207.8366;26441.64881;20286.44664;24844.47055;34;-25.78125;-107.55002;-117.5362985;19.96425977
7.051875;-73.906731;76.2;27.819;42433.07385;25.5681;30842.4002;39265.03249;18058.35385;105362.673;26613.98633;19764.99235;25004.71362;34;-25.78125;-107.55002;-117.5362985;20.29583437
7.053606;-73.90765;76.2;27.819;42427.19809;25.5681;30783.94235;39281.8115;18171.89404;105150.6054;26400.24956;19850.80129;24792.26895;34;-25.78125;-107.55002;-117.5362985;20.50040229
7.051017;-73.908633;76.2;27.819;42425.56916;25.5681;31059.86101;39495.58763;18262.8748;105301.3382;26562.7666;19559.24487;24945.02006;34;-25.78125;-107.55002;-117.5362985;20.08698744
7.049242;-73.907353;76.2;27.819;42433.08288;25.5681;31093.92793;39445.54752;18112.26019;105542.7158;26804.65656;19495.92659;25186.49558;34;-29.34375;-107.55002;-119.0243577;19.88348968
7.048314;-73.909372;76.2;27.819;42424.80439;25.5681;31325.66609;39691.0732;18331.11228;105479.6255;26753.93704;19275.33032;25124.60247;34;-29.34375;-107.55002;-119.0243577;22.2360712
7.050072;-73.910081;76.2;27.819;42419.93486;25.5681;31247.77855;39684.07435;18417.45434;105279.8332;26550.98937;19377.73112;24924.54454;34;-25.78125;-107.55002;-117.5362985;37.64087675
7.049353;-73.912058;76.2;27.819;42411.43702;25.5681;31460.96164;39916.04147;18632.14282;105202.2314;26485.98749;19179.82734;24847.7052;34;-29.34375;-107.55002;-119.0243577;22.15069599
7.060011;-73.908822;76.2;27.819;42414.98618;25.5681;30397.35162;39126.32841;18363.11591;104524.1975;25761.29467;20332.30027;24162.15059;34;-25.78125;-107.55002;-117.5362985;63.92198061
7.058522;-73.907531;76.2;27.819;42422.09272;25.5681;30403.30919;39057.44895;18204.32961;104742.0252;25978.90646;20287.43407;24379.92039;34;-25.78125;-107.55002;-117.5362985;21.67785069
7.056856;-73.906714;78.0288;27.809856;42427.47441;25.5681;30462.45278;39045.52143;18097.17722;104941.1896;26179.54656;20197.1061;24579.66363;34;-25.78125;-107.55002;-117.5362985;20.39284621
7.057622;-73.904992;76.2;27.819;42433.61801;25.5681;30265.66163;38837.30064;17915.50986;104998.7142;26231.09879;20381.2924;24634.62989;34;-25.78125;-107.55002;-117.5362985;20.46872963
7.054644;-73.905944;76.2;27.819;42433.32111;25.5681;30568.15393;39063.28224;17992.21573;105183.3379;26424.65948;20058.04423;24822.84079;34;-25.78125;-107.55002;-117.5362985;20.26759145
7.055661;-73.904044;76.2;27.819;42439.98457;25.5681;30338.51223;38826.00334;17791.90757;105232.0926;26466.02667;20277.22355;24868.78582;34;-25.78125;-107.55002;-117.5362985;20.79516671
7.05365;-73.907642;76.2;27.819;42427.18487;25.5681;30779.95703;39279.07215;18171.34807;105147.4336;26396.92455;19855.16214;24789.06363;34;-25.78125;-107.55002;-117.5362985;22.29279612
7.051019;-73.908592;76.2;27.819;42425.75045;25.5681;31056.43051;39491.34988;18258.36299;105304.0596;26565.3094;19562.25096;24947.71839;34;-25.78125;-107.55002;-117.5362985;21.06053875
7.049247;-73.9074;76.2;27.819;42432.86701;25.5681;31097.27346;39450.06628;18117.47174;105538.9761;26801.09789;19493.05828;25182.77832;34;-29.34375;-107.55002;-119.0243577;20.30651019
7.050086;-73.910119;76.2;27.819;42419.7484;25.5681;31249.75282;39687.29606;18421.72054;105275.9654;26547.24833;19376.32676;24920.68699;34;-25.78125;-107.55002;-117.5362985;21.21238235
7.051097;-73.9131;76.2;27.819;42405.12107;25.5681;31412.81043;39944.60857;18756.19109;104980.1526;26262.291;19261.42815;24625.53978;34;-25.78125;-107.55002;-117.5362985;24.93965653
7.050128;-73.914797;76.2;27.819;42397.90997;25.5681;31623.0465;40159.23194;18938.22524;104943.9308;26239.49206;19062.37737;24589.68907;34;-25.78125;-107.55002;-117.5362985;24.57243666
7.052728;-73.914286;76.2;27.819;42398.26275;25.5681;31386.36262;39993.94897;18897.20751;104757.6161;26039.34545;19325.7452;24402.96609;34;-25.78125;-107.55002;-117.5362985;25.74150738
7.053567;-73.91205;76.2;27.819;42407.76795;25.5681;31141.8823;39730.30508;18656.60653;104843.3317;26110.92729;19548.83491;24487.66349;34;-25.78125;-107.55002;-117.5362985;24.79384559
7.054611;-73.910331;76.2;27.819;42414.43164;25.5681;30924.10903;39510.34317;18475.2714;104875.6914;26132.4213;19755.98338;24518.63379;34;-25.78125;-107.55002;-117.5362985;25.43625083
7.050364;-73.917139;76.2;27.819;42386.50769;25.5681;31795.35264;40386.53513;19197.90679;104759.8496;26068.455;18927.62561;24405.58083;34;-25.40625;-107.55002;-115.7754394;25.04281468
7.056536;-73.911072;76.2;27.819;42409.23522;25.5681;30839.99581;39503.08025;18573.76193;104659.6621;25913.30574;19875.75706;24302.04643;34;-25.78125;-107.55002;-117.5362985;23.30831545
7.058039;-73.912319;76.2;27.819;42402.28096;25.5681;30830.1123;39566.59469;18725.76786;104443.7698;25697.60805;19926.66812;24086.15765;34;-25.78125;-107.55002;-117.5362985;24.50774364
7.057967;-73.912358;76.2;27.819;42402.18281;25.5681;30838.6466;39573.6126;18729.31928;104447.1341;25701.34559;19917.7023;24089.58937;34;-25.78125;-107.55002;-117.5362985;24.5658697
7.054561;-73.914694;76.2;27.819;42394.85694;25.5681;31282.82369;39956.56226;18955.63195;104572.5208;25849.04933;19461.37433;24217.55771;34;-25.78125;-107.55002;-117.5362985;21.96449053
7.054558;-73.91465;76.2;27.819;42395.06128;25.5681;31279.45033;39952.20804;18950.75943;104575.8704;25852.19031;19463.99639;24220.89389;34;-25.78125;-107.55002;-117.5362985;18.82419966
7.056103;-73.915867;76.2;27.819;42388.19483;25.5681;31264.71464;40010.62295;19097.77932;104358.5047;25634.89487;19522.61646;24003.5104;34;-25.78125;-107.55002;-117.5362985;24.37281077
7.056086;-73.915769;76.2;27.819;42388.65739;25.5681;31257.91066;40001.33618;19086.83639;104366.8461;25642.81059;19527.43643;24011.82391;34;-25.78125;-107.55002;-117.5362985;24.6699001
7.057703;-73.916967;76.2;27.819;42381.85146;25.5681;31237.77167;40055.86558;19233.79362;104144.6767;25420.33284;19595.90353;23789.60932;34;-25.40625;-107.55002;-115.7754394;24.49721641
7.05775;-73.916956;76.2;27.819;42381.86319;25.5681;31233.41759;40052.77932;19233.04438;104141.442;25416.85905;19600.84943;23786.35732;34;-25.40625;-107.55002;-115.7754394;25.36381269
7.058858;-73.915008;76.2;27.819;42389.66907;25.5681;30991.06803;39807.25216;19030.09244;104184.2476;25446.46936;19825.41524;23827.87925;34;-25.78125;-107.55002;-117.5362985;24.65225155
7.058881;-73.91505;76.2;27.819;42389.46161;25.5681;30992.8509;39810.59385;19034.95611;104179.3274;25441.65315;19824.78682;23822.97163;34;-25.78125;-107.55002;-117.5362985;23.28340039
7.058847;-73.914917;76.2;27.819;42390.08293;25.5681;30984.35644;39798.396;19019.96818;104191.6029;25453.46683;19830.27412;23835.18936;34;-25.78125;-107.55002;-117.5362985;24.10586762
7.058861;-73.914961;76.2;27.819;42389.8749;25.5681;30986.96405;39802.31658;19024.95587;104187.3075;25449.31449;19828.70521;23830.91192;34;-25.78125;-107.55002;-117.5362985;24.21150161
7.060992;-73.915858;76.2;27.819;42383.95335;25.5681;30905.58914;39806.22886;19147.61786;103942.6771;25201.32654;19963.94261;23585.78;34;-25.78125;-107.55002;-117.5362985;21.47302647
7.061036;-73.915931;76.2;27.819;42383.59199;25.5681;30908.46255;39811.91786;19156.16178;103933.7805;25192.59;19963.31395;23576.9058;34;-25.78125;-107.55002;-117.5362985;20.74247259
7.061717;-73.914206;76.2;27.819;42390.43093;25.5681;30715.44727;39606.99744;18975.09093;103997.8104;25247.70668;20134.47449;23639.35846;34;-25.78125;-107.55002;-117.5362985;24.59153734
7.061661;-73.914278;76.2;27.819;42390.17754;25.5681;30725.51126;39616.68013;18982.29458;103997.4729;25247.79901;20124.82668;23639.11146;34;-25.78125;-107.55002;-117.5362985;23.96233304
7.061689;-73.914242;76.2;27.819;42390.30431;25.5681;30720.47926;39611.83876;18978.69243;103997.6415;25247.75234;20129.65053;23639.23496;34;-25.78125;-107.55002;-117.5362985;23.36152411
7.059928;-73.912797;76.2;27.819;42398.30145;25.5681;30729.90454;39536.40503;18798.87566;104249.4559;25499.42886;20064.15522;23891.05803;34;-25.78125;-107.55002;-117.5362985;24.96428944
7.059844;-73.912847;76.2;27.819;42398.17162;25.5681;30740.21025;39545.01721;18803.40863;104253.054;25503.45599;20053.39154;23894.74677;34;-25.78125;-107.55002;-117.5362985;24.10814101
7.059983;-73.912739;76.2;27.819;42398.49481;25.5681;30721.07375;39528.18042;18793.13461;104248.888;25498.48992;20072.84065;23890.41077;34;-25.78125;-107.55002;-117.5362985;24.39274917
7.060756;-73.911667;76.2;27.819;42402.25148;25.5681;30575.78551;39386.31018;18684.49602;104259.186;25502.97386;20211.61525;23899.28876;34;-25.78125;-107.55002;-117.5362985;18.80346732
7.060969;-73.911511;76.2;27.819;42402.67798;25.5681;30547.24228;39361.50058;18669.95585;104252.1762;25494.91291;20240.80306;23891.97967;34;-25.78125;-107.55002;-117.5362985;14.96053082
7.060831;-73.9115;76.2;27.819;42402.87494;25.5681;30556.49799;39366.09575;18667.06551;104264.6612;25507.71705;20229.18401;23904.55852;34;-25.78125;-107.55002;-117.5362985;21.26205329
7.060886;-73.911511;76.2;27.819;42402.7686;25.5681;30553.35384;39364.94131;18668.9425;104259.2162;25502.16566;20233.38374;23899.08219;34;-25.78125;-107.55002;-117.5362985;24.21150161
7.061644;-73.909269;76.2;27.819;42411.21099;25.5681;30312.91131;39103.88463;18432.31725;104354.1484;25588.91667;20447.56088;23991.12655;34;-25.78125;-107.55002;-117.5362985;24.05780935
7.061647;-73.909269;76.2;27.819;42411.20741;25.5681;30312.68955;39103.76012;18432.35578;104353.8944;25588.65647;20447.82758;23990.86984;34;-25.78125;-107.55002;-117.5362985;24.77961755
7.06355;-73.910303;76.2;27.819;42404.71989;25.5681;30257.88571;39131.38845;18571.29389;104119.2991;25352.76191;20550.1939;23755.65985;34;-25.78125;-107.55002;-117.5362985;23.88378061
7.0635;-73.910303;76.2;27.819;42404.77966;25.5681;30261.55023;39133.43279;18570.59465;104123.5303;25357.09315;20545.71476;23759.93848;34;-25.78125;-107.55002;-117.5362985;24.37089134
7.062556;-73.912356;76.2;27.819;42397.39602;25.5681;30500.67404;39382.77947;18782.87439;104057.671;25299.04223;20328.50666;23697.03805;34;-25.78125;-107.55002;-117.5362985;19.61944302
7.062578;-73.912439;76.2;27.819;42397.02454;25.5681;30505.94788;39390.39828;18792.26914;104049.9185;25291.49163;20325.15511;23689.34661;34;-25.78125;-107.55002;-117.5362985;21.06374154
7.062561;-73.9124;76.2;27.819;42397.20638;25.5681;30503.95653;39387.0909;18787.7668;104054.1262;25295.62094;20326.12994;23693.5308;34;-25.78125;-107.55002;-117.5362985;24.12126574
7.062808;-73.907642;76.2;27.819;42416.32599;25.5681;30093.17898;38888.99428;18269.33462;104371.5059;25600.4386;20658.07518;24005.38594;34;-25.78125;-107.55002;-117.5362985;24.53534655
7.062831;-73.907683;79.248;27.80376;42416.13352;25.5681;30094.84441;38892.24391;18274.1453;104366.6403;25595.61658;20657.409;24000.54837;34;-25.78125;-107.55002;-117.5362985;25.46686007
7.062783;-73.907583;76.2;27.819;42416.59251;25.5681;30090.18453;38883.98362;18262.52342;104377.8234;25606.68043;20659.75398;24011.65439;34;-25.78125;-107.55002;-117.5362985;24.47087418
7.063497;-73.906186;76.2;27.819;42421.13306;25.5681;29922.68563;38711.31095;18119.43687;104417.19;25642.56215;20815.45614;24048.32418;34;-25.78125;-107.55002;-117.5362985;24.51782434
7.063483;-73.906142;76.2;27.819;42421.32288;25.5681;29920.1162;38707.38108;18114.41622;104421.5134;25646.83593;20817.13901;24052.60154;34;-25.78125;-107.55002;-117.5362985;24.99127346
7.061861;-73.9048;76.2;27.819;42428.75734;25.5681;29931.25648;38637.57164;17944.88803;104654.2187;25879.55408;20764.07999;24285.32118;34;-25.78125;-107.55002;-117.5362985;19.49663615
7.062633;-73.9033;76.2;27.819;42433.42159;25.5681;29751.47014;38451.85569;17790.98346;104696.3389;25918.89491;20932.92997;24324.23528;34;-25.78125;-107.55002;-117.5362985;24.91023648
7.062636;-73.903256;76.2;27.819;42433.58396;25.5681;29747.66936;38447.23115;17786.20331;104699.2345;25921.74103;20936.17033;24327.05787;34;-25.78125;-107.55002;-117.5362985;24.87450834
7.061175;-73.902425;76.2;27.819;42438.87287;25.5681;29790.1363;38423.91791;17675.31372;104881.8092;26104.75004;20865.43469;24510.23826;34;-25.78125;-107.55002;-117.5362985;17.98863332
7.061158;-73.902381;76.2;27.819;42439.06535;25.5681;29787.8628;38420.14871;17670.26447;104886.3893;26109.29645;20866.96896;24514.77233;34;-25.78125;-107.55002;-117.5362985;18.2185094
7.063492;-73.901314;76.2;27.819;42439.53261;25.5681;29525.81161;38212.80684;17585.76795;104766.3088;25986.73547;21142.73946;24389.7159;34;-25.78125;-107.55002;-117.5362985;24.64370951
7.065489;-73.902214;76.2;27.819;42433.12761;25.5681;29449.65377;38221.9671;17714.95628;104533.8053;25753.89454;21256.30865;24155.8392;34;-25.78125;-107.55002;-117.5362985;24.64370951
7.064433;-73.904003;76.2;27.819;42428.13702;25.5681;29674.4417;38448.92203;17894.18702;104494.3853;25716.14118;21043.49562;24121.00367;34;-25.78125;-107.55002;-117.5362985;24.09122523
7.064417;-73.904064;76.2;27.819;42427.9318;25.5681;29680.62007;38455.83437;17900.62094;104491.3648;25713.18853;21038.00632;24118.10381;34;-25.78125;-107.55002;-117.5362985;30.20433045
7.065481;-73.906808;76.2;27.819;42416.01665;25.5681;29827.34715;38693.70907;18217.17434;104205.3881;25429.28338;20950.42359;23835.01638;34;-25.78125;-107.55002;-117.5362985;23.56050107
7.065586;-73.906733;76.2;27.819;42416.15829;25.5681;29813.43665;38681.72949;18210.61016;104201.8957;25425.57864;20964.68715;23831.28004;34;-25.78125;-107.55002;-117.5362985;25.20030559
7.065431;-73.906833;76.2;27.819;42415.98986;25.5681;29833.08737;38698.31371;18219.13126;104207.8176;25431.80164;20944.33405;23837.54543;34;-25.78125;-107.55002;-117.5362985;23.96233304
7.066044;-73.904869;76.2;27.819;42422.53229;25.5681;29626.11565;38471.62057;18014.08739;104296.7087;25518.04397;21128.11875;23922.53833;34;-25.78125;-107.55002;-117.5362985;24.79384559
7.066069;-73.909661;76.2;27.819;42404.16807;25.5681;30020.59721;38963.20134;18538.40073;103952.0629;25179.70198;20817.7221;23585.03277;34;-25.78125;-107.55002;-117.5362985;23.4679886
7.064611;-73.913403;76.2;27.819;42390.78348;25.5681;30438.2552;39406.94979;18926.02355;103809.1808;25048.68778;20447.37183;23447.91174;34;-25.78125;-107.55002;-117.5362985;23.652219
7.063236;-73.915261;76.2;27.819;42384.38938;25.5681;30692.97596;39653.55507;19110.53581;103794.1472;25043.46008;20205.33805;23435.5389;34;-25.78125;-107.55002;-117.5362985;23.8086781
7.059831;-73.917494;76.2;27.819;42377.69948;25.5681;31126.19013;40021.71835;19314.00164;103926.173;25196.26274;19755.30674;23570.62966;34;-25.40625;-107.55002;-115.7754394;23.59873223
