Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
7.293717;-73.510108;176.1744;27.319128;41267.46456;42.4511;3475.429422;13511.64169;2654.523393;123517.3878;50160.70517;70266.21761;35406.23671;36;-39.40625;-132.225;-153.3592993;19.02063673
7.302775;-73.508761;140.208;27.49896;41238.90333;42.4511;4221.235386;14421.10504;3641.730686;123192.9165;50004.49774;70988.75619;36277.60645;36;-39.40625;-132.225;-150.4692543;21.76254534
5.0850615;-71.9523027;168.5544;27.357228;37730.26437;37.8311;72893.33677;109253.0427;52973.6016;163297.7858;95311.811;78141.9567;51952.22369;32;-15.40625;-58.450012;-75.31196059;26.25182638
3.159247;-75.266758;121.3104;27.593448;45118.59989;-2.4715;10562.56124;31610.86372;11036.19798;24028.78942;31701.28506;161895.7133;13076.83278;30;-136.75;-142.275;-190.0973807;21.90662035
3.215886;-75.253092;405.9936;26.170032;45064.28996;-1.7549;9425.308914;32504.76303;8570.717388;30471.17783;34686.14401;159847.3389;8576.989314;30;-119.9375;-124.975006;-185.7737035;22.52314477
3.235311;-75.242836;388.62;26.2569;45041.26129;-2.2275;7407.301259;32567.01874;9119.772436;32815.86925;35516.84566;159721.4769;7199.25395;30;-71.03125;-124.975006;-171.3413951;24.49946742
0.750669;-76.367114;289.2552;26.753724;36109.28961;11.5527;35263.10436;81630.5102;35838.48342;94375.10663;58590.25963;307644.7866;35275.01065;20;-7.40625;-36.649994;-71.71173319;28.77512934
4.8598111;-72.1859;173.4312;27.332844;37007.00319;36.3659;66783.53039;97128.06032;51277.7568;145722.3574;79237.89401;103315.9881;46177.83622;34;-34.21875;-49.524994;-74.91572796;24.04304133
5.092486;-74.585899;168.5544;27.357228;43107.41663;17.5429;7411.645795;40269.86336;9771.546135;30936.64579;22844.67524;145633.1566;9275.528432;32;59.375;15.449982;-105.3909848;37.92189427
0.472889;-76.29168;238.9632;27.005184;34377.68377;3.3321;67087.13871;94996.55184;67647.12017;124258.1731;86560.6292;339166.965;67065.74688;22;-10.3125;-27.725006;-54.07480204;23.93562471
9.918889;-74.133734;76.8096;27.815952;38180.80892;1.7798;26921.35365;20379.30448;14091.47069;134604.8731;34974.59525;302527.7896;29252.36905;24;-14.71875;-38.700012;-54.68896228;9.490416323
6.265939;-69.690706;96.012;27.71994;35450.43893;-47.7097;235393.9162;264502.6602;224822.2935;379228.3593;242323.9923;226759.1669;38225.51526;34;-1.15625;1.8249817;-10.83385998;33.09477692
3.904858;-72.665992;202.692;27.18654;34815.6692;-93.9501;39947.79696;122862.478;77802.75066;83541.09555;130523.2961;194709.4393;37651.73127;32;-21.90625;-36;-57.43564647;35.86521552
7.831394;-72.611031;526.9992;25.565004;40605.81615;15.2177;2797.726624;66487.14572;7469.787028;192069.8985;1837.679035;185736.6801;2114.347398;34;-74.46875;-70.05002;-117.0911946;23.39525343
3.524027;-74.829854;548.3352;25.458324;46615.02409;-4.7771;3089.667665;52236.46039;2917.976885;80275.21761;35436.28963;189988.5286;40574.47961;30;68.9375;44.72499;-161.7418972;19.20520167
3.048417;-75.167933;168.5544;27.357228;44871.12503;-7.4923;9428.270894;19756.15887;6438.474649;19397.9;15966.05313;175767.6765;23619.06944;30;-33.25;-95.649994;-148.1434068;19.27383695
3.052383;-75.169686;165.8112;27.370944;44878.77762;-7.4923;9272.264137;19872.84842;6735.717701;19500.32124;16324.77122;175453.211;23866.54399;30;-42.0625;-95.649994;-149.9387535;19.96149979
2.083256;-75.745417;370.9416;26.345292;44409.27372;-10.2205;1655.669966;113693.3037;2872.358278;75179.56173;7045.937672;189253.0036;6691.169951;26;-158.34375;-55.850006;-218.1832399;20.27297505
4.757755;-74.869731;251.46;26.9427;43754.63002;21.7421;5031.361312;52872.48744;12240.96821;45458.45164;30699.73147;159494.0468;7931.729619;30;-79.15625;-104.30002;-129.631221;18.04536828
3.087994;-75.330806;445;25.975;45440.38444;-2.7063;2376.110221;37537.6703;7678.123129;15839.9333;33845.39507;157174.7638;9319.134631;30;-99.9375;-114.100006;-172.5933774;21.36271348
4.624767;-74.868934;280.1112;26.799444;43475.52963;6.8331;2069.343069;51378.19738;9107.38931;58430.868;34454.42359;173021.818;9833.34125;30;-103.09375;-110.30002;-139.6267818;20.15650845
4.620316;-74.86508;279.8064;26.800968;43426.01329;6.8331;2472.789598;50976.20098;8478.891862;59072.13838;34796.74921;173640.2924;10439.96138;30;-103.09375;-110.30002;-141.7241389;17.45353679
4.61589;-74.869545;238.3536;27.008232;43458.91345;6.8331;3034.556911;51500.41121;8270.146359;58994.61293;34234.20269;173903.6077;10255.72517;30;-89.15625;-110.30002;-138.8548921;20.94178955
3.729193;-75.396478;212.4456;27.137772;44163.68623;-24.8947;6439.629217;84532.3989;7880.478441;53347.42853;36421.65742;123431.6696;33659.80147;24;-87;-68.75;-157.7936137;21.89939907
4.136439;-73.706975;1110.6912;22.646544;39030.16898;-114.3874;1810.935852;61850.27926;2701.507246;42659.80475;43772.40117;286385.0641;4787.588642;34;-86.03125;-40.950012;-125.6055646;21.04591053
3.206406;-75.106661;175.8696;27.320652;45169.19231;-3.2814;17340.25768;18731.7613;6433.962998;36570.25678;25162.08962;174457.774;20672.35608;32;-119.4375;-112.55002;-175.5340881;32.03673888
3.162639;-75.139394;156.6672;27.416664;45021.85674;-3.5156;18254.72021;18580.10648;8966.618883;30516.19387;22246.29788;173712.2707;20613.40356;30;-131.1875;-117.875;-174.5905264;29.17421698
3.171603;-75.140242;154.5336;27.427332;45040.76816;-3.5156;18922.94336;19160.97536;9361.153306;31242.40372;23149.19141;173124.7918;19857.98192;30;-131.1875;-117.875;-176.7925001;26.56985797
3.172628;-75.133089;163.068;27.38466;45051.94302;-3.5156;19539.88877;18548.97589;8652.676384;31817.69108;22863.75507;173752.3858;20372.06534;30;-131.1875;-117.875;-178.2741489;28.95241215
3.176919;-75.135431;157.5816;27.412092;45058.85336;-2.123;19146.07834;19027.74145;9073.872298;32034.04732;23405.00565;173287.7961;19864.37466;30;-131.1875;-117.875;-176.7925001;31.18101382
3.169467;-75.128856;166.7256;27.366372;45049.58971;-3.5156;19612.06429;17963.91703;8088.943845;31838.71708;22335.61416;174335.2082;20956.44671;30;-131.1875;-117.875;-178.2741489;30.87804391
3.171661;-75.125758;162.7632;27.386184;45059.28077;-3.5156;20026.71107;17811.07508;7856.699696;32244.61156;22396.8351;174509.61;21060.49973;30;-131.1875;-117.875;-178.2741489;30.36265488
3.164297;-75.141503;782.4216;24.287892;45023.54573;-3.5156;18228.37577;18874.13479;9258.240557;30515.80966;22524.33886;173416.9577;20317.87087;30;-131.1875;-117.875;-174.5905264;41.73422985
3.167789;-75.134522;523.9512;25.580244;45038.30991;-3.5156;19040.70039;18398.42885;8625.380546;31299.0488;22469.3653;173886.8451;20611.14531;30;-131.1875;-117.875;-176.7925001;31.14056718
3.169369;-75.130675;499.872;25.70064;45047.01149;-3.5156;19463.00163;18128.13486;8275.468329;31702.88715;22419.63602;174166.3962;20811.64598;30;-131.1875;-117.875;-178.2741489;30.37503757
3.169686;-75.136233;551.688;25.44156;45040.94766;-3.5156;19063.69063;18670.23904;8871.093621;31346.01802;22745.15889;173616.3454;20329.12398;30;-131.1875;-117.875;-176.7925001;29.7970834
3.166388;-75.133172;409.6512;26.151744;45036.36924;-3.5156;19033.10527;18189.69788;8436.228941;31271.99143;22261.16775;174094.9072;20826.50744;30;-131.1875;-117.875;-177.3301224;29.04544454
3.165531;-75.136706;549.8592;25.450704;45030.41565;-3.5156;18692.42137;18478.78288;8787.209264;30952.47892;22371.08473;173805.3111;20604.59042;30;-131.1875;-117.875;-174.5905264;31.52389641
3.163719;-75.135822;494.6904;25.726548;45027.14861;-3.5156;18616.1;18293.1787;8640.573145;30857.29784;22148.35968;173992.1927;20814.10123;30;-131.1875;-117.875;-174.5905264;31.14312513
3.168153;-75.132094;501.7008;25.691496;45042.16707;-3.5156;19256.6443;18189.80042;8380.971139;31499.1736;22375.22047;174098.7691;20783.55289;30;-131.1875;-117.875;-178.2741489;35.50356713
3.174394;-75.128053;492;25.74;45062.91017;-3.5156;19921.80232;18192.28244;8210.550419;32318.6224;22781.00923;174136.8444;20670.90491;30;-131.1875;-117.875;-178.2741489;32.59402223
3.168644;-75.137914;524;25.58;45036.44562;-3.5156;18852.33515;18769.95078;9013.468901;31140.24569;22736.60963;173514.1699;20270.51972;30;-131.1875;-117.875;-176.7925001;32.47336742
3.159864;-75.147556;461;25.895;45013.28759;-3.5156;17412.65088;19237.82372;9360.875187;29716.78436;22468.79272;173092.2178;20204.24431;30;-131.1875;-117.875;-174.5905264;25.3431504
3.178786;-75.124008;518;25.61;45079.26092;-3.2814;19910.8196;18108.98655;8020.860611;32978.90113;23023.22109;174281.5292;20716.11433;30;-131.1875;-112.55002;-178.2741489;32.93696185
5.760086;-74.690311;159.4104;27.402948;38281.67103;8.9676;6519.719321;50266.24791;18799.16132;25068.44;14795.76287;92546.69933;8436.169455;30;-23.8125;-62.200012;-67.29138501;24.35257586
3.602101;-74.882734;982.6752;23.286624;46372.00262;-17.2008;3153.808817;58907.37652;5331.20296;69883.36163;34271.97924;182206.9148;37565.67953;30;-18.84375;-21.975006;-133.6148787;41.30751961
8.091122;-73.580497;85.0392;27.774804;37422.85215;23.8637;17487.32061;31967.62566;23679.5171;82908.5176;30749.0965;139004.6989;21416.45717;32;-56.46875;-79.45001;-88.82744966;32.40735943
8.083908;-73.581719;84.1248;27.779376;37430.12872;23.8637;17405.82835;31664.06526;24488.66941;83188.58318;30911.53005;138210.0681;22225.17042;32;-56.46875;-79.45001;-88.82744966;20.55889434
8.077933;-73.584653;86.5632;27.767184;37423.36938;23.8637;17574.00773;31610.20533;25195.86317;83243.36077;30866.64529;137477.8574;22937.81132;32;-34.34375;-79.45001;-94.19381493;21.54997051
8.074036;-73.58365;81.0768;27.794616;37439.35492;23.5712;17382.99772;31302.76593;25600.83513;83558.50813;31140.41621;137112.9081;23337.54076;32;-34.34375;-79.45001;-94.19381493;19.24026087
8.074861;-73.587308;80.4672;27.797664;37412.71243;23.5712;17556.2711;31699.82311;25583.48395;83165.57481;30734.92673;137057.3253;23331.67748;32;-34.34375;-79.45001;-94.19381493;19.10541423
8.069947;-73.586944;80.4672;27.797664;37426.72359;23.5712;17118.78688;31406.04802;26110.19153;83480.31372;30996.8288;136562.0655;23854.2602;32;-34.34375;-79.45001;-94.19381493;18.93950742
8.0791;-73.588064;86.868;27.76566;37398.00893;23.8637;17913.37354;32000.94497;25139.16493;82854.07214;30470.26695;137467.9539;22892.54624;32;-34.34375;-79.45001;-94.19381493;18.44039242
7.828981;-76.707569;14.0208;28.129896;32780.51335;-73.4522;18553.6006;48181.35181;15494.86581;74692.82937;53296.39408;238165.5981;6497.81594;22;-43.0625;-23.899994;-4.811302097;14.36918063
4.076544;-73.37905;275.2344;26.823828;36647.94313;-131.9892;28909.93858;70349.69399;1440.70226;57582.45787;61854.37326;254598.6715;26134.0242;32;-25;-73.95001;-96.28917172;27.64783986
4.080986;-73.386289;279.8064;26.800968;36636.8823;-131.9892;28317.40851;69802.50363;2037.935208;58146.83232;61471.41302;255153.6698;25499.03575;32;-22.46875;-73.95001;-97.88475951;28.63691755
4.073333;-73.387817;285.5976;26.772012;36600.45686;-130.3526;29138.89562;70636.21545;1365.886141;57322.31285;60850.03729;255633.9672;26303.99248;32;-22.46875;-73.95001;-97.88475951;23.08144512
4.079911;-73.384831;278.892;26.80554;36638.36441;-131.9892;28455.02305;69931.93415;1876.04123;58012.5249;61536.18868;255049.3153;25645.01904;32;-22.46875;-73.95001;-97.88475951;27.6179059
4.069986;-73.394544;288;26.76;36561.04756;-130.3526;29435.51569;70963.08489;1735.748897;57037.6678;60024.7111;256465.8292;26138.41807;32;-22.46875;-73.95001;-97.88475951;29.33518026
4.0738;-73.3967;286.512;26.76744;36568.41998;-130.3526;28996.05102;70529.82077;2145.873757;57485.09588;60068.56436;256525.5129;25709.48318;32;-22.46875;-73.95001;-97.88475951;27.10398432
4.067739;-73.397969;293.2176;26.733912;36538.95158;-130.3526;29654.30902;71192.6559;2017.935444;56837.32672;59570.52325;256912.4225;25956.98293;32;-22.46875;-73.95001;-97.88475951;27.84197297
4.0892;-73.3776;281.0256;26.794872;36703.14042;-131.9892;27550.4374;68967.05626;2849.397779;58963.37671;62783.06669;253915.9444;24800.22449;32;-39.46875;-73.95001;-99.81416562;29.53638216
4.067669;-73.391008;313.0296;26.634852;36565.02169;-130.3526;29725.7241;71240.28733;1274.789562;56737.96578;60204.46196;256201.8443;26607.28698;32;-22.46875;-73.95001;-97.88475951;26.73835993
4.0702167;-73.3882583;287.1216;26.764392;36586.09298;-130.3526;29476.21925;70977.13739;1151.12158;56984.76347;60615.32674;255811.5778;26636.03944;32;-22.46875;-73.95001;-97.88475951;28.28952415
4.08195;-73.404619;274.32;26.8284;36571.71003;-131.9892;28042.26019;69591.826;3381.759087;58491.4836;59878.05738;256996.5484;24486.06056;32;-22.46875;-73.95001;-100.4373964;28.08386618
4.086089;-73.382581;274.32;26.8284;36671.32683;-131.9892;27809.93652;69267.88964;2502.918902;58668.94141;62132.75555;254558.241;25021.40036;32;-39.46875;-73.95001;-99.81416562;25.63756931
4.078417;-73.391089;280;26.8;36608.15858;-131.9892;28541.86981;70053.13495;2033.640131;57920.24051;60871.85684;255754.7389;25690.95214;32;-22.46875;-73.95001;-97.88475951;23.39326874
4.089775;-73.387667;285.5976;26.772012;36665.48867;-131.9892;27334.18931;68822.65037;3011.408287;59129.25387;61909.66896;254926.692;24515.34065;32;-41.8125;-73.95001;-101.815733;30.45008925
4.07665;-73.387022;284.6832;26.776584;36616.86071;-131.9892;28784.21684;70275.72006;1628.452322;57678.03019;61130.7587;255411.928;25957.15221;32;-22.46875;-73.95001;-97.88475951;30.34015247
4.072806;-73.390367;287.4264;26.762868;36588.4625;-130.3526;29167.27209;70677.25646;1515.801904;57294.68227;60583.61575;255917.8428;26316.4014;32;-22.46875;-73.95001;-97.88475951;12.53319466
4.077542;-73.382447;276.4536;26.817732;36638.38944;-131.9892;28748.65429;70211.71669;1563.295712;57726.44737;61605.08652;254904.8001;25951.66539;32;-25;-73.95001;-96.28917172;23.60639016
4.105473;-74.701611;261.5184;26.892408;44670.9483;-61.9198;1587.506467;13851.03672;1617.248357;53377.90799;38556.62138;198344.0568;36308.50877;30;-131.40625;-87.70001;-173.0781207;13.52371988
9.890686;-74.634439;121.92;27.5904;38383.80631;-10.9309;53422.9859;73341.3362;40257.18421;164150.3301;17201.30608;336224.5592;51980.15741;20;9.625;-32.55002;-50.61993575;21.02493513
9.916364;-74.654719;146.9136;27.465432;38198.09409;-10.9309;50779.41283;74897.07104;42664.03649;167488.3652;16243.63336;339460.1559;48727.955;20;12.21875;-32.55002;-47.91328081;22.74150389
6.916601;-71.177426;144.78;27.4761;36913.81693;-39.9422;103955.7245;94553.65888;68893.57404;265238.7661;95839.50831;217268.7356;69279.96538;36;-4.28125;-34.17502;-52.63230123;26.1944369
3.445934;-73.94681;560.2224;25.398888;36833.1841;-25.8384;24780.56624;75987.75965;2379.897751;51202.45941;14270.94758;287504.0987;6659.697356;34;-18.625;-24.399994;-80.09028429;26.76072328
6.954928;-71.856931;204.216;27.17892;38672.97063;-25.9004;29141.56659;26328.4499;7789.875159;205604.3289;35286.86913;230931.5912;8219.262432;36;-30.46875;-94.30002;-118.9502364;19.24609473
6.958485;-71.843839;189.8904;27.250548;38603.92576;-25.9004;30443.0456;27625.17485;9289.936481;206962.6634;36640.99971;230899.2628;9694.647188;36;-30.03125;-103.850006;-116.5188077;18.04135811
6.984136;-71.820089;193.548;27.23226;38515.53759;-27.8324;32486.45766;31489.16063;12763.30591;210802.0781;40482.27069;232913.034;12372.88115;36;-37.15625;-103.850006;-120.3221322;19.04485989
6.982347;-71.835658;188.3664;27.258168;38587.44962;-29.0673;30811.66012;30149.76669;11135.61548;209364.5093;39063.08772;233186.8313;10658.80498;36;-30.03125;-103.850006;-118.5688261;15.52446396
5.251782;-71.384182;142.0368;27.489816;36520.56911;31.285;111145.3656;150991.4314;87300.71417;216010.3991;135374.907;35513.90253;48439.95594;32;-5.9375;-48.100006;-63.58120123;35.08334695
5.2573362;-71.38093;142.6464;27.486768;36529.5136;31.285;110744.9224;150703.8228;87222.60384;216203.6114;135227.5406;35945.35084;48734.12552;32;-6.40625;-48.100006;-63.56703597;32.10136256
5.2569938;-71.3812239;142.9512;27.485244;36529.33474;31.285;110765.0462;150715.3913;87218.91837;216181.6049;135228.8422;35922.3708;48721.97012;32;-6.40625;-48.100006;-63.56703597;33.85557861
6.912975;-71.423997;153.0096;27.434952;37436.08322;-24.4421;76985.70707;67651.48162;46961.22831;241545.0044;75376.05926;217410.7948;46191.87841;36;-6.03125;-53.024994;-71.31971554;25.04991379
8.873997;-76.403694;15.5448;28.122276;29269.61699;-3.8006;7686.973982;5938.957762;6826.504016;170267.6238;2088.931259;327083.5822;49251.88917;18;10.9375;12.475006;12.05440611;23.75826566
8.106681;-73.562017;107.8992;27.660504;37535.98017;24.8071;16185.04125;29930.71989;21703.53098;83868.14865;32141.4141;141334.2602;19393.88466;32;-56.46875;-79.45001;-87.92833555;19.73665869
6.488983;-74.386503;109.1184;27.654408;37381.22144;30.4576;14192.8542;29553.14733;24541.55994;51864.36327;27433.74253;62024.20619;8908.668695;34;-13.59375;-51.149994;-69.5174825;43.72306876
6.489619;-74.386732;110.0328;27.649836;37378.85566;30.4576;14119.01239;29563.80167;24605.32862;51856.08906;27359.4739;61987.62028;8859.769383;34;-13.59375;-51.149994;-69.5174825;21.51915577
7.185358;-73.752306;101.4984;27.692508;41846.48303;34.2585;8390.033776;18934.63882;8043.820511;107329.3319;33821.09269;42160.99606;30419.0876;36;-13.65625;-112.95001;-123.9887273;19.87291736
3.189553;-75.267731;117.348;27.61326;45106.49817;-1.7549;12409.35807;32786.38337;8524.012299;27302.959;33869.78511;160007.8272;10557.46385;30;-119.9375;-142.275;-186.7933993;26.71072741
8.646641;-75.384139;97.536;27.71232;35682.08045;-11.462;22982.76243;56759.30781;29603.8796;108937.4826;69072.3807;243785.0569;88228.23789;22;-3.75;-18.850006;-34.92477619;23.1796413
8.648055;-75.389889;78.9432;27.805284;35638.35589;-11.462;22410.97246;56423.85526;29046.24797;109582.1267;68457.4122;244300.101;87972.12161;22;-3.75;-18.850006;-34.92477619;17.73583203
3.520336;-73.693897;323.6976;26.581512;35281.63266;-27.4203;26672.8602;91077.4038;17748.90785;40220.47321;27339.13511;313519.7248;617.1221275;34;-24.1875;-52.375;-89.05179045;21.50874419
4.7363972;-71.6485194;141.732;27.49134;35295.87824;-1.8447;124133.2539;155242.8795;104217.9687;206468.8053;138765.109;49508.02168;11579.75612;32;-3.6875;-32.825012;-47.45953786;26.77085021
9.537856;-73.962306;77.724;27.81138;38745.41063;-10.7033;34162.41819;32910.26638;50410.80947;122876.916;56144.33618;290369.2978;28937.26879;24;-17.125;-37.225006;-50.55687408;20.72140112
4.914911;-74.873508;259.08;26.9046;43559.78291;28.1974;1419.784239;51199.73872;10265.36907;29126.97387;30018.72961;143663.0774;5415.575403;30;-65.9375;-90.67502;-111.6752328;22.89648659
4.905508;-74.892925;259;26.905;43727.20544;28.261;3647.314331;49174.93938;12629.41517;29188.27237;31916.31546;143623.7446;3424.581916;30;-75.15625;-59.024994;-105.2290124;34.6252675
3.123508;-75.356489;505;25.675;45533.9982;-2.7063;1415.897009;40655.81615;3516.58969;20270.8741;38204.34829;153301.0216;5167.624306;30;-48;-114.100006;-151.17017;43.96794013
6.781392;-73.662531;171.2976;27.343512;43933.34668;13.4174;14736.05216;26616.2108;1657.132181;122401.8057;33897.1246;42037.64183;11858.17828;36;-57.34375;-113.80002;-133.8619484;29.23687119
11.413205;-72.76908;23.1648;28.084176;34182.19471;-108.4654;27677.66379;75831.40434;40812.82167;133762.6713;27089.80118;80924.97728;21352.61812;20;-26.71875;-35.575012;-38.56172673;18.41080628
11.440394;-72.768838;27.432;28.06284;34348.31063;-103.007;30672.2975;78827.39322;42873.81851;136744.5404;29736.29678;79151.73187;24321.82038;20;-27.75;-35.575012;-40.4009042;20.76540754
4.211595;-74.336553;2855.3664;13.923168;47551.33092;-71.9153;5324.884766;23259.65627;14655.94911;71752.60517;51790.41663;239807.6388;64651.00908;34;229.3125;167.9;-89.15079742;26.01642094
3.042769;-75.316558;501.7008;25.691496;45394.59903;-4.334;3459.684891;36196.32693;12238.36895;10691.1555;30461.55985;160242.3316;12249.55139;30;-121;-114.100006;-194.3944982;21.41513695
3.036419;-75.313936;482.4984;25.787508;45382.11498;-4.334;4028.614721;35996.69517;12964.20695;9972.991721;29963.53571;160747.3535;12678.46345;30;-121;-132.80002;-194.3944982;21.75223862
4.022164;-73.458267;300.8376;26.695812;36145.99057;-121.3978;25625.885;74577.1561;9797.10937;53176.34597;51198.25075;265038.948;23818.51988;32;-33.46875;-61.149994;-103.2557658;25.02049029
4.022296;-73.458226;299.3136;26.703432;36146.75157;-121.3978;25622.52341;74563.73964;9786.266285;53189.25873;51210.21552;265029.0453;23816.87349;32;-33.46875;-61.149994;-103.2557658;28.82081541
4.021857;-73.454194;298.704;26.70648;36153.91771;-121.3978;26035.1896;74700.67671;9416.221894;53027.71927;51554.25207;264636.0742;24247.26347;32;-33.46875;-61.149994;-103.2557658;25.9018155
8.400767;-75.171764;19.812;28.10094;37035.7298;-15.3754;45242.7273;59036.40205;52176.07697;78575.21245;66359.91209;207952.553;74417.66848;26;-5.75;-53.700012;-54.91284504;18.64955644
9.469942;-75.001525;89.916;27.75042;35141.21099;-7.9463;22161.42266;39331.61677;41909.66113;139874.2976;25736.11232;302801.5086;44987.13393;20;11.1875;-10.725006;-13.99117449;20.00091564
